Playoffs	Round	Weight Class	Fight Number	Team Name 1	First Name 1	Last Name 1	Score 1	Subscore 1	Ippon 1	Wazaari 1	Yuko 1	Koka 1	Shido 1	HSM 1	Team Name 2	First Name 2	Last Name 2	Score 2	Subscore 2	Ippon 2	Wazaari 2	Yuko 2	Koka 2	Shido 2	HSM 2	Source	Points 1	Points 2
G	1	-73 kg	2	Multikraft Wels	Shamil	Borchashvili	1	7	0	1	1	0	1	0	SU Noricum Raiffeisenbank Leibnitz Judo	Dominik	Stiftinger-Lang	0	0	0	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-81 kg	3	Multikraft Wels	Vlad	Visan	0	0	0	1	0	0	3	1	SU Noricum Raiffeisenbank Leibnitz Judo	Christoph	Schögler	1	10	0	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-90 kg	4	Multikraft Wels	Stefan	Riegler	0	0	0	0	0	0	1	0	SU Noricum Raiffeisenbank Leibnitz Judo	Philipp	Ackerl	1	10	1	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-100 kg	5	Multikraft Wels	Miklos	Cirjenic	1	10	1	0	1	0	1	0	SU Noricum Raiffeisenbank Leibnitz Judo	Martin	Bertagnoli	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	+100 kg	6	Multikraft Wels	Marcus	Eder	0	0	0	0	0	0	0	0	SU Noricum Raiffeisenbank Leibnitz Judo	Lukas	Krpalek	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-60 kg	7	Multikraft Wels	Thomas	Haminger	0	0	0	0	0	0	1	0	SU Noricum Raiffeisenbank Leibnitz Judo	David	Pulkrabek	1	10	1	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-66 kg	8	Multikraft Wels	Michael	Winkler	1	5	0	0	1	0	2	0	SU Noricum Raiffeisenbank Leibnitz Judo	Jonathan	Garcia Castillo	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-73 kg	9	Multikraft Wels	Shamil	Borchashvili	1	10	0	0	1	0	1	0	SU Noricum Raiffeisenbank Leibnitz Judo	Marc	Grasmugg	0	0	0	0	0	0	0	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-81 kg	10	Multikraft Wels	Vlad	Visan	1	10	1	0	0	0	0	0	SU Noricum Raiffeisenbank Leibnitz Judo	Christoph	Schögler	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-90 kg	11	Multikraft Wels	Marcus	Eder	1	1	0	1	0	0	1	0	SU Noricum Raiffeisenbank Leibnitz Judo	Thomas	Ackerl	0	0	0	1	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-100 kg	12	Multikraft Wels	Miklos	Cirjenic	1	10	1	0	0	0	0	0	SU Noricum Raiffeisenbank Leibnitz Judo	Martin	Bertagnoli	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	+100 kg	13	Multikraft Wels	Stefan	Riegler	0	0	0	0	0	0	2	0	SU Noricum Raiffeisenbank Leibnitz Judo	Lukas	Krpalek	1	10	1	1	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-60 kg	0	Multikraft Wels	Kimran	Borchashvili	1	10	1	0	1	0	0	0	Judo Union Raika Pinzgau	Thomas	Grössig	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-66 kg	1	Multikraft Wels	Thomas	Haminger	1	7	0	1	0	0	2	0	Judo Union Raika Pinzgau	Andreas	Tiefgraber	0	0	0	0	1	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-73 kg	2	Multikraft Wels	Shamil	Borchashvili	1	10	0	2	0	0	3	0	Judo Union Raika Pinzgau	Andreas	Mitterfellner	0	0	0	0	1	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-81 kg	3	Multikraft Wels	Vlad	Visan	1	10	1	0	0	0	0	0	Judo Union Raika Pinzgau	Hermann	Höllwart	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-90 kg	4	Multikraft Wels	Marcus	Eder	0	0	0	0	0	0	0	0	Judo Union Raika Pinzgau	Robert	Dumke	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-100 kg	5	Multikraft Wels	Stefan	Riegler	0	0	0	0	0	0	3	1	Judo Union Raika Pinzgau	Christoph	Mayer	1	10	0	0	1	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	+100 kg	6	Multikraft Wels	Michal	Horak	1	10	1	0	0	0	0	0	Judo Union Raika Pinzgau	Rupert	Riess	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-60 kg	7	Multikraft Wels	Kimran	Borchashvili	1	10	1	1	1	0	1	0	Judo Union Raika Pinzgau	Thomas	Grössig	0	0	0	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-66 kg	8	Multikraft Wels	Thomas	Haminger	0	0	0	0	0	0	3	0	Judo Union Raika Pinzgau	Andreas	Tiefgraber	1	10	0	2	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-73 kg	9	Multikraft Wels	Shamil	Borchashvili	0	0	0	0	0	0	3	0	Judo Union Raika Pinzgau	Andreas	Mitterfellner	1	10	1	0	1	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-81 kg	10	Multikraft Wels	Vlad	Visan	1	10	1	0	0	0	0	0	Judo Union Raika Pinzgau	Hermann	Höllwart	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-90 kg	11	Multikraft Wels	Michael	Winkler	0	0	0	0	0	0	3	1	Judo Union Raika Pinzgau	Robert	Dumke	1	10	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-100 kg	12	Multikraft Wels	Marcus	Eder	0	0	0	0	0	0	1	0	Judo Union Raika Pinzgau	Christoph	Mayer	1	10	1	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	+100 kg	13	Multikraft Wels	Michal	Horak	1	10	1	0	1	0	1	0	Judo Union Raika Pinzgau	Rupert	Riess	0	0	0	0	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-60 kg	0	Multikraft Wels	Kimran	Borchashvili	1	10	0	1	1	0	1	0	UJZ Mühlviertel 1	Valentin	Eder	0	0	0	0	0	0	4	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-66 kg	1	Multikraft Wels	Hans-Peter	Fellner	1	10	1	1	0	0	1	0	UJZ Mühlviertel 1	Tobias	Weixelbaumer	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-73 kg	2	Multikraft Wels	Shamil	Borchashvili	1	10	1	1	0	0	2	0	UJZ Mühlviertel 1	Christoph	Hofer	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-81 kg	3	Multikraft Wels	Dominik	Stegmayer	0	0	0	1	0	0	3	0	UJZ Mühlviertel 1	Georg	Reiter	1	7	0	1	1	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-90 kg	4	Multikraft Wels	Krisztian	Toth	0	0	0	0	0	0	3	0	UJZ Mühlviertel 1	Marcus	Nyman	1	7	0	1	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-100 kg	5	Multikraft Wels	Stefan	Riegler	0	0	0	0	0	0	3	0	UJZ Mühlviertel 1	Alexandr	Jurecka	1	10	1	0	1	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	+100 kg	6	Multikraft Wels	Michal	Horak	1	10	1	0	0	0	1	0	UJZ Mühlviertel 1	Daniel	Allerstorfer	0	0	0	0	1	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-60 kg	7	Multikraft Wels	Kimran	Borchashvili	1	10	1	0	0	0	0	0	UJZ Mühlviertel 1	Lukas	Lindorfer	0	0	0	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-66 kg	8	Multikraft Wels	Hans-Peter	Fellner	0	0	0	0	0	0	1	0	UJZ Mühlviertel 1	Tobias	Weixelbaumer	1	5	0	0	1	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-73 kg	9	Multikraft Wels	Shamil	Borchashvili	1	5	0	0	1	0	2	0	UJZ Mühlviertel 1	Driton	Shala	0	0	0	0	1	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-81 kg	10	Multikraft Wels	Michael	Winkler	1	1	0	0	1	0	2	0	UJZ Mühlviertel 1	Christoph	Hofer	0	0	0	0	1	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-90 kg	11	Multikraft Wels	Krisztian	Toth	1	7	0	1	0	0	3	0	UJZ Mühlviertel 1	Marcus	Nyman	0	0	0	0	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-100 kg	12	Multikraft Wels	Stefan	Riegler	0	0	0	0	0	0	1	0	UJZ Mühlviertel 1	Alexandr	Jurecka	1	10	1	0	2	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	+100 kg	13	Multikraft Wels	Michal	Horak	1	10	1	0	0	0	2	0	UJZ Mühlviertel 1	Daniel	Allerstorfer	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-60 kg	0	Multikraft Wels	Kimran	Borchashvili	1	10	1	0	0	0	1	0	Volksbank Galaxy Judo Tigers	Adam	Borchashvilli	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-66 kg	1	Multikraft Wels	Hans-Peter	Fellner	0	0	0	0	0	0	2	0	Volksbank Galaxy Judo Tigers	Mathias	Czizsek	1	5	0	0	2	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-73 kg	2	Multikraft Wels	Michael	Winkler	0	0	0	0	0	0	0	0	Volksbank Galaxy Judo Tigers	Alexander	Weichinger	1	10	1	0	1	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-81 kg	3	Multikraft Wels	Shamil	Borchashvili	0	0	0	0	0	0	2	0	Volksbank Galaxy Judo Tigers	Christopher	Wagner	1	5	0	0	1	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-90 kg	4	Multikraft Wels	Vlad	Visan	1	10	1	0	2	0	2	0	Volksbank Galaxy Judo Tigers	Sebastian	Schneider	0	0	0	0	1	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-100 kg	5	Multikraft Wels	Stefan	Riegler	0	0	0	0	0	0	2	0	Volksbank Galaxy Judo Tigers	Aaron	Fara	1	10	1	1	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	+100 kg	6	Multikraft Wels	Dominik	Stegmayer	0	0	0	0	0	0	0	0	Volksbank Galaxy Judo Tigers	Gabor	Geier	1	10	0	2	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-60 kg	7	Multikraft Wels	Kimran	Borchashvili	1	10	1	0	0	0	1	0	Volksbank Galaxy Judo Tigers	Adam	Borchashvilli	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-66 kg	8	Multikraft Wels	Hans-Peter	Fellner	0	0	0	1	0	0	1	0	Volksbank Galaxy Judo Tigers	Stefan	Kudera	1	10	1	0	1	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-73 kg	9	Multikraft Wels	Michael	Winkler	0	0	0	0	0	0	1	0	Volksbank Galaxy Judo Tigers	Alexander	Weichinger	1	5	0	0	1	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-81 kg	10	Multikraft Wels	Shamil	Borchashvili	0	0	0	0	0	0	3	0	Volksbank Galaxy Judo Tigers	Christopher	Wagner	1	5	0	0	1	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-90 kg	11	Multikraft Wels	Stefan	Riegler	0	0	0	0	0	0	1	0	Volksbank Galaxy Judo Tigers	Sebastian	Schneider	1	10	1	1	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-100 kg	12	Multikraft Wels	Marcus	Eder	0	0	0	0	0	0	1	0	Volksbank Galaxy Judo Tigers	Aaron	Fara	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	+100 kg	13	Multikraft Wels	Dominik	Stegmayer	0	0	0	0	0	0	1	0	Volksbank Galaxy Judo Tigers	Gabor	Geier	1	10	0	2	1	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-60 kg	0	Sanjindo Tigers	Michael	Grünauer	1	10	1	0	1	0	2	0	Union Kirchham	Alexander	Pilz	0	0	0	0	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-66 kg	1	Sanjindo Tigers	Pascal	Auer	0	0	0	0	0	0	2	0	Union Kirchham	Markus	Beißkammer	1	10	0	2	1	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-73 kg	2	Sanjindo Tigers	Herbert	Wicker	1	10	1	0	0	0	0	0	Union Kirchham	Simon	Aignesberger	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-81 kg	3	Sanjindo Tigers	Anton	Wicker	1	10	0	2	0	0	2	0	Union Kirchham	Hans-Peter	Bergthaler	0	0	0	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-90 kg	4	Sanjindo Tigers	Hannes	Wartbichler	1	10	0	1	0	0	1	0	Union Kirchham	Christoph	Hribernik	0	0	0	0	0	0	3	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-100 kg	5	Sanjindo Tigers	Fabian	Moosbrugger	0	0	0	0	0	0	0	0	Union Kirchham	Maximilian	Hageneder	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	+100 kg	6	Sanjindo Tigers	Simon	Glockner	1	10	1	0	0	0	0	0	Union Kirchham	Alexander	Schuster	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-60 kg	7	Sanjindo Tigers	Michael	Grünauer	1	10	1	0	0	0	2	0	Union Kirchham	Alexander	Pilz	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-66 kg	8	Sanjindo Tigers	Pascal	Auer	0	0	0	0	0	0	3	1	Union Kirchham	Markus	Beißkammer	1	10	0	1	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-73 kg	9	Sanjindo Tigers	Herbert	Wicker	0	0	0	0	0	0	0	0	Union Kirchham	Gerald	Radner	1	10	1	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-81 kg	10	Sanjindo Tigers	Anton	Wicker	1	10	0	0	0	0	2	0	Union Kirchham	Daniel	Plank	0	0	0	0	0	0	3	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-90 kg	11	Sanjindo Tigers	Hannes	Wartbichler	1	10	1	0	0	0	2	0	Union Kirchham	Christoph	Hribernik	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-100 kg	12	Sanjindo Tigers	Fabian	Moosbrugger	1	10	1	0	1	0	0	0	Union Kirchham	Felix	Sturmair	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	+100 kg	13	Sanjindo Tigers	Simon	Glockner	1	10	1	0	1	0	2	0	Union Kirchham	Maximilian	Hageneder	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-60 kg	0	Sanjindo Tigers	Michael	Grünauer	0	0	1	0	0	0	2	0	Judoteam SHIAI-DO Union Thermenregion	Matthias-Clemens	Gärtner	1	10	0	0	1	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-66 kg	1	Sanjindo Tigers	Pascal	Auer	0	0	0	0	0	0	1	0	Judoteam SHIAI-DO Union Thermenregion	Oliver	Haider	1	5	0	0	1	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-73 kg	2	Sanjindo Tigers	Herbert	Wicker	0	0	0	0	0	0	0	0	Judoteam SHIAI-DO Union Thermenregion	Martin	Wess	1	10	0	2	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-81 kg	3	Sanjindo Tigers	Anton	Wicker	1	10	1	0	0	0	0	0	Judoteam SHIAI-DO Union Thermenregion	Philipp	Dietschy	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-90 kg	4	Sanjindo Tigers	Hannes	Wartbichler	1	10	1	1	0	0	1	0	Judoteam SHIAI-DO Union Thermenregion	Konrad	Sacherer	0	0	0	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-100 kg	5	Sanjindo Tigers	Fabian	Moosbrugger	0	0	0	0	0	0	0	0	Judoteam SHIAI-DO Union Thermenregion	Valentin	Radu	1	10	1	0	2	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	+100 kg	6	Sanjindo Tigers	Simon	Glockner	1	10	1	0	0	0	0	0	Judoteam SHIAI-DO Union Thermenregion	Christoph	Jirik	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-60 kg	7	Sanjindo Tigers	Michael	Grünauer	0	0	0	0	0	0	0	0	Judoteam SHIAI-DO Union Thermenregion	Matthias-Clemens	Gärtner	1	10	1	1	1	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-66 kg	8	Sanjindo Tigers	Pascal	Auer	0	0	0	0	0	0	1	0	Judoteam SHIAI-DO Union Thermenregion	Oliver	Haider	1	10	1	0	1	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-73 kg	9	Sanjindo Tigers	Herbert	Wicker	0	0	0	0	0	0	1	0	Judoteam SHIAI-DO Union Thermenregion	Martin	Wess	1	1	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-81 kg	10	Sanjindo Tigers	Anton	Wicker	1	10	1	0	1	0	0	0	Judoteam SHIAI-DO Union Thermenregion	Philipp	Dietschy	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-90 kg	11	Sanjindo Tigers	Hannes	Wartbichler	1	10	1	1	0	0	0	0	Judoteam SHIAI-DO Union Thermenregion	Konrad	Sacherer	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-100 kg	12	Sanjindo Tigers	Fabian	Moosbrugger	0	0	0	0	1	0	0	0	Judoteam SHIAI-DO Union Thermenregion	Valentin	Radu	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	+100 kg	13	Sanjindo Tigers	Simon	Glockner	1	10	1	1	0	0	0	0	Judoteam SHIAI-DO Union Thermenregion	Christoph	Jirik	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-60 kg	0	Sanjindo Tigers	Michael	Grünauer	0	0	0	0	0	0	0	0	SV Gallneukirchen	Valentin	Leonfellner	1	10	0	2	2	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-66 kg	1	Sanjindo Tigers	Pascal	Auer	1	1	0	0	0	0	0	0	SV Gallneukirchen	Paul	Schmiderer	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-73 kg	2	Sanjindo Tigers	Herbert	Wicker	1	10	0	2	0	0	0	0	SV Gallneukirchen	Victor	Vonwiller	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-81 kg	3	Sanjindo Tigers	Anton	Wicker	1	10	1	0	0	0	1	0	SV Gallneukirchen	Harald	Inreiter	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-90 kg	4	Sanjindo Tigers	Fabian	Moosbrugger	1	10	0	2	1	0	0	0	SV Gallneukirchen	Marco	Inreiter	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-100 kg	5	Sanjindo Tigers	Stefan	Oldenburg	1	10	1	0	0	0	0	0	SV Gallneukirchen	Martin	Mairhofer	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	+100 kg	6	Sanjindo Tigers	Hannes	Wartbichler	0	0	0	0	1	0	3	1	SV Gallneukirchen	Martin	Nagler	1	10	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-60 kg	7	Sanjindo Tigers	Maximilian	Leschinger	1	7	0	1	1	0	0	0	SV Gallneukirchen	Valentin	Leonfellner	0	0	0	0	2	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-66 kg	8	Sanjindo Tigers	Michael	Grünauer	0	0	0	0	0	0	0	0	SV Gallneukirchen	Paul	Schmiderer	1	10	1	0	1	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-73 kg	9	Sanjindo Tigers	Herbert	Wicker	1	10	1	0	0	0	0	0	SV Gallneukirchen	Simon	Schmiderer	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-81 kg	10	Sanjindo Tigers	Anton	Wicker	1	10	1	1	0	0	0	0	SV Gallneukirchen	Harald	Inreiter	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-90 kg	11	Sanjindo Tigers	Stefan	Oldenburg	1	10	1	0	0	0	1	0	SV Gallneukirchen	Martin	Mairhofer	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
