Playoffs	Round	Weight Class	Fight Number	Team Name 1	First Name 1	Last Name 1	Score 1	Subscore 1	Ippon 1	Wazaari 1	Yuko 1	Koka 1	Shido 1	HSM 1	Team Name 2	First Name 2	Last Name 2	Score 2	Subscore 2	Ippon 2	Wazaari 2	Yuko 2	Koka 2	Shido 2	HSM 2	Source	Points 1	Points 2
G	2	-66 kg	8	SV Gallneukirchen	Paul	Schmiderer	0	0	0	0	0	0	2	0	Union Kirchham	Markus	Beißkammer	1	1	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-73 kg	9	SV Gallneukirchen	Victor	Vonwiller	1	1	0	0	0	0	1	0	Union Kirchham	Gerald	Radner	0	0	0	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-81 kg	10	SV Gallneukirchen	Harald	Inreiter	0	0	0	0	0	0	2	0	Union Kirchham	Thomas	Angerer	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-90 kg	11	SV Gallneukirchen	Martin	Mairhofer	1	10	1	0	0	0	0	0	Union Kirchham	Thomas	Buchegger	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-100 kg	12	SV Gallneukirchen	Marco	Inreiter	1	10	1	0	1	0	0	0	Union Kirchham	Felix	Sturmair	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	+100 kg	13	SV Gallneukirchen	Martin	Nagler	0	0	0	0	0	0	2	0	Union Kirchham	Maximilian	Hageneder	1	10	0	2	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-60 kg	0	Swarovski Judo Wattens	Andreas	Petrischor	0	0	0	0	0	0	0	0	Judoteam SHIAI-DO Union Thermenregion	Amado-Claudiu	Lazea	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-66 kg	1	Swarovski Judo Wattens	Ivo	Pasolli	1	10	1	0	0	0	0	0	Judoteam SHIAI-DO Union Thermenregion	Oliver	Haider	0	0	0	0	1	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-73 kg	2	Swarovski Judo Wattens	Christian	Möllinger	0	0	0	0	0	0	1	0	Judoteam SHIAI-DO Union Thermenregion	Martin	Wess	1	10	0	2	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-81 kg	3	Swarovski Judo Wattens	Severin	Grassmair	1	10	1	0	0	0	0	0	Judoteam SHIAI-DO Union Thermenregion	Christoph	Wilhelm	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-90 kg	4	Swarovski Judo Wattens	Dominik	Schweighofer	0	0	0	0	0	0	0	0	Judoteam SHIAI-DO Union Thermenregion	Christoph	Jirik	1	10	0	2	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-100 kg	5	Swarovski Judo Wattens	Florian	Lindner	1	10	1	0	0	0	0	0	Judoteam SHIAI-DO Union Thermenregion	Philipp	Dietschy	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	+100 kg	6	Swarovski Judo Wattens	Lehel-Csaba	Imre	1	10	1	0	1	0	1	0	Judoteam SHIAI-DO Union Thermenregion	Konrad	Sacherer	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-60 kg	7	Swarovski Judo Wattens	Lukas	Petrischor	0	0	0	0	0	0	2	0	Judoteam SHIAI-DO Union Thermenregion	Amado-Claudiu	Lazea	1	10	0	2	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-66 kg	8	Swarovski Judo Wattens	Ivo	Pasolli	1	5	0	0	2	0	1	0	Judoteam SHIAI-DO Union Thermenregion	Oliver	Haider	0	0	0	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-73 kg	9	Swarovski Judo Wattens	Florian	Happ	0	0	0	0	0	0	0	0	Judoteam SHIAI-DO Union Thermenregion	Martin	Wess	1	10	1	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-81 kg	10	Swarovski Judo Wattens	Severin	Grassmair	1	10	1	0	1	0	1	0	Judoteam SHIAI-DO Union Thermenregion	Christoph	Wilhelm	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-90 kg	11	Swarovski Judo Wattens	Dominik	Schweighofer	0	0	0	0	0	0	0	0	Judoteam SHIAI-DO Union Thermenregion	Christoph	Jirik	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-100 kg	12	Swarovski Judo Wattens	Lehel-Csaba	Imre	1	10	1	0	0	0	0	0	Judoteam SHIAI-DO Union Thermenregion	Philipp	Dietschy	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	+100 kg	13	Swarovski Judo Wattens	Florian	Lindner	1	10	1	0	0	0	1	0	Judoteam SHIAI-DO Union Thermenregion	Konrad	Sacherer	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-60 kg	0	Swarovski Judo Wattens	Jakob	Ernst	1	1	0	0	0	0	0	0	Sanjindo Tigers	Michael	Grünauer	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-66 kg	1	Swarovski Judo Wattens	Christian	Möllinger	1	7	0	1	0	0	2	0	Sanjindo Tigers	Pascal	Auer	0	0	0	0	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-73 kg	2	Swarovski Judo Wattens	Severin	Grassmair	1	10	1	0	1	0	1	0	Sanjindo Tigers	Herbert	Wicker	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-81 kg	3	Swarovski Judo Wattens	Dominik	Schweighofer	0	0	0	0	0	0	1	0	Sanjindo Tigers	Anton	Wicker	1	10	1	1	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-90 kg	4	Swarovski Judo Wattens	Alexander	Steinicke	0	0	0	0	0	0	1	0	Sanjindo Tigers	Hannes	Wartbichler	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-100 kg	5	Swarovski Judo Wattens	Tentore	Masmanidis	1	10	1	0	0	0	0	0	Sanjindo Tigers	Fabian	Moosbrugger	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	+100 kg	6	Swarovski Judo Wattens	Florian	Lindner	1	5	0	0	1	0	2	0	Sanjindo Tigers	Simon	Glockner	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-60 kg	7	Swarovski Judo Wattens	Ivo	Pasolli	1	10	1	1	1	0	0	0	Sanjindo Tigers	Michael	Grünauer	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-66 kg	8	Swarovski Judo Wattens	Christian	Möllinger	0	0	0	0	0	0	0	0	Sanjindo Tigers	Pascal	Auer	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-73 kg	9	Swarovski Judo Wattens	Severin	Grassmair	1	1	0	0	0	0	2	0	Sanjindo Tigers	Herbert	Wicker	0	0	0	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-81 kg	10	Swarovski Judo Wattens	Julian	Leiner	0	0	0	0	0	0	0	0	Sanjindo Tigers	Anton	Wicker	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-90 kg	11	Swarovski Judo Wattens	Dominik	Schweighofer	0	0	0	0	0	0	0	0	Sanjindo Tigers	Hannes	Wartbichler	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-100 kg	12	Swarovski Judo Wattens	Florian	Lindner	0	0	0	0	0	0	2	0	Sanjindo Tigers	Simon	Glockner	1	1	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	+100 kg	13	Swarovski Judo Wattens	Lehel-Csaba	Imre	1	10	0	2	2	0	0	0	Sanjindo Tigers	Patrick	Serra	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-60 kg	0	Swarovski Judo Wattens	Jakob	Ernst	1	10	1	0	1	0	0	0	UNION Hartkirchen	Julian	Jäger	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-66 kg	1	Swarovski Judo Wattens	Christian	Möllinger	0	0	0	0	0	0	1	0	UNION Hartkirchen	Florian	Doppelhammer	1	10	1	1	1	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-73 kg	2	Swarovski Judo Wattens	Alexander	Steinicke	1	10	1	0	0	0	0	0	UNION Hartkirchen	Patrick	Häuserer	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-81 kg	3	Swarovski Judo Wattens	Dominik	Schweighofer	1	10	1	0	0	0	0	0	UNION Hartkirchen	Johannes	Kastinger	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-90 kg	4	Swarovski Judo Wattens	Severin	Grassmair	1	5	0	0	1	0	2	0	UNION Hartkirchen	Florian	Gratzer	0	0	0	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-100 kg	5	Swarovski Judo Wattens	Lehel-Csaba	Imre	0	0	0	0	0	0	1	1	UNION Hartkirchen	Mathias	Willnauer	1	10	0	0	1	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	+100 kg	6	Swarovski Judo Wattens	Florian	Lindner	1	10	1	0	1	0	0	0	UNION Hartkirchen	Martin	Doppelhammer	0	0	0	0	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-60 kg	7	Swarovski Judo Wattens	Jakob	Ernst	0	0	0	0	1	0	0	0	UNION Hartkirchen	Philipp	Lindinger	1	7	0	1	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-66 kg	8	Swarovski Judo Wattens	Ivo	Pasolli	0	0	0	0	0	0	0	0	UNION Hartkirchen	Florian	Doppelhammer	1	7	0	1	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-73 kg	9	Swarovski Judo Wattens	Severin	Grassmair	1	10	1	0	0	0	0	0	UNION Hartkirchen	Michael	Weiß	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-81 kg	10	Swarovski Judo Wattens	Julian	Leiner	0	0	0	0	0	0	0	0	UNION Hartkirchen	Florian	Gratzer	1	10	1	0	1	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-90 kg	11	Swarovski Judo Wattens	Dominik	Schweighofer	0	0	0	0	0	0	0	0	UNION Hartkirchen	Johannes	Kastinger	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-100 kg	12	Swarovski Judo Wattens	Lehel-Csaba	Imre	1	7	0	1	0	0	3	0	UNION Hartkirchen	Mathias	Willnauer	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	+100 kg	13	Swarovski Judo Wattens	Florian	Lindner	1	10	1	0	0	0	0	0	UNION Hartkirchen	Michael	Schatzl	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-60 kg	0	Volksbank Galaxy Judo Tigers	Adam	Borchashvilli	0	0	0	0	0	0	0	0	cafe+co Vienna Samurai	Philip	Graf	1	10	1	0	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-66 kg	1	Volksbank Galaxy Judo Tigers	Mathias	Czizsek	0	0	0	0	0	0	1	0	cafe+co Vienna Samurai	Peter	Degen	1	10	1	0	1	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-73 kg	2	Volksbank Galaxy Judo Tigers	Christopher	Wagner	1	10	1	0	0	0	0	0	cafe+co Vienna Samurai	Bernhard	Weißsteiner	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-81 kg	3	Volksbank Galaxy Judo Tigers	Marcel	Ott	1	10	1	0	0	0	0	0	cafe+co Vienna Samurai	Dominic	Huscava	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-90 kg	4	Volksbank Galaxy Judo Tigers	Johannes	Pacher	1	5	0	0	1	0	3	0	cafe+co Vienna Samurai	Christoph	Radlherr	0	0	0	0	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-100 kg	5	Volksbank Galaxy Judo Tigers	Julian	Reichstein	1	1	0	0	0	0	0	0	cafe+co Vienna Samurai	Marko	Bubanja	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	+100 kg	6	Volksbank Galaxy Judo Tigers	Vladut	Simionescu	1	10	1	0	2	0	1	0	cafe+co Vienna Samurai	Clemens	Prentner	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-60 kg	7	Volksbank Galaxy Judo Tigers	Adam	Borchashvilli	0	0	0	0	0	0	0	0	cafe+co Vienna Samurai	Philip	Graf	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-66 kg	8	Volksbank Galaxy Judo Tigers	Stefan	Kudera	0	0	0	0	0	0	1	0	cafe+co Vienna Samurai	Peter	Degen	1	5	0	0	1	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-73 kg	9	Volksbank Galaxy Judo Tigers	Christopher	Wagner	1	10	1	0	0	0	0	0	cafe+co Vienna Samurai	Bernhard	Weißsteiner	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-81 kg	10	Volksbank Galaxy Judo Tigers	Marcel	Ott	1	10	1	0	0	0	0	0	cafe+co Vienna Samurai	Christian	Zachar	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-90 kg	11	Volksbank Galaxy Judo Tigers	Sebastian	Schneider	0	0	0	0	0	0	0	0	cafe+co Vienna Samurai	Christoph	Radlherr	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-100 kg	12	Volksbank Galaxy Judo Tigers	Julian	Reichstein	0	0	0	0	0	0	2	0	cafe+co Vienna Samurai	Marko	Bubanja	1	10	1	0	1	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	+100 kg	13	Volksbank Galaxy Judo Tigers	Vladut	Simionescu	1	10	1	1	0	0	0	0	cafe+co Vienna Samurai	Clemens	Prentner	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-60 kg	0	Volksbank Galaxy Judo Tigers	Adam	Borchashvilli	1	10	1	0	0	0	1	0	UJZ Mühlviertel 1	Valentin	Eder	0	0	0	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-66 kg	1	Volksbank Galaxy Judo Tigers	Mathias	Czizsek	1	10	1	0	1	0	0	0	UJZ Mühlviertel 1	Tobias	Weixelbaumer	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-73 kg	2	Volksbank Galaxy Judo Tigers	Christopher	Wagner	1	10	0	1	0	0	3	0	UJZ Mühlviertel 1	Driton	Shala	0	0	0	1	0	0	4	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-81 kg	3	Volksbank Galaxy Judo Tigers	Maximilian	Schneider	1	10	0	0	0	0	0	0	UJZ Mühlviertel 1			0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-90 kg	4	Volksbank Galaxy Judo Tigers	Johannes	Pacher	1	10	0	0	0	0	0	0	UJZ Mühlviertel 1			0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-100 kg	5	Volksbank Galaxy Judo Tigers	Aaron	Fara	0	0	0	0	0	0	1	0	UJZ Mühlviertel 1	Rainer	Binder	1	10	1	0	1	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	+100 kg	6	Volksbank Galaxy Judo Tigers	Gabor	Geier	1	10	1	0	0	0	0	0	UJZ Mühlviertel 1	Robert	Kollisch	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-60 kg	7	Volksbank Galaxy Judo Tigers	Marvin	Pum	1	10	1	1	1	0	0	0	UJZ Mühlviertel 1	Valentin	Eder	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-66 kg	8	Volksbank Galaxy Judo Tigers	Stefan	Kudera	1	10	1	0	1	0	1	0	UJZ Mühlviertel 1	Tobias	Weixelbaumer	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-73 kg	9	Volksbank Galaxy Judo Tigers	Christopher	Wagner	0	0	0	0	0	0	0	0	UJZ Mühlviertel 1	Driton	Shala	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-81 kg	10	Volksbank Galaxy Judo Tigers	Maximilian	Schneider	1	10	0	0	0	0	0	0	UJZ Mühlviertel 1			0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-90 kg	11	Volksbank Galaxy Judo Tigers	Johannes	Pacher	1	10	0	0	0	0	0	0	UJZ Mühlviertel 1			0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-100 kg	12	Volksbank Galaxy Judo Tigers	Sebastian	Schneider	1	10	0	2	0	0	0	0	UJZ Mühlviertel 1	Rainer	Binder	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	+100 kg	13	Volksbank Galaxy Judo Tigers	Gabor	Geier	1	10	1	0	0	0	0	0	UJZ Mühlviertel 1	Robert	Kollisch	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-60 kg	0	Volksbank Galaxy Judo Tigers	Adam	Borchashvilli	1	10	1	0	0	0	0	0	Judo Union Raika Pinzgau			0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-66 kg	1	Volksbank Galaxy Judo Tigers	Stefan	Kudera	1	10	1	0	1	0	0	0	Judo Union Raika Pinzgau	Thomas	Grössig	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-73 kg	2	Volksbank Galaxy Judo Tigers	Alexander	Weichinger	0	0	0	0	1	0	1	0	Judo Union Raika Pinzgau	Andreas	Mitterfellner	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-81 kg	3	Volksbank Galaxy Judo Tigers	Antoni	Jatowtt	0	0	0	0	1	0	1	0	Judo Union Raika Pinzgau	Peter	Zilka	1	10	0	2	1	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-90 kg	4	Volksbank Galaxy Judo Tigers	Sebastian	Schneider	0	0	0	0	0	0	0	0	Judo Union Raika Pinzgau	Robert	Dumke	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-100 kg	5	Volksbank Galaxy Judo Tigers	Julian	Reichstein	1	10	1	0	0	0	0	0	Judo Union Raika Pinzgau	Alois	Dum	0	0	0	0	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	+100 kg	6	Volksbank Galaxy Judo Tigers	Gabor	Geier	1	10	0	0	0	0	0	0	Judo Union Raika Pinzgau	Christoph	Mayer	0	0	0	0	0	0	0	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-60 kg	7	Volksbank Galaxy Judo Tigers	Marvin	Pum	1	10	0	0	0	0	0	0	Judo Union Raika Pinzgau			0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-66 kg	8	Volksbank Galaxy Judo Tigers	Stefan	Kudera	1	10	1	0	1	0	0	0	Judo Union Raika Pinzgau	Thomas	Grössig	0	0	0	0	1	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-73 kg	9	Volksbank Galaxy Judo Tigers	Alexander	Weichinger	1	5	0	0	1	0	1	0	Judo Union Raika Pinzgau	Andreas	Mitterfellner	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-81 kg	10	Volksbank Galaxy Judo Tigers	Antoni	Jatowtt	0	0	0	0	0	0	2	0	Judo Union Raika Pinzgau	Peter	Zilka	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-90 kg	11	Volksbank Galaxy Judo Tigers	Sebastian	Schneider	1	7	0	1	0	0	3	0	Judo Union Raika Pinzgau	Robert	Dumke	0	0	0	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	-100 kg	12	Volksbank Galaxy Judo Tigers	Julian	Reichstein	1	10	0	0	0	0	0	0	Judo Union Raika Pinzgau	Alois	Dum	0	0	0	0	0	0	3	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	2	+100 kg	13	Volksbank Galaxy Judo Tigers	Gabor	Geier	0	0	0	0	1	0	1	0	Judo Union Raika Pinzgau	Christoph	Mayer	1	10	1	1	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-60 kg	0	Multikraft Wels	Thomas	Haminger	0	0	0	0	0	0	1	0	SU Noricum Raiffeisenbank Leibnitz Judo	David	Pulkrabek	1	7	0	1	1	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
G	1	-66 kg	1	Multikraft Wels	Michael	Winkler	1	10	0	2	0	0	1	0	SU Noricum Raiffeisenbank Leibnitz Judo	Jürgen	Grasmugg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
