Fight Number	Last Name 1	First Name 1	Yuko 1	Wazaari 1	Ippon 1	Shido 1	HSM 1	Score 1	Subscore 1	Last Name 2	First Name 2	Yuko 2	Wazaari 2	Ippon 2	Shido 2	HSM 2	Score 2	Subscore 2	Source
7	BERTAGNOLI	Martin	0	0	0	0	0	0	0	WOJNAROWICZ	Janusz	0	0	1	0	0	1	10	
8	HÖDL	Manuel	1	0	0	1	0	0	0	GRAF	Philip	0	0	1	1	0	1	10	
9	GARCIA CASTILLO	Jonathan	0	0	0	0	0	0	0	STADLBAUER	Christian	1	2	0	0	0	1	10	
10	GRASMUGG	Marc	1	0	1	1	0	1	10	WEIßSTEINER	Bernhard	0	0	0	0	0	0	0	
11	ACKERL	Thomas	0	0	0	1	0	0	0	ZACHAR	Christian	0	0	1	2	0	1	10	
12	ACKERL	Philipp	0	0	1	0	0	1	10	RADLHERR	Christoph	0	0	0	0	0	0	0	
13	KRPALEK	Lukas	0	0	1	0	0	1	10	PRENTNER	Clemens	0	0	0	0	0	0	0	
14	BERTAGNOLI	Martin	0	0	0	0	0	0	0	WOJNAROWICZ	Janusz	1	0	1	0	0	1	10	
1	HUEMER	Mathias	0	2	0	0	0	1	10	PESSENTHEINER	Andreas	0	0	0	0	0	0	0	
2	WEIXELBAUMER	Tobias	0	0	0	0	0	0	0	KOPISKE	Robert	0	0	1	0	0	1	10	
3	SCHARINGER	Peter	0	0	1	1	0	1	10	MITTERFELLNER	Andreas	0	0	0	0	1	0	0	
4	FERCHER	Albert	0	0	0	2	0	0	0	HÖLLWART	Hermann	0	0	0	1	0	1	1	
5	PFISTERMÜLLER	Peter	0	2	0	0	0	1	10	ASCHABER	Anton	0	0	0	0	0	0	0	
6	JURECKA	Alexandr	0	0	1	0	0	1	10	MAYER	Christoph	0	0	0	0	0	0	0	
7	ALLERSTORFER	Daniel	0	0	1	3	0	1	10	RIESS	Rupert Jun	0	0	0	1	0	0	0	
8	HUEMER	Mathias	0	2	0	0	0	1	10	PESSENTHEINER	Andreas	0	0	0	2	0	0	0	
9	WEIXELBAUMER	Tobias	0	0	0	0	0	0	0	KOPISKE	Robert	2	2	0	0	0	1	10	
10	SCHARINGER	Peter	1	0	1	1	0	1	10	WIMBERGER	Markus	0	0	0	0	0	0	0	
11	SCHAUBMAYR	Rene	0	0	0	2	0	0	0	MITTERFELLNER	Andreas	0	0	0	2	0	0	0	
12	PFISTERMÜLLER	Peter	0	1	0	3	0	0	0	HÖLLWART	Hermann	2	1	0	3	0	1	5	
13	GERZER	Dominik	1	0	1	1	0	1	10	MAYER	Christoph	0	0	0	0	0	0	0	
14	ALLERSTORFER	Daniel	0	0	0	2	0	0	0	RIESS	Rupert Jun	0	0	0	2	0	0	0	
1	BORCHASHVILI	Kimran	0	0	1	0	0	1	10	MUSSNIG	Daniel	0	0	0	2	0	0	0	
2	FELLNER	Hans-Peter	1	0	0	3	0	0	0	TIEFGRABER	Andreas	0	1	0	1	0	1	7	
3	HAMINGER	Thomas	0	2	0	1	0	1	10	PFEIFFER	Johannes	0	0	0	1	0	0	0	
4	STEGMAYER	Dominik	0	1	0	2	0	0	0	SCHVARCZ	Razvan	1	1	0	1	0	1	5	
5	EDER	Marcus	0	0	1	1	0	1	10	OBERMAYR	Stefan	1	0	0	3	0	0	0	
6	TOTH	Krisztian	0	1	0	3	0	1	10	KRONSCHLÄGER	Florian	0	0	0	4	1	0	0	
7	HORAK	Michal	0	0	0	3	0	0	0	MATEI	Daniel	0	0	0	2	0	1	1	
8	BORCHASHVILI	Kimran	1	0	1	0	0	1	10	WEIDLINGER	Lukas	0	0	0	0	0	0	0	
9	FELLNER	Hans-Peter	0	0	0	3	0	0	0	TIEFGRABER	Andreas	0	1	0	2	0	1	7	
10	HAMINGER	Thomas	0	0	0	2	0	0	0	PFEIFFER	Johannes	0	0	1	1	0	1	10	
11	STEGMAYER	Dominik	0	0	1	0	0	1	10	OBERMAYR	Stefan	0	0	0	0	0	0	0	
12	KAHLIG	Markus	0	0	0	1	0	0	0	VER	Gabor	0	0	1	1	0	1	10	
13	TOTH	Krisztian	0	0	0	2	0	1	10	KRONSCHLÄGER	Florian	0	0	0	4	1	0	0	
14	EDER	Marcus	0	0	0	2	0	0	0	MATEI	Daniel	0	0	1	0	0	1	10	
1	ZIENTEK	Fabian	0	0	0	1	0	0	0	BORCHASHVILI	Kimran	0	0	1	0	0	1	10	
2	STADLBAUER	Christian	0	0	1	0	0	1	10	HAMINGER	Thomas	0	0	0	0	0	0	0	
3	HUSCAVA	Dominic	0	2	0	0	0	1	10	FELLNER	Hans-Peter	0	0	0	0	0	0	0	
4	UNGVARI	Miklos	0	2	0	0	0	1	10	STEGMAYER	Dominik	0	0	0	1	0	0	0	
5	ZACHAR	Christian	0	0	0	3	0	0	0	TOTH	Krisztian	0	1	0	2	0	1	7	
6	PRENTNER	Clemens	0	2	0	0	0	1	10	EDER	Marcus	0	0	0	1	0	0	0	
7	KUBA	Sascha	0	0	0	0	0	0	0	HORAK	Michal	0	0	1	0	0	1	10	
8	ZIENTEK	Fabian	0	0	0	0	0	0	0	BORCHASHVILI	Kimran	0	2	0	0	0	1	10	
9	STADLBAUER	Christian	1	0	1	1	0	1	10	HAMINGER	Thomas	0	0	0	1	0	0	0	
10	HUSCAVA	Dominic	0	0	1	2	0	1	10	WINKLER	Michael	0	0	0	1	0	0	0	
11	ZACHAR	Christian	0	0	1	0	0	1	10	LIEBENBERGER	Gregor	0	0	0	1	0	0	0	
12	UNGVARI	Miklos	0	0	0	3	0	0	0	TOTH	Krisztian	0	0	1	2	0	1	10	
13	KUBA	Sascha	0	0	1	0	0	1	10	STEGMAYER	Dominik	0	0	0	1	0	0	0	
14	PRENTNER	Clemens	0	0	0	0	0	0	0	HORAK	Michal	1	0	1	0	0	1	10	
1	PÜHRINGER	Reinhold	0	0	1	0	0	1	10	HÖDL	Manuel	0	0	0	0	0	0	0	
2	REITER	Georg	0	2	0	0	0	1	10	GRASMUGG	Jürgen	0	0	0	0	0	0	0	
3	SHALA	Driton	0	0	1	0	0	1	10	LANG	Dominik	0	0	0	1	0	0	0	
4	SCHARINGER	Peter	0	0	1	0	0	1	10	HIRSCHMUGL	Alwin	0	0	0	1	0	0	0	
5	SCHAUBMAYR	Rene	0	0	0	1	0	0	0	MARIJANOVIC	Tomislav	0	0	1	0	0	1	10	
6	GERZER	Dominik	0	0	1	0	0	1	10	ACKERL	Philipp	1	0	0	0	0	0	0	
7	ALLERSTORFER	Daniel	1	1	1	1	0	1	10	BERTAGNOLI	Martin	0	0	0	2	0	0	0	
8	HUEMER	Mathias	0	0	0	1	0	0	0	HÖDL	Manuel	1	0	1	1	0	1	10	
9	REITER	Georg	0	2	0	0	0	1	10	GARCIA CASTILLO	Jonathan	0	0	0	1	0	0	0	
10	SHALA	Driton	0	0	1	0	0	1	10	GRASMUGG	Jürgen	0	0	0	0	0	0	0	
11	SCHARINGER	Peter	1	0	1	1	0	1	10	LANG	Dominik	0	0	0	3	0	0	0	
12	FERCHER	Albert	0	0	0	1	0	0	0	MARIJANOVIC	Tomislav	0	1	1	1	0	1	10	
13	GERZER	Dominik	0	0	1	1	0	1	10	ACKERL	Philipp	0	0	0	3	0	0	0	
14	ALLERSTORFER	Daniel	0	0	1	1	0	1	10	BERTAGNOLI	Martin	0	0	0	2	0	0	0	
1	ENGLMAIER	Tobias	0	2	0	0	0	1	10	WALDHÖR	Dominik	0	0	0	0	0	0	0	
2	KOPISKE	Robert	3	0	0	0	0	1	5	JODL	Christoph	0	0	0	0	0	0	0	
3	MITTERFELLNER	Andreas	0	0	0	1	0	0	0	MAYR	Bernhard	0	0	0	1	0	0	0	
4	HÖLLWART	Hermann	0	0	0	2	0	0	0	MERGE	Adrain	1	0	0	3	0	1	5	
5	SOMMERER-HINTERBICHLER	Andreas	0	1	0	0	0	1	7	HELM	Manuel	0	0	0	0	0	0	0	
6	MAYER	Christoph	0	0	1	0	0	1	10	OSTASZEWSKI	Dominik	0	0	0	0	0	0	0	
7	RIESS	Rupert Jun	0	0	1	0	0	1	10	KARNER	Andreas	0	0	0	0	0	0	0	
8	ENGLMAIER	Tobias	1	1	1	0	0	1	10	WALDHÖR	Dominik	0	0	0	0	0	0	0	
9	KOPISKE	Robert	0	0	1	0	0	1	10	JODL	Christoph	0	0	0	0	0	0	0	
10	MITTERFELLNER	Andreas	0	0	1	0	0	1	10	RUTZENSTORFER	Christian	0	0	0	0	0	0	0	
11	HÖLLWART	Hermann	0	0	1	1	0	1	10	MAYR	Bernhard	0	0	0	1	0	0	0	
12	SOMMERER-HINTERBICHLER	Andreas	0	0	0	1	0	0	0	MERGE	Adrain	3	0	0	1	0	1	5	
13	MAYER	Christoph	0	0	1	0	0	1	10	OSTASZEWSKI	Dominik	0	0	0	0	0	0	0	
14	RIESS	Rupert Jun	2	1	1	0	0	1	10	KARNER	Andreas	0	0	0	0	0	0	0	
1	WEIDLINGER	Lukas	0	0	0	1	0	0	0	PAISCHER	Ludwig	0	1	1	0	0	1	10	
2	TIEFGRABER	Andreas	0	0	0	1	0	0	0	HOFMANN	Nico	0	0	1	2	0	1	10	
3	PFEIFFER	Johannes	0	0	0	0	0	0	0	SCHNEIDER	Rene	0	0	1	0	0	1	10	
4	SCHVARCZ	Razvan	0	0	0	3	1	0	0	SCHIRNHOFER	Felix	2	0	0	1	0	1	10	
5	KRONSCHLÄGER	Florian	0	1	0	1	0	1	7	PICHLER	Christian	1	0	0	3	0	0	0	
6	MATEI	Daniel	0	1	1	2	0	1	10	KRONBERGER	Stefan	0	0	0	2	0	0	0	
7			0	0	0	0	0	0	0	KRONBERGER	Christoph	0	0	1	0	0	1	10	
8	MUSSNIG	Daniel	0	0	0	1	0	0	0	PAISCHER	Ludwig	0	1	1	0	0	1	10	
9	TIEFGRABER	Andreas	0	0	0	2	0	0	0	HOFMANN	Nico	0	0	0	2	0	0	0	
10	PFEIFFER	Johannes	0	0	0	2	0	0	0	SCHNEIDER	Rene	0	0	1	0	0	1	10	
11	SCHVARCZ	Razvan	0	0	0	2	0	0	0	SCHIRNHOFER	Felix	0	0	1	0	0	1	10	
12	KRONSCHLÄGER	Florian	0	0	0	3	0	0	0	STERNER	Thomas	1	0	0	2	0	1	5	
13			0	0	0	0	0	0	0	KRONBERGER	Christoph	0	0	0	0	0	1	10	
14	MATEI	Daniel	0	1	0	0	0	1	7	KRONBERGER	Stefan	0	0	0	1	0	0	0	
1	BORCHASHVILI	Kimran	0	2	0	1	0	1	10	ZEHENTNER	David	0	0	0	1	0	0	0	
2	HAMINGER	Thomas	0	0	0	1	0	0	0	KOPISKE	Robert	1	0	1	1	0	1	10	
3	FELLNER	Hans-Peter	0	0	0	1	0	0	0	WIMBERGER	Markus	0	1	0	3	0	1	7	
4	STEGMAYER	Dominik	0	0	0	1	0	0	0	MITTERFELLNER	Andreas	1	0	1	2	0	1	10	
5	TOTH	Krisztian	0	0	0	1	0	1	10	HÖLLWART	Hermann	0	0	0	4	0	0	0	
6	HORAK	Michal	1	1	1	1	0	1	10	DUMKE	Robert	0	0	0	0	0	0	0	
7	RIEGLER	Stefan	0	0	0	2	0	0	0	RIESS	Rupert Jun	0	1	1	0	0	1	10	
8	BORCHASHVILI	Kimran	1	0	1	1	0	1	10	ZEHENTNER	David	1	0	0	0	0	0	0	
9	HAMINGER	Thomas	0	0	0	0	0	0	0	KOPISKE	Robert	1	0	1	0	0	1	10	
10	WINKLER	Michael	0	1	0	2	0	0	0	MITTERFELLNER	Andreas	1	1	1	2	0	1	10	
11	STEGMAYER	Dominik	0	0	0	0	0	0	0	HÖLLWART	Hermann	0	0	1	0	0	1	10	
12	KAHLIG	Markus	0	0	0	0	0	0	0	DUMKE	Robert	0	0	1	2	0	1	10	
13	HORAK	Michal	2	2	0	0	0	1	10	DUM	Alois	0	0	0	0	0	0	0	
14	RIEGLER	Stefan	0	0	0	0	0	0	0	RIESS	Rupert Jun	0	2	0	0	0	1	10	
1	WEIDLINGER	Lukas	0	0	0	1	0	0	0	HÖDL	Manuel	1	0	1	0	0	1	10	
2	WINDBICHLER	Tobias	0	0	1	0	0	1	10	GRASMUGG	Jürgen	0	0	0	1	0	0	0	
3	PFEIFFER	Johannes	0	0	0	1	0	0	0	LANG	Dominik	0	0	0	0	0	1	1	
4	SCHVARCZ	Razvan	0	1	1	0	0	1	10	RIBITSCH	Stephan	1	0	0	0	0	0	0	
5	MARTINCEVIC	Patrick	0	0	0	0	0	0	0	MARIJANOVIC	Tomislav	0	1	1	0	0	1	10	
6	MATEI	Daniel	0	0	1	2	0	1	10	ACKERL	Philipp	0	0	0	1	0	0	0	
7	KRONSCHLÄGER	Florian	0	0	0	0	0	0	0	BERTAGNOLI	Martin	2	1	0	2	0	1	7	
8	WEIDLINGER	Lukas	0	0	0	0	0	0	0	HÖDL	Manuel	0	1	1	0	0	1	10	
9	WINDBICHLER	Tobias	0	1	0	3	0	1	7	GARCIA CASTILLO	Jonathan	1	0	0	1	0	0	0	
10	PFEIFFER	Johannes	0	0	0	1	0	0	0	LANG	Dominik	0	0	1	0	0	1	10	
11	SCHVARCZ	Razvan	0	0	1	1	0	1	10	SCHÖGLER	Christoph	0	0	0	1	0	0	0	
12	FURCH	Lukas	0	0	0	0	0	0	0	MARIJANOVIC	Tomislav	0	0	1	0	0	1	10	
13	MATEI	Daniel	1	0	1	1	0	1	10	ACKERL	Philipp	0	0	0	3	1	0	0	
14	KRONSCHLÄGER	Florian	0	0	0	2	1	0	0	BERTAGNOLI	Martin	0	0	0	2	0	1	10	
1	WALDHÖR	Dominik	1	0	1	0	0	1	10	PÜHRINGER	Reinhold	0	0	0	1	0	0	0	
2	JODL	Christoph	1	0	0	2	0	1	5	WEIXELBAUMER	Tobias	0	0	0	0	0	0	0	
3	FROSCHAUER	Alexander	1	0	0	2	0	0	0	SHALA	Driton	0	1	0	0	0	1	7	
4	MAYR	Bernhard	0	0	0	3	0	0	0	SCHARINGER	Peter	0	1	0	2	0	1	7	
5	OSTASZEWSKI	Dominik	0	0	0	0	0	0	0	SCHAUBMAYR	Rene	0	0	1	1	0	1	10	
6	KALASZ	Peter	0	0	0	4	1	0	0	FERCHER	Albert	0	0	0	0	0	1	10	
7	KARNER	Andreas	0	0	0	0	0	0	0	ALLERSTORFER	Daniel	0	0	0	0	0	1	10	
8	AUTENGRUBER	Stefan	0	0	0	1	0	0	0	PÜHRINGER	Reinhold	2	0	0	0	0	1	10	
9	WALDHÖR	Dominik	0	0	1	0	0	1	10	WEIXELBAUMER	Tobias	0	0	0	0	0	0	0	
10	JODL	Christoph	0	0	0	0	0	0	0	REITER	Georg	0	0	1	0	0	1	10	
11	KALASZ	Peter	0	0	0	2	0	0	0	SHALA	Driton	0	1	1	1	0	1	10	
12	MAYR	Bernhard	0	0	0	2	0	0	0	FERCHER	Albert	0	0	1	1	0	1	10	
13	OSTASZEWSKI	Dominik	0	0	0	1	0	0	0	SCHAUBMAYR	Rene	0	0	1	1	0	1	10	
14	KARNER	Andreas	0	0	0	0	0	0	0	ALLERSTORFER	Daniel	0	0	1	0	0	1	10	
1	GERCHEV	Yanislav	0	0	1	0	0	1	10	ZIENTEK	Fabian	0	0	0	0	0	0	0	
2	WEICHINGER	Alexander	0	0	0	0	0	1	10			0	0	0	0	0	0	0	
3	HAASMANN	Nick	1	0	1	1	0	1	10	WEIßSTEINER	Bernhard	0	0	0	3	0	0	0	
4	OTT	Marcel	2	0	0	2	0	1	5	BUBANJA	Marko	0	0	0	1	0	0	0	
5	KUCIARA	Stefan	0	0	0	0	0	0	0	ZACHAR	Christian	2	0	0	2	0	1	5	
6	REICHSTEIN	Julian	1	1	1	0	0	1	10	RADLHERR	Christoph	0	0	0	0	0	0	0	
7	CERAJ	Matjaz	0	0	0	3	0	0	0	WOJNAROWICZ	Janusz	0	0	1	2	0	1	10	
8	GERCHEV	Yanislav	0	0	1	0	0	1	10	ZIENTEK	Fabian	0	0	0	0	0	0	0	
9	WEICHINGER	Alexander	0	0	0	0	0	1	10			0	0	0	0	0	0	0	
10	HAASMANN	Nick	0	0	1	0	0	1	10	WEIßSTEINER	Bernhard	0	1	0	0	0	0	0	
11	SCHNEIDER	Maximilian	0	0	0	0	0	0	0	BUBANJA	Marko	0	1	1	0	0	1	10	
12	KUCIARA	Stefan	0	0	0	0	0	0	0	ZACHAR	Christian	1	1	0	1	0	1	7	
13	REICHSTEIN	Julian	0	0	1	0	0	1	10	RADLHERR	Christoph	0	0	0	0	0	0	0	
14	CERAJ	Matjaz	0	0	0	2	0	0	0	WOJNAROWICZ	Janusz	0	0	0	2	0	0	0	
1	GERCHEV	Yanislav	1	0	1	0	0	1	10	PESSENTHEINER	Andreas	0	0	0	0	0	0	0	
2	WEICHINGER	Alexander	0	0	0	2	0	0	0	KOPISKE	Robert	0	0	1	2	0	1	10	
3	HAASMANN	Nick	0	0	0	0	0	0	0	MITTERFELLNER	Andreas	0	0	1	0	0	1	10	
4	OTT	Marcel	1	0	1	0	0	1	10	RIESS	Christian	0	0	0	1	0	0	0	
5	REICHMANN	Manuel	0	0	0	1	0	1	10	HÖLLWART	Hermann	0	0	0	4	1	0	0	
6	REICHSTEIN	Julian	0	0	0	0	0	0	0	DUMKE	Robert	0	0	1	0	0	1	10	
7	CERAJ	Matjaz	0	0	0	0	0	1	10	RIESS	Rupert Jun	0	0	0	4	1	0	0	
8	GERCHEV	Yanislav	0	0	1	0	0	1	10	PESSENTHEINER	Andreas	0	0	0	0	0	0	0	
9	WEICHINGER	Alexander	0	0	0	0	0	0	0	KOPISKE	Robert	0	1	0	1	0	1	7	
10	HAASMANN	Nick	0	0	0	0	0	0	0	MITTERFELLNER	Andreas	0	0	1	0	0	1	10	
11	OTT	Marcel	0	0	1	0	0	1	10	RIESS	Christian	0	0	0	0	0	0	0	
12	REICHMANN	Manuel	0	0	0	0	0	1	1	HÖLLWART	Hermann	0	0	0	2	0	0	0	
13	REICHSTEIN	Julian	0	0	0	0	0	0	0	DUMKE	Robert	1	0	0	3	0	1	5	
14	CERAJ	Matjaz	0	0	1	0	0	1	10	RIESS	Rupert Jun	0	0	0	1	0	0	0	
1	HÖDL	Manuel	0	0	1	1	0	1	10	HOFMANN	Lukas	0	0	0	2	0	0	0	
2	GARCIA CASTILLO	Jonathan	0	0	0	0	0	0	0	HOFMANN	Nico	0	0	1	2	0	1	10	
3	LANG	Dominik	0	0	0	2	0	0	0	SCHNEIDER	Rene	0	0	0	0	0	1	1	
4	ACKERL	Thomas	0	0	0	0	0	0	0	WAGNER	Steffen	1	1	0	2	0	1	7	
5	ACKERL	Philipp	0	0	0	0	0	0	0	PICHLER	Christian	0	2	0	0	0	1	10	
6	MARIJANOVIC	Tomislav	0	0	0	1	0	0	0	KRONBERGER	Christoph	0	0	1	1	0	1	10	
7	BERTAGNOLI	Martin	0	0	0	3	0	0	0	BOR	Barna	0	2	0	0	0	1	10	
8	HÖDL	Manuel	2	2	0	0	0	1	10	HOFMANN	Lukas	0	0	0	1	0	0	0	
9	GRASMUGG	Jürgen	0	0	0	3	0	0	0	HOFMANN	Nico	1	0	1	1	0	1	10	
10	LANG	Dominik	0	0	0	0	0	0	0	SCHNEIDER	Rene	0	0	1	0	0	1	10	
11	OSSIASCHWILI	Georgi	0	0	0	3	0	0	0	WAGNER	Steffen	1	0	0	3	0	1	5	
12	MARIJANOVIC	Tomislav	0	0	0	1	0	0	0	CSOKNYAI	Laszlo	0	0	1	2	0	1	10	
13	ACKERL	Philipp	0	0	0	2	0	0	0	KRONBERGER	Christoph	0	0	1	1	0	1	10	
14	BERTAGNOLI	Martin	0	0	0	1	0	1	10	KRONBERGER	Stefan	0	0	0	0	1	0	0	
1	WALDHÖR	Dominik	0	0	1	0	0	1	10	KAINZ	Fabian	0	0	0	0	0	0	0	
2	AUTENGRUBER	Stefan	0	0	0	0	0	0	0	TIEFGRABER	Andreas	0	0	1	0	0	1	10	
3	JODL	Christoph	0	0	0	1	0	0	0	BONECKER	Marco	0	0	1	0	0	1	10	
4	FROSCHAUER	Alexander	0	0	1	0	0	1	10	CEHAJIC	Tarik	0	0	0	0	0	0	0	
5	HELM	Manuel	0	0	0	0	0	0	0	SCHVARCZ	Razvan	1	0	1	0	0	1	10	
6	OSTASZEWSKI	Dominik	0	0	0	0	0	0	0	KRONSCHLÄGER	Florian	0	0	1	1	0	1	10	
7	KRENMAYR	Gerold	0	0	0	0	0	0	0	MATEI	Daniel	0	0	1	0	0	1	10	
8	WALDHÖR	Dominik	0	0	0	0	0	0	0	WEIDLINGER	Lukas	0	0	1	0	0	1	10	
9	AUTENGRUBER	Stefan	0	0	0	0	0	0	0	HAUCH	Alexander	0	0	1	0	0	1	10	
10	JODL	Christoph	0	0	0	0	0	0	0	TIEFGRABER	Andreas	0	0	1	0	0	1	10	
11	FROSCHAUER	Alexander	0	1	1	0	0	1	10	CEHAJIC	Tarik	0	0	0	0	0	0	0	
12	KALASZ	Peter	0	0	0	1	0	0	0	SCHVARCZ	Razvan	1	1	1	0	0	1	10	
13	OSTASZEWSKI	Dominik	0	0	0	2	0	0	0	KRONSCHLÄGER	Florian	1	0	0	1	0	1	5	
14	KRENMAYR	Gerold	0	0	0	0	0	0	0	MATEI	Daniel	2	1	1	0	0	1	10	
1	ZIENTEK	Fabian	0	0	0	0	0	0	0	PÜHRINGER	Reinhold	0	0	1	0	0	1	10	
2	STADLBAUER	Christian	0	0	0	0	0	0	0	REITER	Georg	1	0	1	0	0	1	10	
3	UNGVARI	Miklos	1	0	1	1	0	1	10	SHALA	Driton	0	1	0	1	0	0	0	
4	ZACHAR	Christian	0	0	1	1	0	1	10	SCHAUBMAYR	Rene	0	0	0	1	0	0	0	
5	RADLHERR	Christoph	0	0	0	0	0	0	0	NYMAN	Marcus	0	0	1	0	0	1	10	
6	PRENTNER	Clemens	0	1	0	0	0	0	0	JURECKA	Alexandr	1	2	0	0	0	1	10	
7	WOJNAROWICZ	Janusz	0	0	1	3	0	1	10	ALLERSTORFER	Daniel	0	0	0	2	0	0	0	
8	ZIENTEK	Fabian	0	0	0	0	0	0	0	PÜHRINGER	Reinhold	0	0	1	0	0	1	10	
9	STADLBAUER	Christian	0	0	0	0	0	0	0	REITER	Georg	0	0	1	0	0	1	10	
10	UNGVARI	Miklos	0	1	0	0	0	1	7	SHALA	Driton	0	0	0	1	0	0	0	
11	ZACHAR	Christian	0	0	1	0	0	1	10	SCHARINGER	Peter	0	0	0	0	0	0	0	
12	BUBANJA	Marko	0	0	0	0	0	0	0	NYMAN	Marcus	0	1	1	0	0	1	10	
13	PRENTNER	Clemens	0	0	0	0	0	0	0	JURECKA	Alexandr	0	1	1	0	0	1	10	
14	WOJNAROWICZ	Janusz	0	0	0	1	0	1	1	ALLERSTORFER	Daniel	0	0	0	2	0	0	0	
1	PETRIKOV	Pavel	2	0	0	0	0	1	5	HÖDL	Manuel	0	0	0	1	0	0	0	
2	MITTERFELLNER	Andreas	0	0	1	0	0	1	10	GARCIA CASTILLO	Jonathan	0	0	0	0	0	0	0	
3	WIMBERGER	Markus	0	0	0	0	0	0	0	LANG	Dominik	0	0	1	0	0	1	10	
4	RIESS	Christian	0	0	0	0	0	0	0	ACKERL	Thomas	0	0	1	0	0	1	10	
5	HÖLLWART	Hermann	0	0	1	0	0	1	10	ACKERL	Philipp	0	0	0	0	0	0	0	
6	DUMKE	Robert	0	0	1	0	0	1	10	MUJADZIC	Muhamed	0	0	0	0	0	0	0	
7	RIESS	Rupert Jun	0	0	0	0	0	1	10	BERTAGNOLI	Martin	0	0	0	4	1	0	0	
8	PETRIKOV	Pavel	1	0	1	0	0	1	10	HÖDL	Manuel	0	0	0	0	0	0	0	
9	MITTERFELLNER	Andreas	1	0	1	0	0	1	10	GARCIA CASTILLO	Jonathan	0	0	0	0	0	0	0	
10	WIMBERGER	Markus	0	0	0	0	0	0	0	LANG	Dominik	1	0	0	0	0	1	5	
11	HÖLLWART	Hermann	0	0	0	1	0	1	1	OSSIASCHWILI	Georgi	0	0	0	3	0	0	0	
12	DUMKE	Robert	0	0	1	0	0	1	10	ACKERL	Philipp	0	0	0	0	0	0	0	
13	DUM	Alois	1	0	1	0	0	1	10	MUJADZIC	Muhamed	1	0	0	1	0	0	0	
14	RIESS	Rupert Jun	0	0	1	0	0	1	10	BERTAGNOLI	Martin	0	0	0	0	0	0	0	
1	PAISCHER	Ludwig	0	0	0	2	0	1	10	BORCHASHVILI	Kimran	0	0	0	4	1	0	0	
2	HOFMANN	Nico	0	1	0	0	0	0	0	HAMINGER	Thomas	0	2	1	0	0	1	10	
3	SCHNEIDER	Rene	1	1	1	2	0	1	10	FELLNER	Hans-Peter	0	0	0	1	0	0	0	
4	WAGNER	Steffen	0	0	0	0	0	0	0	STEGMAYER	Dominik	1	0	0	3	0	1	5	
5	STERNER	Thomas	0	0	0	0	0	0	0	TOTH	Krisztian	0	2	1	1	0	1	10	
6	KRONBERGER	Christoph	0	0	1	0	0	1	10	RIEGLER	Stefan	0	0	0	1	0	0	0	
7	BOR	Barna	0	0	1	1	0	1	10	SIMIONESCU	Vladut	0	0	0	3	0	0	0	
8	PAISCHER	Ludwig	0	2	1	0	0	1	10	BORCHASHVILI	Kimran	0	0	0	1	0	0	0	
9	HOFMANN	Nico	0	0	0	2	0	0	0	HAMINGER	Thomas	0	0	1	2	0	1	10	
10	SCHNEIDER	Rene	0	2	1	2	0	1	10	BORCHASHVILI	Shamil	0	0	0	3	0	0	0	
11	MÜKISCH	Philipp	1	0	1	0	0	1	10	STEGMAYER	Dominik	1	0	0	0	0	0	0	
12	CSOKNYAI	Laszlo	0	0	1	0	0	1	10	EDER	Marcus	0	0	0	1	0	0	0	
13	KRONBERGER	Christoph	0	0	1	0	0	1	10	KAHLIG	Markus	0	0	0	0	0	0	0	
14	KRONBERGER	Stefan	0	0	0	0	0	0	0	TOTH	Krisztian	0	1	0	3	0	1	7	
1	PÜHRINGER	Reinhold	1	1	0	0	0	0	0	KUDERA	Stefan	0	0	1	1	0	1	10	
2	WEIXELBAUMER	Tobias	0	0	0	0	0	0	0	PORA	Daniel	0	0	0	0	0	0	0	
3	SHALA	Driton	2	0	0	2	0	1	5	WAGNER	Christopher	0	0	0	0	0	0	0	
4	FERCHER	Albert	2	2	0	3	0	1	10	HAASMANN	Nick	0	0	0	2	0	0	0	
5	NYMAN	Marcus	0	0	1	0	0	1	10	SCHNEIDER	Sebastian	0	0	0	0	0	0	0	
6	JURECKA	Alexandr	0	0	1	1	0	1	10	PACHER	Johannes	0	0	0	0	0	0	0	
7	ALLERSTORFER	Daniel	0	0	1	1	0	1	10	GEIER	Gabor	0	0	0	0	0	0	0	
8	EDER	Valentin	0	0	0	2	0	0	0	BORCHASHVILLI	Adam	1	0	1	0	0	1	10	
9	WEIXELBAUMER	Tobias	0	0	1	0	0	1	10	PORA	Daniel	0	0	0	0	0	0	0	
10	HOFER	Simon	0	0	0	0	0	0	0	WAGNER	Christopher	0	0	1	0	0	1	10	
11	SCHAUBMAYR	Rene	0	0	1	3	0	1	10	HAASMANN	Nick	0	0	0	2	0	0	0	
12	REITER	Georg	0	0	0	2	0	1	10	SCHNEIDER	Sebastian	1	0	0	4	0	0	0	
13	NYMAN	Marcus	1	0	1	0	0	1	10	PACHER	Johannes	0	0	0	0	0	0	0	
14	JURECKA	Alexandr	0	0	1	0	0	1	10	GEIER	Gabor	0	0	0	0	0	0	0	
1	GRAF	Philip	0	0	0	0	0	0	0	WALDHÖR	Dominik	0	0	1	0	0	1	10	
2	STADLBAUER	Christian	0	0	1	0	0	1	10	JODL	Christoph	0	0	0	0	0	0	0	
3	WEIßSTEINER	Bernhard	0	0	0	0	0	0	0	FROSCHAUER	Alexander	0	0	0	0	0	1	10	
