Playoffs	Weight Class	Team Name 1	First Name 1	Last Name 1	Score 1	Subscore 1	Team Name 2	First Name 2	Last Name 2	Score 2	Subscore 2	Source
G	-66 kg	PSV Salzburg	Gertrude	Kranzl	1	1	UJZ Mühlviertel	Hertar	Reiter	0	0	{{Internetquelle |url=https://www.sn.at/archivsn?img=8tZ8B0rJ%2BiVCrL1%2Fv%2Fhe1l1mFHZeJd40ZhLXh2umMl2fgy63LiMg8FZbD5PbPyIaJNd31r2zqqCaatZcdv6Ibu6CJbAKIKfzUypaVaD56ULoHBisQt8r2H8kFpiP4B3z&id1=19821220_16#slide16 |titel=PSV-Damen glückte Revanche |werk=Salzburger Nachrichten |hrsg=Salzburger Nachrichten |datum=1982-12-20 |sprache=de |abruf=2024-01-25}}
G	-61 kg	PSV Salzburg	Marianne	Moser	1	1	JGV Wien	Andrea	Wastl	0	0	{{Internetquelle |url=https://www.sn.at/archivsn?img=8tZ8B0rJ%2BiVCrL1%2Fv%2Fhe1l1mFHZeJd40ZhLXh2umMl2fgy63LiMg8FZbD5PbPyIaJNd31r2zqqCaatZcdv6Ibu6CJbAKIKfzUypaVaD56ULoHBisQt8r2H8kFpiP4B3z&id1=19821220_16#slide16 |titel=PSV-Damen glückte Revanche |werk=Salzburger Nachrichten |hrsg=Salzburger Nachrichten |datum=1982-12-20 |sprache=de |abruf=2024-01-25}}
G	-66 kg	PSV Salzburg	Gertrude	Kranzl	1		JGV Wien	Evelyne	Winkelbauer	0	0	{{Internetquelle |url=https://www.sn.at/archivsn?img=8tZ8B0rJ%2BiVCrL1%2Fv%2Fhe1l1mFHZeJd40ZhLXh2umMl2fgy63LiMg8FZbD5PbPyIaJNd31r2zqqCaatZcdv6Ibu6CJbAKIKfzUypaVaD56ULoHBisQt8r2H8kFpiP4B3z&id1=19821220_16#slide16 |titel=PSV-Damen glückte Revanche |werk=Salzburger Nachrichten |hrsg=Salzburger Nachrichten |datum=1982-12-20 |sprache=de |abruf=2024-01-25}}
G	-66 kg	PSV Salzburg	Karin	Posch	1	10	JGV Wien	Margit	Schmutzer-Harnacker	0	0	{{Internetquelle |url=https://www.sn.at/archivsn?img=8tZ8B0rJ%2BiVCrL1%2Fv%2Fhe1l1mFHZeJd40ZhLXh2umMl2fgy63LiMg8FZbD5PbPyIaJNd31r2zqqCaatZcdv6Ibu6CJbAKIKfzUypaVaD56ULoHBisQt8r2H8kFpiP4B3z&id1=19821220_16#slide16 |titel=PSV-Damen glückte Revanche |werk=Salzburger Nachrichten |hrsg=Salzburger Nachrichten |datum=1982-12-20 |sprache=de |abruf=2024-01-25}}
