Playoffs	Round	Weight Class	Fight Number	Team Name 1	First Name 1	Last Name 1	Score 1	Subscore 1	Ippon 1	Wazaari 1	Yuko 1	Koka 1	Shido 1	HSM 1	Team Name 2	First Name 2	Last Name 2	Score 2	Subscore 2	Ippon 2	Wazaari 2	Yuko 2	Koka 2	Shido 2	HSM 2	Source
G	1	-60 kg	0	LZ Multikraft Wels	Kimran	Borchashvili	1	10	1	0	0	0	0	0	UJZ Mühlviertel 1	Samuel	Gaßner	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}
G	1	-66 kg	1	LZ Multikraft Wels	Wachid	Borchashvili	0	0	0	0	0	0	1	0	UJZ Mühlviertel 1	Tobias	Weixelbaumer	1	10	2	0	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}
G	1	-73 kg	2	LZ Multikraft Wels	Michael	Winkler	0	0	0	0	0	0	2	0	UJZ Mühlviertel 1	Driton	Shala	1	1	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}
G	1	-81 kg	3	LZ Multikraft Wels	Shamil	Borchashvili	1	7	0	1	0	0	1	0	UJZ Mühlviertel 1	Georg	Reiter	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}
G	1	-90 kg	4	LZ Multikraft Wels	David	Geber	0	0	0	0	0	0	0	0	UJZ Mühlviertel 1	Marcus	Nyman	1	10	1	1	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}
G	1	-100 kg	5	LZ Multikraft Wels	Oleg	Melnikov	0	0	0	0	0	0	0	0	UJZ Mühlviertel 1	Martin	Pacek	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}
G	1	+100 kg	6	LZ Multikraft Wels	Miklos	Cirjenic	0	0	0	0	0	0	0	0	UJZ Mühlviertel 1	Daniel	Allerstorfer	1	7	0	1	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}
G	2	-60 kg	7	LZ Multikraft Wels	Kimran	Borchashvili	1	10	1	1	0	0	0	1	UJZ Mühlviertel 1	Samuel	Gaßner	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}
G	2	-66 kg	8	LZ Multikraft Wels	Thomas	Haminger	0	0	0	0	0	0	0	0	UJZ Mühlviertel 1	Tobias	Weixelbaumer	1	7	0	4	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}
G	2	-73 kg	9	LZ Multikraft Wels	Michael	Winkler	1	1	0	0	0	0	0	0	UJZ Mühlviertel 1	Georg	Reiter	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}
G	2	-81 kg	10	LZ Multikraft Wels	Shamil	Borchashvili	1	10	1	1	0	0	2	0	UJZ Mühlviertel 1	Simon	Hofer	0	0	0	0	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}
G	2	-90 kg	11	LZ Multikraft Wels	Gabor	Ver	0	0	0	0	0	0	1	0	UJZ Mühlviertel 1	Marcus	Nyman	1	1	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}
G	2	-100 kg	12	LZ Multikraft Wels	David	Geber	0	0	0	0	0	0	0	0	UJZ Mühlviertel 1	Martin	Pacek	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}
G	2	+100 kg	13	LZ Multikraft Wels	Miklos	Cirjenic	1	10	1	0	0	0	2	0	UJZ Mühlviertel 1	Daniel	Allerstorfer	0	0	0	0	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}
G	1	-60 kg	0	JU DynamicOne	Akos	Bartha	1	10	1	3	0	0	0	0	JU Raika Pinzgau	Andreas	Pessentheiner	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}
G	1	-66 kg	1	JU DynamicOne	Florian	Doppelhammer	1	7	0	1	0	0	0	0	JU Raika Pinzgau	Matej	Poliak	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}
G	1	-73 kg	2	JU DynamicOne	Jakub	Jecminek	1	7	0	2	0	0	0	0	JU Raika Pinzgau	Markus	Wimberger	0	0	0	0	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}
