Round	Playoffs	Team Name 1	Team Name 2	League	Season	CompetitionStart	Time	Source	Team Organization 1	Team Organization 2	WeightClass00	WeightClass01	WeightClass02	WeightClass03	WeightClass04	WeightClass05	WeightClass06	WeightClass10	WeightClass11	WeightClass12	WeightClass13	WeightClass14	WeightClass15	WeightClass16	Location	Plz	City	Address	Venue	League	Broadcaster
5	G	ASKÖ Graz 1	JU Burgkirchen/Schwand	2. Judo Bundesliga Männer	2020	2020-06-06	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	ASKÖ Graz	U.BurgkirchenSchwand	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	ASKÖ Stadion @ 8020 Graz, Schloßstraße 20	8020	Graz	Schloßstraße 20	ASKÖ Stadion	2. Judo Bundesliga Männer	
5	G	Union Graz	WSG Swarovski Judo Wattens	2. Judo Bundesliga Männer	2020	2020-06-06	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UNION Graz	WSG Wattens	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Raiffeisen Sportpark Graz @ 8010 Graz, Hüttenbrennergasse 31	8010	Graz	Hüttenbrennergasse 31	Raiffeisen Sportpark Graz	2. Judo Bundesliga Männer	
5	G	SV Gallneukirchen	Vienna Samurai	2. Judo Bundesliga Männer	2020	2020-06-06	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	SV Gallneukirchen	Vienna Samurai	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Turnhalle NMS Gallneukirchen @ 4210 Gallneukirchen, Reichenauerstraße 10-12	4210	Gallneukirchen	Reichenauerstraße 10-12	Turnhalle NMS Gallneukirchen	2. Judo Bundesliga Männer	
5	G	ASKÖ Reichraming	PSV Salzburg	2. Judo Bundesliga Männer	2020	2020-06-06	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	ASKÖ Reichraming	PSV Salzburg - Judo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	VS Ternberg @4452 Ternberg, Alois Derfler-Straße 4	4452	Ternberg	Alois Derfler-Straße 4	VS Ternberg	2. Judo Bundesliga Männer	
6	G	Union Graz	SV Gallneukirchen	2. Judo Bundesliga Männer	2020	2020-10-03	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UNION Graz	SV Gallneukirchen	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Raiffeisen Sportpark Graz @ 8010 Graz, Hüttenbrennergasse 31	8010	Graz	Hüttenbrennergasse 31	Raiffeisen Sportpark Graz	2. Judo Bundesliga Männer	
6	G	ASKÖ Graz 1	ASKÖ Reichraming	2. Judo Bundesliga Männer	2020	2020-10-03	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	ASKÖ Graz	ASKÖ Reichraming	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	ASKÖ Stadion @ 8020 Graz, Schloßstraße 20	8020	Graz	Schloßstraße 20	ASKÖ Stadion	2. Judo Bundesliga Männer	
6	G	JU Burgkirchen/Schwand	Vienna Samurai	2. Judo Bundesliga Männer	2020	2020-10-03	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	U.BurgkirchenSchwand	Vienna Samurai	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Mehrzweckhalle @ 5274 Burgkirchen, Pfarrhofstraße 5	5274	Burgkirchen	Pfarrhofstraße 5	Mehrzweckhalle	2. Judo Bundesliga Männer	
6	G	SU Noricum Leibnitz	PSV Salzburg	2. Judo Bundesliga Männer	2020	2020-10-03	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	SU RB Leibnitz	PSV Salzburg - Judo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	JUFA @ 8430 Leibnitz, Klostergasse 37	8430	Leibnitz	Klostergasse 37	JUFA	2. Judo Bundesliga Männer	
7	G	PSV Salzburg	SV Gallneukirchen	2. Judo Bundesliga Männer	2020	2020-10-10	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	PSV Salzburg - Judo	SV Gallneukirchen	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	PSV Sportzentrum @ 5020 Salzburg, Frohnburgweg 5	5020	Salzburg	Frohnburgweg 5	PSV Sportzentrum	2. Judo Bundesliga Männer	
7	G	Vienna Samurai	Union Graz	2. Judo Bundesliga Männer	2020	2020-10-10	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Vienna Samurai	UNION Graz	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Bildungscampus @ 1220 Wien, Attemsgasse 22	1220	Wien	Attemsgasse 22	Bildungscampus	2. Judo Bundesliga Männer	
7	G	JU Burgkirchen/Schwand	SU Noricum Leibnitz	2. Judo Bundesliga Männer	2020	2020-10-10	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	U.BurgkirchenSchwand	SU RB Leibnitz	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Mehrzweckhalle @ 5274 Burgkirchen, Pfarrhofstraße 5	5274	Burgkirchen	Pfarrhofstraße 5	Mehrzweckhalle	2. Judo Bundesliga Männer	
7	G	WSG Swarovski Judo Wattens	ASKÖ Graz 1	2. Judo Bundesliga Männer	2020	2020-10-10	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	WSG Wattens	ASKÖ Graz	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Dojo Wattens @ Sebastian Schrott-Straße 7, 6112 Wattens	6112	Wattens	Sebastian Schrott-Straße 7	Dojo Wattens	2. Judo Bundesliga Männer	
8	G	SV Gallneukirchen	ASKÖ Reichraming	2. Judo Bundesliga Männer	2020	2020-10-30	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	SV Gallneukirchen	ASKÖ Reichraming	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Turnhalle NMS Gallneukirchen @ 4210 Gallneukirchen, Reichenauerstraße 10-12	4210	Gallneukirchen	Reichenauerstraße 10-12	Turnhalle NMS Gallneukirchen	2. Judo Bundesliga Männer	
8	G	ASKÖ Graz 1	Vienna Samurai	2. Judo Bundesliga Männer	2020	2020-10-31	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	ASKÖ Graz	Vienna Samurai	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	ASKÖ Stadion @ 8020 Graz, Schloßstraße 20	8020	Graz	Schloßstraße 20	ASKÖ Stadion	2. Judo Bundesliga Männer	
8	G	Union Graz	PSV Salzburg	2. Judo Bundesliga Männer	2020	2020-10-31	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UNION Graz	PSV Salzburg - Judo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Raiffeisen Sportpark Graz @ 8010 Graz, Hüttenbrennergasse 31	8010	Graz	Hüttenbrennergasse 31	Raiffeisen Sportpark Graz	2. Judo Bundesliga Männer	
8	G	SU Noricum Leibnitz	WSG Swarovski Judo Wattens	2. Judo Bundesliga Männer	2020	2020-10-31	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	SU RB Leibnitz	WSG Wattens	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	JUFA @ 8430 Leibnitz, Klostergasse 37	8430	Leibnitz	Klostergasse 37	JUFA	2. Judo Bundesliga Männer	
9	G	PSV Salzburg	ASKÖ Graz 1	2. Judo Bundesliga Männer	2020	2020-11-07	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	PSV Salzburg - Judo	ASKÖ Graz	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	PSV Sportzentrum @ 5020 Salzburg, Frohnburgweg 5	5020	Salzburg	Frohnburgweg 5	PSV Sportzentrum	2. Judo Bundesliga Männer	
9	G	WSG Swarovski Judo Wattens	JU Burgkirchen/Schwand	2. Judo Bundesliga Männer	2020	2020-11-07	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	WSG Wattens	U.BurgkirchenSchwand	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Dojo Wattens @ Sebastian Schrott-Straße 7, 6112 Wattens	6112	Wattens	Sebastian Schrott-Straße 7	Dojo Wattens	2. Judo Bundesliga Männer	
9	G	ASKÖ Reichraming	Union Graz	2. Judo Bundesliga Männer	2020	2020-11-07	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	ASKÖ Reichraming	UNION Graz	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	VS Ternberg @4452 Ternberg, Alois Derfler-Straße 4	4452	Ternberg	Alois Derfler-Straße 4	VS Ternberg	2. Judo Bundesliga Männer	
9	G	Vienna Samurai	SU Noricum Leibnitz	2. Judo Bundesliga Männer	2020	2020-11-07	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Vienna Samurai	SU RB Leibnitz	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Bildungscampus @ 1220 Wien, Attemsgasse 22	1220	Wien	Attemsgasse 22	Bildungscampus	2. Judo Bundesliga Männer	
