Round	CompetitionStart	City	Team Name 1	Team Name 2	Score 1 Halftime	Score 2 Halftime	Score 1	Score 2	Subscore 1	Subscore 2	Source
	2007-12-01	Graz									{{Internetquelle |url=https://web.archive.org/web/20080919112348if_/http://www.oejv.com/modules.php?name=News&new_topic=0&pagenum=9 |titel=Österreichischer Judo Verband: Austrian Judo Association |hrsg=[[Judo Austria]] |sprache=de |abruf=2024-12-03 |kommentar=GRAZ — Bei der heute in der steirischen Landeshauptstadt stattgefundenen Judo-Mannschaftsmeisterschaft der Frauen holte Pinzgau den begehrten Titel. Es gab es folgendes Ergebnis}}
