Round	Playoffs	Team Name 1	Score 1	Subscore 1	Team Name 2	Score 2	Subscore 2	League	Season	CompetitionStart	Time	Source	Team Organization 1	Team Organization 2	WeightClass00	WeightClass01	WeightClass02	WeightClass03	WeightClass04	WeightClass05	WeightClass06	WeightClass10	WeightClass11	WeightClass12	WeightClass13	WeightClass14	WeightClass15	WeightClass16	Location	Plz	City	Address	Venue	League
1	P (Place 2/4) 2	Galaxy Tigers	11	107	Judo Union Raika Pinzgau	3	27	Final4 1. Judo Bundesliga Männer	2021	2021-11-20	13:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Galaxy Judo Tigers	JU Pinzgau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Volksbankarena Gmunden @ 4810 Gmunden, Fliegerschulweg 46	4810	Gmunden	Fliegerschulweg 46	Volksbankarena Gmunden	Final4 1. Judo Bundesliga Männer
1	P (Place 2/4) 1	Judo-Leistungszentrum Multikraft Wels	10	100	ESV Sanjindo	4	37	Final4 1. Judo Bundesliga Männer	2021	2021-11-20	13:45:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	LZ Multikraft Wels	JC Sanjindo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Volksbankarena Gmunden @ 4810 Gmunden, Fliegerschulweg 46	4810	Gmunden	Fliegerschulweg 46	Volksbankarena Gmunden	Final4 1. Judo Bundesliga Männer
2	P (Place 1/2)	Judo-Leistungszentrum Multikraft Wels	8	80	Galaxy Tigers	6	54	Final4 1. Judo Bundesliga Männer	2021	2021-11-20	17:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	LZ Multikraft Wels	Galaxy Judo Tigers	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Volksbankarena Gmunden @ 4810 Gmunden, Fliegerschulweg 46	4810	Gmunden	Fliegerschulweg 46	Volksbankarena Gmunden	Final4 1. Judo Bundesliga Männer
1	G (Pool A)	Judo UNION Kirchham	3	30	Judo Union Raika Pinzgau	4	40	1. Judo Bundesliga Männer	2021	2021-10-23	10:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Judo UNION Kirchham	JU Pinzgau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Sporthalle Leonding @ 4060 Leonding, Ehrenfellner-Straße 9	4060	Leonding	Ehrenfellner-Straße 9	Sporthalle Leonding	1. Judo Bundesliga Männer
1	G (Pool B)	JUDynamicOne	3	24	ESV Sanjindo	4	37	1. Judo Bundesliga Männer	2021	2021-10-23	10:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JU DynamicOne	JC Sanjindo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Sporthalle Leonding @ 4060 Leonding, Ehrenfellner-Straße 9	4060	Leonding	Ehrenfellner-Straße 9	Sporthalle Leonding	1. Judo Bundesliga Männer
1	G (Pool B)	Galaxy Tigers	5	50	UJZ Mühlviertel 1	2	20	1. Judo Bundesliga Männer	2021	2021-10-23	10:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Galaxy Judo Tigers	UJZ Mühlviertel	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Sporthalle Leonding @ 4060 Leonding, Ehrenfellner-Straße 9	4060	Leonding	Ehrenfellner-Straße 9	Sporthalle Leonding	1. Judo Bundesliga Männer
1	G (Pool A)	Judo-Leistungszentrum Multikraft Wels	5	50	Judo Union Raika Flachgau	2	20	1. Judo Bundesliga Männer	2021	2021-10-23	10:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	LZ Multikraft Wels	JU Flachgau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Sporthalle Leonding @ 4060 Leonding, Ehrenfellner-Straße 9	4060	Leonding	Ehrenfellner-Straße 9	Sporthalle Leonding	1. Judo Bundesliga Männer
2	G (Pool A)	WAT Stadlau	5	50	Judo UNION Kirchham	2	20	1. Judo Bundesliga Männer	2021	2021-10-23	11:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	WAT Stadlau	Judo UNION Kirchham	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Sporthalle Leonding @ 4060 Leonding, Ehrenfellner-Straße 9	4060	Leonding	Ehrenfellner-Straße 9	Sporthalle Leonding	1. Judo Bundesliga Männer
2	G (Pool A)	Judo Union Raika Pinzgau	1	10	Judo-Leistungszentrum Multikraft Wels	6	54	1. Judo Bundesliga Männer	2021	2021-10-23	11:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JU Pinzgau	LZ Multikraft Wels	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Sporthalle Leonding @ 4060 Leonding, Ehrenfellner-Straße 9	4060	Leonding	Ehrenfellner-Straße 9	Sporthalle Leonding	1. Judo Bundesliga Männer
2	G (Pool B)	ESV Sanjindo	3	27	UJZ Mühlviertel 1	4	37	1. Judo Bundesliga Männer	2021	2021-10-23	11:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JC Sanjindo	UJZ Mühlviertel	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Sporthalle Leonding @ 4060 Leonding, Ehrenfellner-Straße 9	4060	Leonding	Ehrenfellner-Straße 9	Sporthalle Leonding	1. Judo Bundesliga Männer
