Round	Playoffs	Team Name 1	Score 1	Subscore 1	Team Name 2	Score 2	Subscore 2	League	Season	CompetitionStart	Time	Source	Team Organization 1	Team Organization 2	WeightClass00	WeightClass01	WeightClass02	WeightClass03	WeightClass04	WeightClass05	WeightClass06	WeightClass10	WeightClass11	WeightClass12	WeightClass13	WeightClass14	WeightClass15	WeightClass16	Location	Plz	City	Address	Venue	League
1	P	Judo-Leistungszentrum Multikraft Wels	4	37	Sanjindo Bischofshofen	3	30	Final4 1. Judo Bundesliga Männer	2024	2024-11-30	15:15:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	LZ Multikraft Wels	JC Sanjindo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Raiffeisen Sportpark Gmunden @ 4810 Gmunden, Fliegerschulweg 46	4810	Gmunden	Fliegerschulweg 46	Raiffeisen Sportpark Gmunden	Final4 1. Judo Bundesliga Männer
1	P	Allianz Kukla Galaxy Tigers	5	50	UJZ Mühlviertel	2	20	Final4 1. Judo Bundesliga Männer	2024	2024-11-30	17:15:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Galaxy Judo Tigers	UJZ Mühlviertel	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Raiffeisen Sportpark Gmunden @ 4810 Gmunden, Fliegerschulweg 46	4810	Gmunden	Fliegerschulweg 46	Raiffeisen Sportpark Gmunden	Final4 1. Judo Bundesliga Männer
2	P	Judo-Leistungszentrum Multikraft Wels	3	27	Allianz Kukla Galaxy Tigers	4	37	Final4 1. Judo Bundesliga Männer	2024	2024-11-30	20:15:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	LZ Multikraft Wels	Galaxy Judo Tigers	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Raiffeisen Sportpark Gmunden @ 4810 Gmunden, Fliegerschulweg 46	4810	Gmunden	Fliegerschulweg 46	Raiffeisen Sportpark Gmunden	Final4 1. Judo Bundesliga Männer
1	G	Union Graz	0	0	Judo-Leistungszentrum Multikraft Wels	14	140	1. Judo Bundesliga Männer	2024	2024-04-06	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UNION Graz	LZ Multikraft Wels	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100						1. Judo Bundesliga Männer
1	G	Wiener ASKÖ Team Stadlau	6	60	Vienna Samurai	8	74	1. Judo Bundesliga Männer	2024	2024-04-06	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	WAT Stadlau	Vienna Samurai	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Bildungscampus@1200 Wien, Attemsgasse 22	1200	Wien	Attemsgasse 22	Bildungscampus	1. Judo Bundesliga Männer
1	G	Sanjindo Bischofshofen	9	81	UJZ Mühlviertel	5	50	1. Judo Bundesliga Männer	2024	2024-04-06	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JC Sanjindo	UJZ Mühlviertel	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Hermann Wielandnerhalle @ 5500 Bischofshofen, Sportplatzstr. 15	5500	Bischofshofen	Sportplatzstr. 15	Hermann Wielandnerhalle	1. Judo Bundesliga Männer
1	G	Judo Union Raika Flachgau	7	67	Allianz Kukla Galaxy Tigers	7	70	1. Judo Bundesliga Männer	2024	2024-04-06	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JU Flachgau	Galaxy Judo Tigers	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Gerhard Dorfingerhalle @ 5204 Straßwalchen, Aichbergstraße 1	5204	Straßwalchen	Aichbergstraße 1	Gerhard Dorfingerhalle	1. Judo Bundesliga Männer
2	G	Vienna Samurai	7	67	Sanjindo Bischofshofen	7	67	1. Judo Bundesliga Männer	2024	2024-05-04	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Vienna Samurai	JC Sanjindo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Bildungscampus@1200 Wien, Attemsgasse 22	1200	Wien	Attemsgasse 22	Bildungscampus	1. Judo Bundesliga Männer
2	G	UJZ Mühlviertel	14	140	Union Graz	0	0	1. Judo Bundesliga Männer	2024	2024-05-04	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UJZ Mühlviertel	UNION Graz	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	SHS Niederwaldkirchen @4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	SHS Niederwaldkirchen	1. Judo Bundesliga Männer
2	G	Judo Union Raika Flachgau	9	90	Wiener ASKÖ Team Stadlau	5	50	1. Judo Bundesliga Männer	2024	2024-05-04	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JU Flachgau	WAT Stadlau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Gerhard Dorfingerhalle @ 5204 Straßwalchen, Aichbergstraße 1	5204	Straßwalchen	Aichbergstraße 1	Gerhard Dorfingerhalle	1. Judo Bundesliga Männer
2	G	Allianz Kukla Galaxy Tigers	5	44	Judo-Leistungszentrum Multikraft Wels	9	84	1. Judo Bundesliga Männer	2024	2024-05-04	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Galaxy Judo Tigers	LZ Multikraft Wels	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	BSFZ Südstadt@2344 Maria Enzersdorf, Liese-Prokop-Platz 1	2344	Maria Enzersdorf	Liese-Prokop-Platz 1	BSFZ Südstadt	1. Judo Bundesliga Männer
3	G	Allianz Kukla Galaxy Tigers	9	87	Wiener ASKÖ Team Stadlau	5	47	1. Judo Bundesliga Männer	2024	2024-05-10	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Galaxy Judo Tigers	WAT Stadlau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	BSFZ Südstadt @ 2344 Maria Enzersdorf, Liese Prokop Platz 1	2344	Maria Enzersdorf	Liese Prokop Platz 1	BSFZ Südstadt	1. Judo Bundesliga Männer
3	G	Union Graz	0	0	Vienna Samurai	14	140	1. Judo Bundesliga Männer	2024	2024-05-11	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UNION Graz	Vienna Samurai	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100						1. Judo Bundesliga Männer
3	G	Sanjindo Bischofshofen	10	100	Judo Union Raika Flachgau	4	37	1. Judo Bundesliga Männer	2024	2024-05-11	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JC Sanjindo	JU Flachgau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Hermann Wielandnerhalle @ 5500 Bischofshofen, Sportplatzstr. 15	5500	Bischofshofen	Sportplatzstr. 15	Hermann Wielandnerhalle	1. Judo Bundesliga Männer
3	G	UJZ Mühlviertel	10	91	Judo-Leistungszentrum Multikraft Wels	4	37	1. Judo Bundesliga Männer	2024	2024-05-11	18:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UJZ Mühlviertel	LZ Multikraft Wels	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	SHS Niederwaldkirchen @4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	SHS Niederwaldkirchen	1. Judo Bundesliga Männer
4	G	Vienna Samurai	4	40	Judo-Leistungszentrum Multikraft Wels	10	100	1. Judo Bundesliga Männer	2024	2024-06-22	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Vienna Samurai	LZ Multikraft Wels	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Bildungscampus@1200 Wien, Attemsgasse 22	1200	Wien	Attemsgasse 22	Bildungscampus	1. Judo Bundesliga Männer
4	G	Allianz Kukla Galaxy Tigers	11	110	UJZ Mühlviertel	3	30	1. Judo Bundesliga Männer	2024	2024-06-22	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Galaxy Judo Tigers	UJZ Mühlviertel	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	BSFZ Südstadt@2344 Maria Enzersdorf, Liese-Prokop-Platz 1	2344	Maria Enzersdorf	Liese-Prokop-Platz 1	BSFZ Südstadt	1. Judo Bundesliga Männer
4	G	Wiener ASKÖ Team Stadlau	4	40	Sanjindo Bischofshofen	10	94	1. Judo Bundesliga Männer	2024	2024-06-22	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	WAT Stadlau	JC Sanjindo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Bildungscampus@1200 Wien, Attemsgasse 22	1200	Wien	Attemsgasse 22	Bildungscampus	1. Judo Bundesliga Männer
4	G	Judo Union Raika Flachgau	14	140	Union Graz	0	0	1. Judo Bundesliga Männer	2024	2024-06-22	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JU Flachgau	UNION Graz	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Gerhard Dorfingerhalle @ 5204 Straßwalchen, Aichbergstraße 1	5204	Straßwalchen	Aichbergstraße 1	Gerhard Dorfingerhalle	1. Judo Bundesliga Männer
