Round	Playoffs	Team Name 1	Score 1	Subscore 1	Team Name 2	Score 2	Subscore 2	League	Season	CompetitionStart	Time	Source	Team Organization 1	Team Organization 2	WeightClass00	WeightClass01	WeightClass02	WeightClass03	WeightClass04	WeightClass05	WeightClass06	WeightClass10	WeightClass11	WeightClass12	WeightClass13	WeightClass14	WeightClass15	WeightClass16	Location	Plz	City	Address	Venue	League	Broadcaster
2	G	WSG Swarovski Judo Wattens	7	64	ASKÖ Reichraming	7	70	2. Judo Bundesliga Männer	2017	2017-04-14T00:00:00.000Z	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	WSG Wattens	ASKÖ Reichraming	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Dojo Wattens @ Sebastian Schrott-Straße 7, 6112 Wattens	6112	Wattens	Sebastian Schrott-Straße 7	Dojo Wattens	2. Judo Bundesliga Männer	
2	G	SV Gallneukirchen	5	50	ESV Sanjindo	9	84	2. Judo Bundesliga Männer	2017	2017-04-15T00:00:00.000Z	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	SV Gallneukirchen	JC Sanjindo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	NMS Turnsaal @4210 Gallneukirchen, Reichenauerstrasse 10	4210	Gallneukirchen	Reichenauerstrasse 10	NMS Turnsaal	2. Judo Bundesliga Männer	
2	G	Union Kirchham	9	66	Union Graz	5	50	2. Judo Bundesliga Männer	2017	2017-04-22T00:00:00.000Z	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Judo UNION Kirchham	UNION Graz	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Mehrzweckhalle Kirchham @ 4656 Kirchham 34/2	4656	Kirchham 34/2	4656 Kirchham 34/2	Mehrzweckhalle Kirchham	2. Judo Bundesliga Männer	
3	G	ESV Sanjindo	6	57	PSV Salzburg	8	71	2. Judo Bundesliga Männer	2017	2017-04-28T00:00:00.000Z	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JC Sanjindo	PSV Salzburg - Judo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Hermann Wielandnerhalle @ 5500 Bischofshofen, Sportplatzstr. 15	5500	Bischofshofen	Sportplatzstr. 15	Hermann Wielandnerhalle	2. Judo Bundesliga Männer	
3	G	SV Gallneukirchen	4	40	UJZ Mühlviertel 2	10	85	2. Judo Bundesliga Männer	2017	2017-04-29T00:00:00.000Z	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	SV Gallneukirchen	UJZ Mühlviertel	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	NMS Turnsaal @4210 Gallneukirchen, Reichenauerstrasse 10	4210	Gallneukirchen	Reichenauerstrasse 10	NMS Turnsaal	2. Judo Bundesliga Männer	
3	G	Union Kirchham	11	98	WSG Swarovski Judo Wattens	3	27	2. Judo Bundesliga Männer	2017	2017-04-29T00:00:00.000Z	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Judo UNION Kirchham	WSG Wattens	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	MZH Kirchham @4656 Kirchham 34/2	4656	Kirchham 34/2	4656 Kirchham 34/2	MZH Kirchham	2. Judo Bundesliga Männer	
4	G	WSG Swarovski Judo Wattens	9	72	SV Gallneukirchen	5	44	2. Judo Bundesliga Männer	2017	2017-05-05T00:00:00.000Z	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	WSG Wattens	SV Gallneukirchen	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Dojo Wattens @ Sebastian Schrott-Straße 7, 6112 Wattens	6112	Wattens	Sebastian Schrott-Straße 7	Dojo Wattens	2. Judo Bundesliga Männer	
4	G	Union Graz	8	77	ESV Sanjindo	6	60	2. Judo Bundesliga Männer	2017	2017-05-05T00:00:00.000Z	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UNION Graz	JC Sanjindo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Unionsporthalle @ 8010 Graz Gaußgasse 3	8010	Graz Gaußgasse 3	8010 Graz Gaußgasse 3	Unionsporthalle	2. Judo Bundesliga Männer	
4	G	PSV Salzburg	6	54	ASKÖ Reichraming	8	71	2. Judo Bundesliga Männer	2017	2017-05-06T00:00:00.000Z	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	PSV Salzburg - Judo	ASKÖ Reichraming	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	PSV Sportzentrum @ 5020 Salzburg, Frohnburgweg 5	5020	Salzburg	Frohnburgweg 5	PSV Sportzentrum	2. Judo Bundesliga Männer	
5	G	Union Graz	4	40	ASKÖ Reichraming	10	94	2. Judo Bundesliga Männer	2017	2017-05-26T00:00:00.000Z	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UNION Graz	ASKÖ Reichraming	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Union Sporthalle @ 8010 Graz, Gaußgasse 3	8010	Graz	Gaußgasse 3	Union Sporthalle	2. Judo Bundesliga Männer	
5	G	Union Kirchham	11	101	SV Gallneukirchen	3	27	2. Judo Bundesliga Männer	2017	2017-05-27T00:00:00.000Z	15:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Judo UNION Kirchham	SV Gallneukirchen	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	MZH Kirchham @4656 Kirchham 34/2	4656	Kirchham 34/2	4656 Kirchham 34/2	MZH Kirchham	2. Judo Bundesliga Männer	
5	G	UJZ Mühlviertel 2	10	91	PSV Salzburg	4	40	2. Judo Bundesliga Männer	2017	2017-05-27T00:00:00.000Z	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UJZ Mühlviertel	PSV Salzburg - Judo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	SHS Niederwaldkirchen @4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	SHS Niederwaldkirchen	2. Judo Bundesliga Männer	
6	G	WSG Swarovski Judo Wattens	5	26	UJZ Mühlviertel 2	9	84	2. Judo Bundesliga Männer	2017	2017-06-23T00:00:00.000Z	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	WSG Wattens	UJZ Mühlviertel	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Dojo Wattens @ Sebastian Schrott-Straße 7, 6112 Wattens	6112	Wattens	Sebastian Schrott-Straße 7	Dojo Wattens	2. Judo Bundesliga Männer	
6	G	PSV Salzburg	10	100	Union Graz	4	40	2. Judo Bundesliga Männer	2017	2017-06-24T00:00:00.000Z	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	PSV Salzburg - Judo	UNION Graz	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	PSV Sportzentrum @ 5020 Salzburg, Frohnburgweg 5	5020	Salzburg	Frohnburgweg 5	PSV Sportzentrum	2. Judo Bundesliga Männer	
