Round	Playoffs	Team Name 1	Score 1	Subscore 1	Team Name 2	Score 2	Subscore 2	League	Season	CompetitionStart	Time	Source	Team Organization 1	Team Organization 2	WeightClass00	WeightClass01	WeightClass02	WeightClass03	WeightClass04	WeightClass05	WeightClass06	WeightClass10	WeightClass11	WeightClass12	WeightClass13	WeightClass14	WeightClass15	WeightClass16	Location	Plz	City	Address	Venue	League	Broadcaster
2	G	JU DynamicOne	6	60	JU Raiffeisen Flachgau	8	80	1. Judo Bundesliga Männer	2018	2018-04-21T00:00:00.000Z	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JU DynamicOne	JU Flachgau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Veranstaltungszentrum Feldkirchen @4101 Feldkirchen/Donau,Schulstraße 12	4101	Feldkirchen/Donau	Schulstraße 12	Veranstaltungszentrum Feldkirchen	1. Judo Bundesliga Männer	
3	G	LZ Multikraft Wels	6	57	JC Wimpassing Sparkasse	8	80	1. Judo Bundesliga Männer	2018	2018-05-04T00:00:00.000Z	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	LZ Multikraft Wels	JC Wimpassing	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Budokan Wels @4600 Wels, Pulverturmstraße 5	4600	Wels	Pulverturmstraße 5	Budokan Wels	1. Judo Bundesliga Männer	ORF Sport+
3	G	cafe+co Vienna Samurai	5	44	JU Raiffeisen Flachgau	9	87	1. Judo Bundesliga Männer	2018	2018-05-04T00:00:00.000Z	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Vienna Samurai	JU Flachgau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Sportzentrum Strebersdorf @ 1210 Wien, Anton Böckstrasse 22	1210	Wien	Anton Böckstrasse 22	Sportzentrum Strebersdorf	1. Judo Bundesliga Männer	
3	G	JU Raika Pinzgau	8	80	ASKÖ Reichraming	6	60	1. Judo Bundesliga Männer	2018	2018-05-04T00:00:00.000Z	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JU Pinzgau	ASKÖ Reichraming	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	NMS Rauris @ 5661 Rauris, Schulweg 3	5661	Rauris	Schulweg 3	NMS Rauris	1. Judo Bundesliga Männer	
3	G	UJZ Mühlviertel 1	4	40	Volksbank Galaxy Judotigers	10	100	1. Judo Bundesliga Männer	2018	2018-05-05T00:00:00.000Z	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UJZ Mühlviertel	Galaxy Judo Tigers	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Josef Reiter Halle @4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	Josef Reiter Halle	1. Judo Bundesliga Männer	
4	G	Volksbank Galaxy Judotigers	12	120	ASKÖ Reichraming	2	20	1. Judo Bundesliga Männer	2018	2018-05-18T00:00:00.000Z	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Galaxy Judo Tigers	ASKÖ Reichraming	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Dojo Galaxytigers @ 2380 Perchtoldsdorf, Brunnerfeldstrasse 65	2380	Perchtoldsdorf	Brunnerfeldstrasse 65	Dojo Galaxytigers	1. Judo Bundesliga Männer	
4	G	cafe+co Vienna Samurai	5	50	UJZ Mühlviertel 1	9	87	1. Judo Bundesliga Männer	2018	2018-05-19T00:00:00.000Z	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Vienna Samurai	UJZ Mühlviertel	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Sportzentrum Strebersdorf @ 1210 Wien, Anton Böckstrasse 22	1210	Wien	Anton Böckstrasse 22	Sportzentrum Strebersdorf	1. Judo Bundesliga Männer	ORF Sport+
4	G	LZ Multikraft Wels	10	100	JU Raika Pinzgau	4	40	1. Judo Bundesliga Männer	2018	2018-05-19T00:00:00.000Z	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	LZ Multikraft Wels	JU Pinzgau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Budokan Wels @ 4600 Wels, Pulverturmstraße 5	4600	Wels	Pulverturmstraße 5	Budokan Wels	1. Judo Bundesliga Männer	
4	G	JC Wimpassing Sparkasse	11	107	JU DynamicOne	3	27	1. Judo Bundesliga Männer	2018	2018-05-19T00:00:00.000Z	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JC Wimpassing	JU DynamicOne	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Sporthalle Wimpassing @ 2632 Wimpassing,Bundesstraße 42	2632	Wimpassing	Bundesstraße 42	Sporthalle Wimpassing	1. Judo Bundesliga Männer	
5	G	ASKÖ Reichraming	9	90	cafe+co Vienna Samurai	5	47	1. Judo Bundesliga Männer	2018	2018-06-09T00:00:00.000Z	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	ASKÖ Reichraming	Vienna Samurai	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	VS Ternberg @4452 Ternberg, Alois Derfler-Straße 4	4452	Ternberg	Alois Derfler-Straße 4	VS Ternberg	1. Judo Bundesliga Männer	ORF Sport+
5	G	JU DynamicOne	8	77	LZ Multikraft Wels	6	60	1. Judo Bundesliga Männer	2018	2018-06-09T00:00:00.000Z	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JU DynamicOne	LZ Multikraft Wels	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Veranstaltungszentrum Feldkirchen @4101 Feldkirchen/Donau,Schulstraße 12	4101	Feldkirchen/Donau	Schulstraße 12	Veranstaltungszentrum Feldkirchen	1. Judo Bundesliga Männer	
5	G	JC Wimpassing Sparkasse	11	104	JU Raika Pinzgau	3	27	1. Judo Bundesliga Männer	2018	2018-06-09T00:00:00.000Z	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JC Wimpassing	JU Pinzgau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Sporthalle Wimpassing @ 2632 Wimpassing,Bundesstraße 42	2632	Wimpassing	Bundesstraße 42	Sporthalle Wimpassing	1. Judo Bundesliga Männer	
5	G	UJZ Mühlviertel 1	4	37	JU Raiffeisen Flachgau	10	97	1. Judo Bundesliga Männer	2018	2018-06-09T00:00:00.000Z	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UJZ Mühlviertel	JU Flachgau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Josef Reiter Halle @4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	Josef Reiter Halle	1. Judo Bundesliga Männer	
6	G	JU Raiffeisen Flachgau	6	57	JC Wimpassing Sparkasse	8	74	1. Judo Bundesliga Männer	2018	2018-06-15T00:00:00.000Z	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JU Flachgau	JC Wimpassing	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Gerhard Dorfingerhalle @ 5204 Straßwalchen, Aichbergstraße 1	5204	Straßwalchen	Aichbergstraße 1	Gerhard Dorfingerhalle	1. Judo Bundesliga Männer	ORF Sport+
6	G	JU Raika Pinzgau	1	10	UJZ Mühlviertel 1	13	130	1. Judo Bundesliga Männer	2018	2018-06-15T00:00:00.000Z	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JU Pinzgau	UJZ Mühlviertel	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	NMS Rauris @ 5661 Rauris, Schulweg 3	5661	Rauris	Schulweg 3	NMS Rauris	1. Judo Bundesliga Männer	
6	G	cafe+co Vienna Samurai	6	57	LZ Multikraft Wels	8	80	1. Judo Bundesliga Männer	2018	2018-06-16T00:00:00.000Z	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Vienna Samurai	LZ Multikraft Wels	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Kurt-Kucera-Halle @ Jura-Soyfer-Gasse 3, 1100 Wien	1100	Wien	Jura-Soyfer-Gasse 3	Kurt-Kucera-Halle	1. Judo Bundesliga Männer	
6	G	JU DynamicOne	1	10	Volksbank Galaxy Judotigers	13	124	1. Judo Bundesliga Männer	2018	2018-06-23T00:00:00.000Z	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JU DynamicOne	Galaxy Judo Tigers	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Veranstaltungszentrum Feldkirchen @4101 Feldkirchen/Donau,Schulstraße 12	4101	Feldkirchen/Donau	Schulstraße 12	Veranstaltungszentrum Feldkirchen	1. Judo Bundesliga Männer	
7	G	Volksbank Galaxy Judotigers	14	137	cafe+co Vienna Samurai	0	0	1. Judo Bundesliga Männer	2018	2018-09-07T00:00:00.000Z	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Galaxy Judo Tigers	Vienna Samurai	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Dojo Galaxytigers @ 2380 Perchtoldsdorf, Brunnerfeldstrasse 65	2380	Perchtoldsdorf	Brunnerfeldstrasse 65	Dojo Galaxytigers	1. Judo Bundesliga Männer	
7	G	JU Raiffeisen Flachgau	11	110	JU Raika Pinzgau	3	30	1. Judo Bundesliga Männer	2018	2018-09-07T00:00:00.000Z	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JU Flachgau	JU Pinzgau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Gerhard Dorfingerhalle @ 5204 Straßwalchen, Aichbergstraße 1	5204	Straßwalchen	Aichbergstraße 1	Gerhard Dorfingerhalle	1. Judo Bundesliga Männer	
7	G	JC Wimpassing Sparkasse	5	41	UJZ Mühlviertel 1	9	84	1. Judo Bundesliga Männer	2018	2018-09-08T00:00:00.000Z	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JC Wimpassing	UJZ Mühlviertel	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	NMS Pottschach @ 2630 Ternitz, Franz Samwaldstr. 25	2630	Ternitz	Franz Samwaldstr. 25	NMS Pottschach	1. Judo Bundesliga Männer	
7	G	JU DynamicOne	6	60	ASKÖ Reichraming	8	74	1. Judo Bundesliga Männer	2018	2018-09-08T00:00:00.000Z	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JU DynamicOne	ASKÖ Reichraming	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Veranstaltungszentrum Feldkirchen @4101 Feldkirchen/Donau,Schulstraße 12	4101	Feldkirchen/Donau	Schulstraße 12	Veranstaltungszentrum Feldkirchen	1. Judo Bundesliga Männer	ORF Sport+
8	G	Volksbank Galaxy Judotigers	12	114	JU Raika Pinzgau	2	20	1. Judo Bundesliga Männer	2018	2018-10-05T00:00:00.000Z	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Galaxy Judo Tigers	JU Pinzgau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	BSFZ Südstadt @ 2344 Maria Enzersdorf, Liese Prokop-Platz 1	2344	Maria Enzersdorf	Liese Prokop-Platz 1	BSFZ Südstadt	1. Judo Bundesliga Männer	ORF Sport+
8	G	LZ Multikraft Wels	5	47	JU Raiffeisen Flachgau	9	90	1. Judo Bundesliga Männer	2018	2018-10-06T00:00:00.000Z	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	LZ Multikraft Wels	JU Flachgau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Budokan Wels @ 4600 Wels, Pulverturmstraße 5	4600	Wels	Pulverturmstraße 5	Budokan Wels	1. Judo Bundesliga Männer	
8	G	ASKÖ Reichraming	6	57	JC Wimpassing Sparkasse	8	80	1. Judo Bundesliga Männer	2018	2018-10-06T00:00:00.000Z	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	ASKÖ Reichraming	JC Wimpassing	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	VS Ternberg @4452 Ternberg, Alois Derfler-Straße 4	4452	Ternberg	Alois Derfler-Straße 4	VS Ternberg	1. Judo Bundesliga Männer	
8	G	cafe+co Vienna Samurai	5	50	JU DynamicOne	9	84	1. Judo Bundesliga Männer	2018	2018-10-06T00:00:00.000Z	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Vienna Samurai	JU DynamicOne	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Rundturnhalle @ 1220 Wien, Steigenteschgasse 1	1220	Wien	Steigenteschgasse 1	Rundturnhalle	1. Judo Bundesliga Männer	
9	G	JU Raika Pinzgau	13	127	cafe+co Vienna Samurai	1	10	1. Judo Bundesliga Männer	2018	2018-10-13T00:00:00.000Z	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JU Pinzgau	Vienna Samurai	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	NMS Rauris @ 5661 Rauris, Schulweg 3	5661	Rauris	Schulweg 3	NMS Rauris	1. Judo Bundesliga Männer	
9	G	ASKÖ Reichraming	6	60	LZ Multikraft Wels	8	71	1. Judo Bundesliga Männer	2018	2018-10-13T00:00:00.000Z	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	ASKÖ Reichraming	LZ Multikraft Wels	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	VS Ternberg @4452 Ternberg, Alois Derfler-Straße 4	4452	Ternberg	Alois Derfler-Straße 4	VS Ternberg	1. Judo Bundesliga Männer	
9	G	JU Raiffeisen Flachgau	5	50	Volksbank Galaxy Judotigers	9	84	1. Judo Bundesliga Männer	2018	2018-10-13T00:00:00.000Z	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JU Flachgau	Galaxy Judo Tigers	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Gerhard Dorfingerhalle @ 5204 Straßwalchen, Aichbergstraße 1	5204	Straßwalchen	Aichbergstraße 1	Gerhard Dorfingerhalle	1. Judo Bundesliga Männer	
9	G	UJZ Mühlviertel 1	8	74	JU DynamicOne	6	57	1. Judo Bundesliga Männer	2018	2018-10-13T00:00:00.000Z	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UJZ Mühlviertel	JU DynamicOne	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Josef Reiter Halle @4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	Josef Reiter Halle	1. Judo Bundesliga Männer	ORF Sport+
1	G	WAT Stadlau	8	77	Union Graz	6	60	2. Judo Bundesliga Männer	2018	2018-04-21T00:00:00.000Z	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	WAT Stadlau	UNION Graz	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Bildungscampus @ 1220 Wien, Attemsgasse 22	1220	Wien	Attemsgasse 22	Bildungscampus	2. Judo Bundesliga Männer	
1	G	WSG Swarovski Judo Wattens	2	20	ESV Sanjindo	12	117	2. Judo Bundesliga Männer	2018	2018-04-21T00:00:00.000Z	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	WSG Wattens	JC Sanjindo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Dojo Wattens @ Sebastian Schrott-Straße 7, 6112 Wattens	6112	Wattens	Sebastian Schrott-Straße 7	Dojo Wattens	2. Judo Bundesliga Männer	
1	G	Union Kirchham	5	47	UJZ Mühlviertel 2	9	81	2. Judo Bundesliga Männer	2018	2018-04-21T00:00:00.000Z	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Judo UNION Kirchham	UJZ Mühlviertel	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	MZH Kirchham @4656 Kirchham 34/2	4656	Kirchham 34/2	4656 Kirchham 34/2	MZH Kirchham	2. Judo Bundesliga Männer	
2	G	UJZ Mühlviertel 2	10	91	PSV Salzburg	4	40	2. Judo Bundesliga Männer	2018	2018-05-05T00:00:00.000Z	16:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UJZ Mühlviertel	PSV Salzburg - Judo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Josef Reiter Halle @4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	Josef Reiter Halle	2. Judo Bundesliga Männer	
2	G	ESV Sanjindo	9	90	WAT Stadlau	5	50	2. Judo Bundesliga Männer	2018	2018-05-05T00:00:00.000Z	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JC Sanjindo	WAT Stadlau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Hermann Wielandnerhalle @ 5500 Bischofshofen, Sportplatzstr. 15	5500	Bischofshofen	Sportplatzstr. 15	Hermann Wielandnerhalle	2. Judo Bundesliga Männer	
2	G	Union Graz	9	87	WSG Swarovski Judo Wattens	5	50	2. Judo Bundesliga Männer	2018	2018-05-05T00:00:00.000Z	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UNION Graz	WSG Wattens	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Union Halle @ 8010 Graz, Gaußgasse 3	8010	Graz	Gaußgasse 3	Union Halle	2. Judo Bundesliga Männer	
3	G	WSG Swarovski Judo Wattens	0	0	Union Kirchham	14	131	2. Judo Bundesliga Männer	2018	2018-05-19T00:00:00.000Z	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	WSG Wattens	Judo UNION Kirchham	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Dojo Wattens @ Sebastian Schrott-Straße 7, 6112 Wattens	6112	Wattens	Sebastian Schrott-Straße 7	Dojo Wattens	2. Judo Bundesliga Männer	
3	G	ESV Sanjindo	11	98	UJZ Mühlviertel 2	3	27	2. Judo Bundesliga Männer	2018	2018-05-19T00:00:00.000Z	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JC Sanjindo	UJZ Mühlviertel	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Hermann Wielandnerhalle @ 5500 Bischofshofen, Sportplatzstr. 15	5500	Bischofshofen	Sportplatzstr. 15	Hermann Wielandnerhalle	2. Judo Bundesliga Männer	
3	G	PSV Salzburg	7	67	WAT Stadlau	7	70	2. Judo Bundesliga Männer	2018	2018-05-19T00:00:00.000Z	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	PSV Salzburg - Judo	WAT Stadlau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	PSV Sportzentrum @ 5020 Salzburg, Frohnburgweg 5	5020	Salzburg	Frohnburgweg 5	PSV Sportzentrum	2. Judo Bundesliga Männer	
