Round	Playoffs	Team Name 1	Score 1	Subscore 1	Team Name 2	Score 2	Subscore 2	League	Season	CompetitionStart	Time	Source	Team Organization 1	Team Organization 2	WeightClass00	WeightClass01	WeightClass02	WeightClass03	WeightClass04	WeightClass05	WeightClass06	WeightClass10	WeightClass11	WeightClass12	WeightClass13	WeightClass14	WeightClass15	WeightClass16	Location	Plz	City	Address	Venue	League	Broadcaster
4	G	WAT Stadlau	6	60	UJZ Mühlviertel 2	8	80	2. Judo Bundesliga Männer	2018	2018-06-09T00:00:00.000Z	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	WAT Stadlau	UJZ Mühlviertel	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Bildungscampus @ 1220 Wien, Attemsgasse 22	1220	Wien	Attemsgasse 22	Bildungscampus	2. Judo Bundesliga Männer	
4	G	PSV Salzburg	2	20	ESV Sanjindo	12	117	2. Judo Bundesliga Männer	2018	2018-06-09T00:00:00.000Z	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	PSV Salzburg - Judo	JC Sanjindo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	PSV Sportzentrum @ 5020 Salzburg, Frohnburgweg 5	5020	Salzburg	Frohnburgweg 5	PSV Sportzentrum	2. Judo Bundesliga Männer	
4	G	Union Graz	4	40	Union Kirchham	10	97	2. Judo Bundesliga Männer	2018	2018-06-09T00:00:00.000Z	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UNION Graz	Judo UNION Kirchham	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Union Halle @ 8010 Graz, Gaußgasse 3	8010	Graz	Gaußgasse 3	Union Halle	2. Judo Bundesliga Männer	
5	G	Union Graz	6	60	PSV Salzburg	8	80	2. Judo Bundesliga Männer	2018	2018-06-16T00:00:00.000Z	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UNION Graz	PSV Salzburg - Judo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Union Halle @ 8010 Graz, Gaußgasse 3	8010	Graz	Gaußgasse 3	Union Halle	2. Judo Bundesliga Männer	
5	G	UJZ Mühlviertel 2	9	84	WSG Swarovski Judo Wattens	5	44	2. Judo Bundesliga Männer	2018	2018-06-16T00:00:00.000Z	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UJZ Mühlviertel	WSG Wattens	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Josef Reiter Halle @4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	Josef Reiter Halle	2. Judo Bundesliga Männer	
5	G	Union Kirchham	6	60	ESV Sanjindo	8	77	2. Judo Bundesliga Männer	2018	2018-06-16T00:00:00.000Z	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Judo UNION Kirchham	JC Sanjindo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	MZH Kirchham @4656 Kirchham 34/2	4656	Kirchham 34/2	4656 Kirchham 34/2	MZH Kirchham	2. Judo Bundesliga Männer	
6	G	WSG Swarovski Judo Wattens	3	30	PSV Salzburg	11	110	2. Judo Bundesliga Männer	2018	2018-09-08T00:00:00.000Z	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	WSG Wattens	PSV Salzburg - Judo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Dojo Wattens @ Sebastian Schrott-Straße 7, 6112 Wattens	6112	Wattens	Sebastian Schrott-Straße 7	Dojo Wattens	2. Judo Bundesliga Männer	
6	G	UJZ Mühlviertel 2	8	80	Union Graz	6	51	2. Judo Bundesliga Männer	2018	2018-09-08T00:00:00.000Z	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UJZ Mühlviertel	UNION Graz	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Josef Reiter Halle @4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	Josef Reiter Halle	2. Judo Bundesliga Männer	
6	G	Union Kirchham	12	120	WAT Stadlau	2	17	2. Judo Bundesliga Männer	2018	2018-09-08T00:00:00.000Z	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Judo UNION Kirchham	WAT Stadlau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	MZH Kirchham @4656 Kirchham 34/2	4656	Kirchham 34/2	4656 Kirchham 34/2	MZH Kirchham	2. Judo Bundesliga Männer	
7	G	WAT Stadlau	7	70	WSG Swarovski Judo Wattens	7	67	2. Judo Bundesliga Männer	2018	2018-10-06T00:00:00.000Z	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	WAT Stadlau	WSG Wattens	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Rundturnhalle @ 1220 Wien, Steigenteschgasse 1	1220	Wien	Steigenteschgasse 1	Rundturnhalle	2. Judo Bundesliga Männer	
7	G	ESV Sanjindo	6	60	Union Graz	8	71	2. Judo Bundesliga Männer	2018	2018-10-06T00:00:00.000Z	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JC Sanjindo	UNION Graz	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Hermann Wielandnerhalle @ 5500 Bischofshofen, Sportplatzstr. 15	5500	Bischofshofen	Sportplatzstr. 15	Hermann Wielandnerhalle	2. Judo Bundesliga Männer	
7	G	PSV Salzburg	5	50	Union Kirchham	9	90	2. Judo Bundesliga Männer	2018	2018-10-06T00:00:00.000Z	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	PSV Salzburg - Judo	Judo UNION Kirchham	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	PSV Sportzentrum @ 5020 Salzburg, Frohnburgweg 5	5020	Salzburg	Frohnburgweg 5	PSV Sportzentrum	2. Judo Bundesliga Männer	
