Round	CompetitionStart	Location	City	Source
	1948-12-05	Königsegggasse @ Wien	Wien	{{Internetquelle |url=https://anno.onb.ac.at/cgi-content/anno?aid=ovs&datum=19481205&seite=8&zoom=33 |titel=Oesterreichische Judomeisterschaften |werk=Österreichische Volksstimme |hrsg=Österreichische Volksstimme |datum=1948-12-05 |sprache=de |abruf=2025-12-25}}
