Round	CompetitionStart	City	Source
	1988	Faak am See	{{Internetquelle |url=https://www.sn.at/archivsn?img=U0noBcbNflM%2BWUztx806yNmXgMDwsMB9zYR5caEpmYrz0Okvt0%2F%2FGmTfmY74PqibPeb7ZcGw%2FCal0MrMfdeQmuU5w64aSFcncGhB4nORnFaW1icMU6Q8MedKWbof6h0p&id1=19881117_14#slide14 |titel=Die Judomatte bleibt ihr begehrtes Ziel |werk=Salzburger Nachrichten |datum=1988-11-17 |sprache=de |abruf=2025-01-25}}
