Round	Playoffs	Team Name 1	Score 1	Subscore 1	Team Name 2	Score 2	Subscore 2	League	Season	CompetitionStart	Time	Source	Team Organization 1	Team Organization 2	WeightClass00	WeightClass01	WeightClass02	WeightClass03	WeightClass04	WeightClass05	WeightClass06	WeightClass10	WeightClass11	WeightClass12	WeightClass13	WeightClass14	WeightClass15	WeightClass16	Location	Plz	City	Address	Venue	League
1	P	PSV Salzburg	2	20	M&R Galaxy Tigers	12	117	Final4 1. Judo Bundesliga Männer	2023	2023-11-25	13:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	PSV Salzburg - Judo	Galaxy Judo Tigers	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Raiffeisen Sportpark @4810 Gmunden, Fliegerschulweg 46	4810	Gmunden	Fliegerschulweg 46	Raiffeisen Sportpark	Final4 1. Judo Bundesliga Männer
1	P	Judo-Leistungszentrum Multikraft Wels	6	57	UJZ Mühlviertel	8	74	Final4 1. Judo Bundesliga Männer	2023	2023-11-25	13:45:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	LZ Multikraft Wels	UJZ Mühlviertel	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Raiffeisen Sportpark @4810 Gmunden, Fliegerschulweg 46	4810	Gmunden	Fliegerschulweg 46	Raiffeisen Sportpark	Final4 1. Judo Bundesliga Männer
2	P	UJZ Mühlviertel	6	60	M&R Galaxy Tigers	8	74	Final4 1. Judo Bundesliga Männer	2023	2023-11-25	17:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UJZ Mühlviertel	Galaxy Judo Tigers	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Raiffeisen Sportpark @4810 Gmunden, Fliegerschulweg 46	4810	Gmunden	Fliegerschulweg 46	Raiffeisen Sportpark	Final4 1. Judo Bundesliga Männer
1	G	PSV Salzburg	4	40	Sanjindo Bischofshofen	3	30	1. Judo Bundesliga Männer	2023	2023-03-18	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	PSV Salzburg - Judo	JC Sanjindo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	PSV Sportzentrum @ 5020 Salzburg, Frohnburgweg 5	5020	Salzburg	Frohnburgweg 5	PSV Sportzentrum	1. Judo Bundesliga Männer
1	G	M&R Galaxy Tigers	4	40	Judo-Leistungszentrum Multikraft Wels	3	27	1. Judo Bundesliga Männer	2023	2023-03-18	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Galaxy Judo Tigers	LZ Multikraft Wels	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Gerhard Dorfingerhalle @ 5204 Straßwalchen, Aichbergstraße 1	5204	Straßwalchen	Aichbergstraße 1	Gerhard Dorfingerhalle	1. Judo Bundesliga Männer
1	G	Vienna Samurai	3	27	UJZ Mühlviertel	4	37	1. Judo Bundesliga Männer	2023	2023-03-18	17:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Vienna Samurai	UJZ Mühlviertel	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Bildungscamp Attemsgasse @ 1220 Wien, Attemsgasse 22	1220	Wien	Attemsgasse 22	Bildungscamp Attemsgasse	1. Judo Bundesliga Männer
2	G	Judo Union Raika Flachgau	2	20	Judo-Leistungszentrum Multikraft Wels	5	50	1. Judo Bundesliga Männer	2023	2023-03-18	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JU Flachgau	LZ Multikraft Wels	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Gerhard Dorfingerhalle @ 5204 Straßwalchen, Aichbergstraße 1	5204	Straßwalchen	Aichbergstraße 1	Gerhard Dorfingerhalle	1. Judo Bundesliga Männer
2	G	Sanjindo Bischofshofen	4	40	Wiener ASKÖ Team Stadlau	3	30	1. Judo Bundesliga Männer	2023	2023-03-18	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JC Sanjindo	WAT Stadlau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	PSV Sportzentrum @ 5020 Salzburg, Frohnburgweg 5	5020	Salzburg	Frohnburgweg 5	PSV Sportzentrum	1. Judo Bundesliga Männer
2	G	UJZ Mühlviertel	6	60	Judo Union Raika Pinzgau	1	10	1. Judo Bundesliga Männer	2023	2023-03-18	18:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UJZ Mühlviertel	JU Pinzgau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Bildungscamp Attemsgasse @ 1220 Wien, Attemsgasse 22	1220	Wien	Attemsgasse 22	Bildungscamp Attemsgasse	1. Judo Bundesliga Männer
3	G	PSV Salzburg	4	40	Wiener ASKÖ Team Stadlau	3	30	1. Judo Bundesliga Männer	2023	2023-03-18	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	PSV Salzburg - Judo	WAT Stadlau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	PSV Sportzentrum @ 5020 Salzburg, Frohnburgweg 5	5020	Salzburg	Frohnburgweg 5	PSV Sportzentrum	1. Judo Bundesliga Männer
3	G	Judo Union Raika Flachgau	3	30	M&R Galaxy Tigers	4	40	1. Judo Bundesliga Männer	2023	2023-03-18	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JU Flachgau	Galaxy Judo Tigers	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Gerhard Dorfingerhalle @ 5204 Straßwalchen, Aichbergstraße 1	5204	Straßwalchen	Aichbergstraße 1	Gerhard Dorfingerhalle	1. Judo Bundesliga Männer
3	G	Vienna Samurai	5	50	Judo Union Raika Pinzgau	2	20	1. Judo Bundesliga Männer	2023	2023-03-18	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Vienna Samurai	JU Pinzgau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Bildungscamp Attemsgasse @ 1220 Wien, Attemsgasse 22	1220	Wien	Attemsgasse 22	Bildungscamp Attemsgasse	1. Judo Bundesliga Männer
4	G	Judo Union Raika Pinzgau	2	20	Wiener ASKÖ Team Stadlau	5	50	1. Judo Bundesliga Männer	2023	2023-06-03	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JU Pinzgau	WAT Stadlau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Sporthalle NMS Rauris @ 5661 Rauris, Schulweg 3	5661	Rauris	Schulweg 3	Sporthalle NMS Rauris	1. Judo Bundesliga Männer
