Playoffs	CompetitionStart	Location	Team Name 1	Team Name 2	Score 1	Score 2	Source
P (Place 1/2)	1991-11	Attnang	JGV Wien	WKG ASVÖ Salzburg	5	2	{{Internetquelle |url=https://www.sn.at/archivsn?img=sIlG8UKSIqrD2kdsALNrs3tpB35LXrxkD2oO3zkd72L60cZICE9qX7NEgawncPIf6l4jL6ZmZwUxxHgmyP4bOoRDkhUO6f%2BJ%2BGd2MEP%2FHh89szT2Q%2BVk8rSv1AFwOcFR&id1=19911126_22#slide22 |titel=Kurz Gemeldet Judo |abruf=2025-01-25}}
