CompetitionStart	City	Source
1985-11-30	Mattersburg	{{Internetquelle |url=https://www2.sn.at/archiv/getImage.php?id=%2F95VrmM%2BC7T5XcuyLstrYkvnt%2BVXsYF%2BJBxOFSTlGo%2BiPKf6ufXkXLo5dH5vxZqvqUg%2FH0Z34csvZ0KWlOdVMYn5TBH3BMsWWU%2F6Kl1lbhnOE6NPOEA5nDeu4Asmuan%2B |titel=Salzburg auf einen Blick |werk=Salzburger Nachrichten |hrsg=Salzburger Nachrichten |datum=1985-11-22 |zitat=DIE FRAUENMANNSCHAFT des PSV Salzburg wird an den Mannschaftsmeisterschaften der Frauen im Judo teilnehmen. Die Titelkämpfe, an denen sich acht Mannschaften beteiligen, werden am 30. November in Mattersburg ausgetragen. |sprache=de |abruf=2024-01-17}}
