Round	Playoffs	Team Name 1	Score 1	Subscore 1	Team Name 2	Score 2	Subscore 2	League	Season	CompetitionStart	Time	Source	Team Organization 1	Team Organization 2	WeightClass00	WeightClass01	WeightClass02	WeightClass03	WeightClass04	WeightClass05	WeightClass06	WeightClass10	WeightClass11	WeightClass12	WeightClass13	WeightClass14	WeightClass15	WeightClass16	Location	Plz	City	Address	Venue	League
2	G	LZ Multikraft Wels	9	612	UJZ Mühlviertel	5	410	1. Judo Bundesliga Männer	2025	2025-05-10	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	LZ Multikraft Wels	UJZ Mühlviertel	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Wels: Budokan Wels @4600 Wels, Pulverturmstraße 5	4600	Wels	Pulverturmstraße 5	Wels: Budokan Wels	1. Judo Bundesliga Männer
3	G	Sanjindo Bischofshofen	9	720	WAT Stadlau	5	500	1. Judo Bundesliga Männer	2025	2025-05-24	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JC Sanjindo	WAT Stadlau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Hermann Wielandnerhalle @ 5500 Bischofshofen, Sportplatzstr. 15	5500	Bischofshofen	Sportplatzstr. 15	Hermann Wielandnerhalle	1. Judo Bundesliga Männer
3	G	UJZ Mühlviertel	4	401	Galaxy Judo Tigers	10	812	1. Judo Bundesliga Männer	2025	2025-05-24	18:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UJZ Mühlviertel	Galaxy Judo Tigers	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Niederwaldkirchen: SHS Niederwaldkirchen @4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	Niederwaldkirchen: SHS Niederwaldkirchen	1. Judo Bundesliga Männer
3	G	JU Burgkirchen/Schwand	14	1400	Judo Union Raika Flachgau	0	0	1. Judo Bundesliga Männer	2025	2025-05-24	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	U.BurgkirchenSchwand	JU Flachgau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Mehrzweckhalle Burgkirchen @5274 Burgkirchen, Pfarrhofstraße 5	5274	Burgkirchen	Pfarrhofstraße 5	Mehrzweckhalle Burgkirchen	1. Judo Bundesliga Männer
3	G	LZ Multikraft Wels	13	1201	Vienna Samurai	1	100	1. Judo Bundesliga Männer	2025	2025-05-24	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	LZ Multikraft Wels	Vienna Samurai	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Wels: Budokan Wels @4600 Wels, Pulverturmstraße 5	4600	Wels	Pulverturmstraße 5	Wels: Budokan Wels	1. Judo Bundesliga Männer
4	G	Vienna Samurai	3	203	UJZ Mühlviertel	11	1002	1. Judo Bundesliga Männer	2025	2025-09-13	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Vienna Samurai	UJZ Mühlviertel	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Bildungscampus@1200 Wien, Atemsgasse 22	1200	Wien	Atemsgasse 22	Bildungscampus	1. Judo Bundesliga Männer
4	G	WAT Stadlau	6	421	JU Burgkirchen/Schwand	8	810	1. Judo Bundesliga Männer	2025	2025-09-13	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	WAT Stadlau	U.BurgkirchenSchwand	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Bildungscampus@1220 Wien, Atemsgasse 22	1220	Wien	Atemsgasse 22	Bildungscampus	1. Judo Bundesliga Männer
4	G	Galaxy Judo Tigers	10	625	Sanjindo Bischofshofen	4	301	1. Judo Bundesliga Männer	2025	2025-09-13	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Galaxy Judo Tigers	JC Sanjindo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	BSFZ Südstadt @ 2344 Maria Enzersdorf, Liese Prokop-Platz 1	2344	Maria Enzersdorf	Liese Prokop-Platz 1	BSFZ Südstadt	1. Judo Bundesliga Männer
4	G	LZ Multikraft Wels	14	1400	Judo Union Raika Flachgau	0	0	1. Judo Bundesliga Männer	2025	2025-09-13	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	LZ Multikraft Wels	JU Flachgau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Wels: Budokan Wels @4600 Wels, Pulverturmstraße 5	4600	Wels	Pulverturmstraße 5	Wels: Budokan Wels	1. Judo Bundesliga Männer
5	G	Vienna Samurai	1	110	Galaxy Judo Tigers	13	1114	1. Judo Bundesliga Männer	2025	2025-09-20	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Vienna Samurai	Galaxy Judo Tigers	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Bildungscampus@1220 Wien, Atemsgasse 22	1220	Wien	Atemsgasse 22	Bildungscampus	1. Judo Bundesliga Männer
5	G	WAT Stadlau	2	200	LZ Multikraft Wels	12	1111	1. Judo Bundesliga Männer	2025	2025-09-20	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	WAT Stadlau	LZ Multikraft Wels	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Bildungscampus@1220 Wien, Atemsgasse 22	1220	Wien	Atemsgasse 22	Bildungscampus	1. Judo Bundesliga Männer
5	G	UJZ Mühlviertel	14	1400	Judo Union Raika Flachgau	0	0	1. Judo Bundesliga Männer	2025	2025-09-20	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UJZ Mühlviertel	JU Flachgau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Niederwaldkirchen: SHS Niederwaldkirchen @4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	Niederwaldkirchen: SHS Niederwaldkirchen	1. Judo Bundesliga Männer
5	G	JU Burgkirchen/Schwand	4	400	Sanjindo Bischofshofen	10	1000	1. Judo Bundesliga Männer	2025	2025-09-20	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	U.BurgkirchenSchwand	JC Sanjindo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Mehrzweckhalle Burgkirchen @5274 Burgkirchen, Pfarrhofstraße 5	5274	Burgkirchen	Pfarrhofstraße 5	Mehrzweckhalle Burgkirchen	1. Judo Bundesliga Männer
6	G	WAT Stadlau	3	311	UJZ Mühlviertel	11	1101	1. Judo Bundesliga Männer	2025	2025-10-18	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	WAT Stadlau	UJZ Mühlviertel	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Bildungscampus@1220 Wien, Atemsgasse 22	1220	Wien	Atemsgasse 22	Bildungscampus	1. Judo Bundesliga Männer
6	G	Judo Union Raika Flachgau	0	0	Vienna Samurai	14	1400	1. Judo Bundesliga Männer	2025	2025-10-18	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JU Flachgau	Vienna Samurai	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Gerhard Dorfingerhalle @ 5204 Straßwalchen, Aichbergstraße 1	5204	Straßwalchen	Aichbergstraße 1	Gerhard Dorfingerhalle	1. Judo Bundesliga Männer
6	G	Sanjindo Bischofshofen	9	711	LZ Multikraft Wels	5	500	1. Judo Bundesliga Männer	2025	2025-10-18	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JC Sanjindo	LZ Multikraft Wels	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Hermann Wielandnerhalle @ 5500 Bischofshofen, Sportplatzstr. 15	5500	Bischofshofen	Sportplatzstr. 15	Hermann Wielandnerhalle	1. Judo Bundesliga Männer
6	G	Galaxy Judo Tigers	10	802	JU Burgkirchen/Schwand	4	400	1. Judo Bundesliga Männer	2025	2025-10-18	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Galaxy Judo Tigers	U.BurgkirchenSchwand	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	BSFZ Südstadt @ 2344 Maria Enzersdorf, Liese Prokop-Platz 1	2344	Maria Enzersdorf	Liese Prokop-Platz 1	BSFZ Südstadt	1. Judo Bundesliga Männer
7	G	JU Burgkirchen/Schwand	5	500	LZ Multikraft Wels	9	900	1. Judo Bundesliga Männer	2025	2025-11-08	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	U.BurgkirchenSchwand	LZ Multikraft Wels	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Mehrzweckhalle Burgkirchen @5274 Burgkirchen, Pfarrhofstraße 5	5274	Burgkirchen	Pfarrhofstraße 5	Mehrzweckhalle Burgkirchen	1. Judo Bundesliga Männer
7	G	UJZ Mühlviertel	6	512	Sanjindo Bischofshofen	8	522	1. Judo Bundesliga Männer	2025	2025-11-08	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UJZ Mühlviertel	JC Sanjindo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Niederwaldkirchen: SHS Niederwaldkirchen @4202 Hellmonsödt, Schulstraße 5	4202	Hellmonsödt	Schulstraße 5	Niederwaldkirchen: SHS Niederwaldkirchen	1. Judo Bundesliga Männer
7	G	Vienna Samurai	6	600	WAT Stadlau	8	800	1. Judo Bundesliga Männer	2025	2025-11-08	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Vienna Samurai	WAT Stadlau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Rundhalle Lieblgasse@1220 Wien, Lieblgasse 4	1220	Wien	Lieblgasse 4	Rundhalle Lieblgasse	1. Judo Bundesliga Männer
7	G	Galaxy Judo Tigers	14	1400	Judo Union Raika Flachgau	0	0	1. Judo Bundesliga Männer	2025	2025-11-08	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Galaxy Judo Tigers	JU Flachgau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	BSFZ Südstadt @ 2344 Maria Enzersdorf, Liese Prokop-Platz 1	2344	Maria Enzersdorf	Liese Prokop-Platz 1	BSFZ Südstadt	1. Judo Bundesliga Männer
8	P (Place 2/4) 1	SU Noricum Leibnitz	4	401	Team PSV Flachgau	2	11	Final4 Bundesliga Frauen	2025	2025-11-22	14:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	SU RB Leibnitz	JU Flachgau	-48	-52	-57	-63	-70	+78		-48	-52	-57	-63	-70	+78		Sporthalle Gmunden @ 4810 Gmunden, Fliegerschulweg 46	4810	Gmunden	Fliegerschulweg 46	Sporthalle Gmunden	Final4 Bundesliga Frauen
11	P (Place 2/4) 2	UJZ Mühlviertel	3	212	ASKÖ Reichraming	3	201	Final4 Bundesliga Frauen	2025	2025-11-22	12:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UJZ Mühlviertel	ASKÖ Reichraming	-48	-52	-57	-63	-70	+78		-48	-52	-57	-63	-70	+78		Sporthalle Gmunden @ 4810 Gmunden, Fliegerschulweg 46	4810	Gmunden	Fliegerschulweg 46	Sporthalle Gmunden	Final4 Bundesliga Frauen
12	P (Place 1/2)	SU Noricum Leibnitz	4	302	UJZ Mühlviertel	2	110	Final4 Bundesliga Frauen	2025	2025-11-22	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	SU RB Leibnitz	UJZ Mühlviertel	-48	-52	-57	-63	-70	+78		-48	-52	-57	-63	-70	+78		Sporthalle Gmunden @ 4810 Gmunden, Fliegerschulweg 46	4810	Gmunden	Fliegerschulweg 46	Sporthalle Gmunden	Final4 Bundesliga Frauen
1	G	SU Noricum Leibnitz	4	400	Team Steiermark	2	110	Bundesliga Frauen	2025	2025-05-25	11:15:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	SU RB Leibnitz	Judo Freizeit Leoben	-48	-52	-57	-63	-70	+78		-48	-52	-57	-63	-70	+78		Niederwaldkirchen: SHS Niederwaldkirchen @4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	Niederwaldkirchen: SHS Niederwaldkirchen	Bundesliga Frauen
1	G	ASKÖ Reichraming	1	100	UJZ Mühlviertel	5	311	Bundesliga Frauen	2025	2025-05-25	11:15:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	ASKÖ Reichraming	UJZ Mühlviertel	-48	-52	-57	-63	-70	+78		-48	-52	-57	-63	-70	+78		Niederwaldkirchen: SHS Niederwaldkirchen @4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	Niederwaldkirchen: SHS Niederwaldkirchen	Bundesliga Frauen
1	G	Team Samurai-Stadlau	2	200	Team PSV Flachgau	4	400	Bundesliga Frauen	2025	2025-05-25	12:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Vienna Samurai	JU Flachgau	-48	-52	-57	-63	-70	+78		-48	-52	-57	-63	-70	+78		Niederwaldkirchen: SHS Niederwaldkirchen @4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	Niederwaldkirchen: SHS Niederwaldkirchen	Bundesliga Frauen
2	G	UJZ Mühlviertel	6	511	Team Steiermark	0	1	Bundesliga Frauen	2025	2025-05-25	12:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UJZ Mühlviertel	Judo Freizeit Leoben	-48	-52	-57	-63	-70	+78		-48	-52	-57	-63	-70	+78		Niederwaldkirchen: SHS Niederwaldkirchen @4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	Niederwaldkirchen: SHS Niederwaldkirchen	Bundesliga Frauen
2	G	Team PSV Flachgau	5	321	ASKÖ Reichraming	1	100	Bundesliga Frauen	2025	2025-05-25	12:45:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JU Flachgau	ASKÖ Reichraming	-48	-52	-57	-63	-70	+78		-48	-52	-57	-63	-70	+78		Niederwaldkirchen: SHS Niederwaldkirchen @4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	Niederwaldkirchen: SHS Niederwaldkirchen	Bundesliga Frauen
2	G	SU Noricum Leibnitz	5	223	Team Samurai-Stadlau	1	100	Bundesliga Frauen	2025	2025-05-25	12:45:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	SU RB Leibnitz	Vienna Samurai	-48	-52	-57	-63	-70	+78		-48	-52	-57	-63	-70	+78		Niederwaldkirchen: SHS Niederwaldkirchen @4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	Niederwaldkirchen: SHS Niederwaldkirchen	Bundesliga Frauen
3	G	ASKÖ Reichraming	3	310	SU Noricum Leibnitz	4	201	Bundesliga Frauen	2025	2025-05-25	13:30:00	{{Internetquelle |autor=Wolfgang Eichler |url=https://www.judoaustria.at/ausrufezeichen-5/ |titel=Ausrufezeichen |werk=Judo Austria |datum=2025-05-25 |sprache=de-AT |abruf=2026-01-03}}	ASKÖ Reichraming	SU RB Leibnitz	-48	-52	-57	-63	-70	+78		-48	-52	-57	-63	-70	+78		Niederwaldkirchen: SHS Niederwaldkirchen @4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	Niederwaldkirchen: SHS Niederwaldkirchen	Bundesliga Frauen
3	G	UJZ Mühlviertel	2	201	Team PSV Flachgau	4	202	Bundesliga Frauen	2025	2025-05-25	13:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UJZ Mühlviertel	JU Flachgau	-48	-52	-57	-63	-70	+78		-48	-52	-57	-63	-70	+78		Niederwaldkirchen: SHS Niederwaldkirchen @4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	Niederwaldkirchen: SHS Niederwaldkirchen	Bundesliga Frauen
3	G	Team Steiermark	2	200	Team Samurai-Stadlau	4	400	Bundesliga Frauen	2025	2025-05-25	14:15:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Judo Freizeit Leoben	Vienna Samurai	-48	-52	-57	-63	-70	+78		-48	-52	-57	-63	-70	+78		Niederwaldkirchen: SHS Niederwaldkirchen @4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	Niederwaldkirchen: SHS Niederwaldkirchen	Bundesliga Frauen
4	G	SU Noricum Leibnitz	3	201	UJZ Mühlviertel	4	114	Bundesliga Frauen	2025	2025-05-25	14:15:00	{{Internetquelle |autor=Wolfgang Eichler |url=https://www.judoaustria.at/ausrufezeichen-5/ |titel=Ausrufezeichen |werk=Judo Austria |datum=2025-05-25 |sprache=de-AT |abruf=2026-01-03}}	SU RB Leibnitz	UJZ Mühlviertel	-48	-52	-57	-63	-70	+78		-48	-52	-57	-63	-70	+78		Niederwaldkirchen: SHS Niederwaldkirchen @4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	Niederwaldkirchen: SHS Niederwaldkirchen	Bundesliga Frauen
4	G	Team Samurai-Stadlau	3	300	ASKÖ Reichraming	2	110	Bundesliga Frauen	2025	2025-05-25	15:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Vienna Samurai	ASKÖ Reichraming	-48	-52	-57	-63	-70	+78		-48	-52	-57	-63	-70	+78		Niederwaldkirchen: SHS Niederwaldkirchen @4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	Niederwaldkirchen: SHS Niederwaldkirchen	Bundesliga Frauen
4	G	Team Steiermark	2	200	Team PSV Flachgau	4	400	Bundesliga Frauen	2025	2025-05-25	15:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Judo Freizeit Leoben	JU Flachgau	-48	-52	-57	-63	-70	+78		-48	-52	-57	-63	-70	+78		Niederwaldkirchen: SHS Niederwaldkirchen @4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	Niederwaldkirchen: SHS Niederwaldkirchen	Bundesliga Frauen
5	G	ASKÖ Reichraming	4	300	Team Steiermark	3	300	Bundesliga Frauen	2025	2025-05-25	15:45:00	{{Internetquelle |autor=Wolfgang Eichler |url=https://www.judoaustria.at/ausrufezeichen-5/ |titel=Ausrufezeichen |werk=Judo Austria |datum=2025-05-25 |sprache=de-AT |abruf=2026-01-03}}	ASKÖ Reichraming	Judo Freizeit Leoben	-48	-52	-57	-63	-70	+78		-48	-52	-57	-63	-70	+78		Niederwaldkirchen: SHS Niederwaldkirchen @4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	Niederwaldkirchen: SHS Niederwaldkirchen	Bundesliga Frauen
5	G	Team PSV Flachgau	1	102	SU Noricum Leibnitz	5	320	Bundesliga Frauen	2025	2025-05-25	15:45:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JU Flachgau	SU RB Leibnitz	-48	-52	-57	-63	-70	+78		-48	-52	-57	-63	-70	+78		Niederwaldkirchen: SHS Niederwaldkirchen @4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	Niederwaldkirchen: SHS Niederwaldkirchen	Bundesliga Frauen
