Round	Playoffs	Team Name 1	Score 1	Subscore 1	Team Name 2	Score 2	Subscore 2	League	Season	CompetitionStart	Time	Source	Team Organization 1	Team Organization 2	WeightClass00	WeightClass01	WeightClass02	WeightClass03	WeightClass04	WeightClass05	WeightClass06	WeightClass10	WeightClass11	WeightClass12	WeightClass13	WeightClass14	WeightClass15	WeightClass16	Location	Plz	City	Address	Venue	League
2	G	UJZ Mühlviertel 1	8	72	SU Noricum Raiffeisenbank Leibnitz Judo	6	54	1. Judo Bundesliga Männer	2015	2015-05-09	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UJZ Mühlviertel	SU RB Leibnitz	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Josef Reiter Halle @ 4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	Josef Reiter Halle	1. Judo Bundesliga Männer
3	G	Judo Union Raika Pinzgau	6	43	Judo Union Raiffeisen Flachgau	8	80	1. Judo Bundesliga Männer	2015	2015-05-22	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JU Pinzgau	JU Flachgau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Sporthalle Hauptschule Rauris @ 5661 Rauris, Schulweg 3	5661	Rauris	Schulweg 3	Sporthalle Hauptschule Rauris	1. Judo Bundesliga Männer
3	G	cafe+co Vienna Samurai	7	47	Multikraft Wels	7	70	1. Judo Bundesliga Männer	2015	2015-05-22	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Vienna Samurai	LZ Multikraft Wels	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Sportzentrum Strebersdorf @ 1210 Wien, Anton-Böckgasse 20	1210	Wien	Anton-Böckgasse 20	Sportzentrum Strebersdorf	1. Judo Bundesliga Männer
3	G	JC Wimpassing/Lassee	9	87	UJZ Mühlviertel 1	5	50	1. Judo Bundesliga Männer	2015	2015-05-22	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JC Wimpassing	UJZ Mühlviertel	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Sporthalle Wimpassing @2632 Wimpassing, Bundesstraße 42	2632	Wimpassing	Bundesstraße 42	Sporthalle Wimpassing	1. Judo Bundesliga Männer
3	G	Volksbank Galaxy Judo Tigers	10	91	SU Noricum Raiffeisenbank Leibnitz Judo	4	35	1. Judo Bundesliga Männer	2015	2015-05-22	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Galaxy Judo Tigers	SU RB Leibnitz	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Dojo Galaxytigers @ 2380 Perchtoldsdorf, Brunnerfeldstrasse 65	2380	Perchtoldsdorf	Brunnerfeldstrasse 65	Dojo Galaxytigers	1. Judo Bundesliga Männer
4	G	Multikraft Wels	9	73	UJZ Mühlviertel 1	5	39	1. Judo Bundesliga Männer	2015	2015-09-11	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	LZ Multikraft Wels	UJZ Mühlviertel	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Budokan Wels @ 4600 Wels, Pulverturmstraße 5	4600	Wels	Pulverturmstraße 5	Budokan Wels	1. Judo Bundesliga Männer
4	G	Judo Union Raiffeisen Flachgau	2	20	Volksbank Galaxy Judo Tigers	11	91	1. Judo Bundesliga Männer	2015	2015-09-11	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JU Flachgau	Galaxy Judo Tigers	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Gerhard Dorfingerhalle @ 5204 Straßwalchen, Aichbergstraße 1	5204	Straßwalchen	Aichbergstraße 1	Gerhard Dorfingerhalle	1. Judo Bundesliga Männer
4	G	Judo Union Raika Pinzgau	7	62	SU Noricum Raiffeisenbank Leibnitz Judo	6	46	1. Judo Bundesliga Männer	2015	2015-09-11	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JU Pinzgau	SU RB Leibnitz	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Sporthalle Hauptschule Rauris @ 5661 Rauris, Schulweg 3	5661	Rauris	Schulweg 3	Sporthalle Hauptschule Rauris	1. Judo Bundesliga Männer
4	G	JC Wimpassing/Lassee	9	76	cafe+co Vienna Samurai	5	50	1. Judo Bundesliga Männer	2015	2015-09-12	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JC Wimpassing	Vienna Samurai	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Sporthalle Neue Mittelschule Neunkirchen @ 2620 Neunkirchen, Augasse 7	2620	Neunkirchen	Augasse 7	Sporthalle Neue Mittelschule Neunkirchen	1. Judo Bundesliga Männer
5	G	Volksbank Galaxy Judo Tigers	12	120	UJZ Mühlviertel 1	2	20	1. Judo Bundesliga Männer	2015	2015-10-02	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Galaxy Judo Tigers	UJZ Mühlviertel	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Siegfried-Ludwig-Halle @ 2380 Perchtoldsdorf, Plättenstraße 2	2380	Perchtoldsdorf	Plättenstraße 2	Siegfried-Ludwig-Halle	1. Judo Bundesliga Männer
5	G	SU Noricum Raiffeisenbank Leibnitz Judo	0	0	JC Wimpassing/Lassee	14	140	1. Judo Bundesliga Männer	2015	2015-10-02	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	SU RB Leibnitz	JC Wimpassing	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Mehrzweckhalle Gralla @ 8431 Gralla, Schulweg 7	8431	Gralla	Schulweg 7	Mehrzweckhalle Gralla	1. Judo Bundesliga Männer
5	G	Judo Union Raiffeisen Flachgau	8	80	Multikraft Wels	6	45	1. Judo Bundesliga Männer	2015	2015-10-02	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JU Flachgau	LZ Multikraft Wels	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Gerhard Dorfingerhalle @ 5204 Straßwalchen, Aichbergstraße 1	5204	Straßwalchen	Aichbergstraße 1	Gerhard Dorfingerhalle	1. Judo Bundesliga Männer
5	G	cafe+co Vienna Samurai	10	78	Judo Union Raika Pinzgau	3	25	1. Judo Bundesliga Männer	2015	2015-10-02	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Vienna Samurai	JU Pinzgau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Sportzentrum Strebersdorf @ 1210 Wien, Anton-Böckgasse 20	1210	Wien	Anton-Böckgasse 20	Sportzentrum Strebersdorf	1. Judo Bundesliga Männer
6	G	cafe+co Vienna Samurai	8	68	SU Noricum Raiffeisenbank Leibnitz Judo	5	38	1. Judo Bundesliga Männer	2015	2015-10-30	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Vienna Samurai	SU RB Leibnitz	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Sportzentrum Strebersdorf @ 1210 Wien, Anton-Böckgasse 20	1210	Wien	Anton-Böckgasse 20	Sportzentrum Strebersdorf	1. Judo Bundesliga Männer
6	G	Judo Union Raika Pinzgau	4	34	JC Wimpassing/Lassee	9	76	1. Judo Bundesliga Männer	2015	2015-10-30	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JU Pinzgau	JC Wimpassing	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Sporthalle Hauptschule Rauris @ 5661 Rauris, Schulweg 3	5661	Rauris	Schulweg 3	Sporthalle Hauptschule Rauris	1. Judo Bundesliga Männer
6	G	Multikraft Wels	3	30	Volksbank Galaxy Judo Tigers	11	90	1. Judo Bundesliga Männer	2015	2015-10-31	19:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	LZ Multikraft Wels	Galaxy Judo Tigers	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Budokan Wels @ 4600 Wels, Pulverturmstraße 5	4600	Wels	Pulverturmstraße 5	Budokan Wels	1. Judo Bundesliga Männer
6	G	UJZ Mühlviertel 1	5	47	Judo Union Raiffeisen Flachgau	8	62	1. Judo Bundesliga Männer	2015	2015-10-31	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UJZ Mühlviertel	JU Flachgau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Josef Reiter Halle @ 4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	Josef Reiter Halle	1. Judo Bundesliga Männer
7	G	JC Wimpassing/Lassee	7	64	Multikraft Wels	7	46	1. Judo Bundesliga Männer	2015	2015-11-07	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JC Wimpassing	LZ Multikraft Wels	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Sporthalle Wimpassing @2632 Wimpassing, Bundesstraße 42	2632	Wimpassing	Bundesstraße 42	Sporthalle Wimpassing	1. Judo Bundesliga Männer
7	G	SU Noricum Raiffeisenbank Leibnitz Judo	1	10	Judo Union Raiffeisen Flachgau	13	130	1. Judo Bundesliga Männer	2015	2015-11-07	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	SU RB Leibnitz	JU Flachgau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Gerhard Dorfingerhalle @ 5204 Straßwalchen, Aichbergstraße 1	5204	Straßwalchen	Aichbergstraße 1	Gerhard Dorfingerhalle	1. Judo Bundesliga Männer
7	G	Volksbank Galaxy Judo Tigers	9	82	Judo Union Raika Pinzgau	5	50	1. Judo Bundesliga Männer	2015	2015-11-07	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Galaxy Judo Tigers	JU Pinzgau	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Dojo Galaxytigers @ 2380 Perchtoldsdorf, Brunnerfeldstrasse 65	2380	Perchtoldsdorf	Brunnerfeldstrasse 65	Dojo Galaxytigers	1. Judo Bundesliga Männer
7	G	UJZ Mühlviertel 1	5	50	cafe+co Vienna Samurai	8	50	1. Judo Bundesliga Männer	2015	2015-11-07	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UJZ Mühlviertel	Vienna Samurai	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Sporthalle NMS Hellmonsödt @ 4202 Hellmonsödt, Försterstrasse 2	4202	Hellmonsödt	Försterstrasse 2	Sporthalle NMS Hellmonsödt	1. Judo Bundesliga Männer
1	G	Judoteam SHIAI-DO Union Thermenregion	6	55	Union Kirchham	8	70	2. Judo Bundesliga Männer	2015	2015-04-24	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Judoteam SHIAI DO	Judo UNION Kirchham	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Sporthalle Franz Fürst Freizeitzentrum @ 2351 Wiener Neudorf, Eumigweg 1-3	2351	Wiener Neudorf	Eumigweg 1-3	Sporthalle Franz Fürst Freizeitzentrum	2. Judo Bundesliga Männer
1	G	SV Gallneukirchen	7	65	Swarovski Judo Wattens	7	56	2. Judo Bundesliga Männer	2015	2015-04-24	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	SV Gallneukirchen	WSG Wattens	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Neue Mittelschule Gallneukirchen @ 4210 Gallneukirchen, Reichenauerstrasse 10	4210	Gallneukirchen	Reichenauerstrasse 10	Neue Mittelschule Gallneukirchen	2. Judo Bundesliga Männer
1	G	UNION Hartkirchen	12	107	Sanjindo Tigers	2	20	2. Judo Bundesliga Männer	2015	2015-04-25	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JU DynamicOne	JC Sanjindo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Schul- und Kulturzentrum Feldkirchen an der Donau @ Schulstraße 12, 4101 Feldkirchen an der Donau	4101	Feldkirchen an der Donau	Schulstraße 12	Schul- und Kulturzentrum Feldkirchen an der Donau	2. Judo Bundesliga Männer
2	G	UJZ Mühlviertel 2	10	100	SV Gallneukirchen	4	40	2. Judo Bundesliga Männer	2015	2015-05-09	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UJZ Mühlviertel	SV Gallneukirchen	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Josef Reiter Halle @ 4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	Josef Reiter Halle	2. Judo Bundesliga Männer
2	G	Swarovski Judo Wattens	8	75	Judoteam SHIAI-DO Union Thermenregion	6	60	2. Judo Bundesliga Männer	2015	2015-05-09	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	WSG Wattens	Judoteam SHIAI DO	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Dojo Wattens @ Sebastian Schrott-Straße 7, 6112 Wattens	6112	Wattens	Sebastian Schrott-Straße 7	Dojo Wattens	2. Judo Bundesliga Männer
2	G	Sanjindo Tigers	10	100	Union Kirchham	4	40	2. Judo Bundesliga Männer	2015	2015-05-09	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JC Sanjindo	Judo UNION Kirchham	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Hermann Wielandnerhalle @ 5500 Bischofshofen, Sportplatzstr. 15	5500	Bischofshofen	Sportplatzstr. 15	Hermann Wielandnerhalle	2. Judo Bundesliga Männer
3	G	Judoteam SHIAI-DO Union Thermenregion	7	70	SV Gallneukirchen	6	57	2. Judo Bundesliga Männer	2015	2015-05-22	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Judoteam SHIAI DO	SV Gallneukirchen	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Festsaal Franz Fürst Freizeitzentrum @ 2351 Wiener Neudorf, Eumigweg 1-3	2351	Wiener Neudorf	Eumigweg 1-3	Festsaal Franz Fürst Freizeitzentrum	2. Judo Bundesliga Männer
3	G	UJZ Mühlviertel 2	9	81	Swarovski Judo Wattens	5	44	2. Judo Bundesliga Männer	2015	2015-05-23	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UJZ Mühlviertel	WSG Wattens	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Josef Reiter Halle @ 4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	Josef Reiter Halle	2. Judo Bundesliga Männer
3	G	Union Kirchham	7	65	UNION Hartkirchen	7	67	2. Judo Bundesliga Männer	2015	2015-05-23	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Judo UNION Kirchham	JU DynamicOne	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Turnhalle VS Kirchham @ 4656 Kirchham 34	4656	Kirchham 34	4656 Kirchham 34	Turnhalle VS Kirchham	2. Judo Bundesliga Männer
4	G	Union Kirchham	7	65	Swarovski Judo Wattens	7	61	2. Judo Bundesliga Männer	2015	2015-09-11	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Judo UNION Kirchham	WSG Wattens	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Turnhalle VS Kirchham @ 4656 Kirchham 34	4656	Kirchham 34	4656 Kirchham 34	Turnhalle VS Kirchham	2. Judo Bundesliga Männer
4	G	Sanjindo Tigers	6	60	Judoteam SHIAI-DO Union Thermenregion	8	66	2. Judo Bundesliga Männer	2015	2015-09-12	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JC Sanjindo	Judoteam SHIAI DO	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Hermann Wielandnerhalle @ 5500 Bischofshofen, Sportplatzstr. 15	5500	Bischofshofen	Sportplatzstr. 15	Hermann Wielandnerhalle	2. Judo Bundesliga Männer
4	G	UNION Hartkirchen	7	70	UJZ Mühlviertel 2	7	70	2. Judo Bundesliga Männer	2015	2015-09-12	19:30:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	JU DynamicOne	UJZ Mühlviertel	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Schul- und Kulturzentrum Feldkirchen an der Donau @ Schulstraße 12, 4101 Feldkirchen an der Donau	4101	Feldkirchen an der Donau	Schulstraße 12	Schul- und Kulturzentrum Feldkirchen an der Donau	2. Judo Bundesliga Männer
5	G	SV Gallneukirchen	10	97	UNION Hartkirchen	4	35	2. Judo Bundesliga Männer	2015	2015-10-02	20:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	SV Gallneukirchen	JU DynamicOne	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Neue Mittelschule Gallneukirchen @ 4210 Gallneukirchen, Reichenauerstrasse 10	4210	Gallneukirchen	Reichenauerstrasse 10	Neue Mittelschule Gallneukirchen	2. Judo Bundesliga Männer
5	G	Swarovski Judo Wattens	8	54	Sanjindo Tigers	6	51	2. Judo Bundesliga Männer	2015	2015-10-03	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	WSG Wattens	JC Sanjindo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Dojo Wattens @ Sebastian Schrott-Straße 7, 6112 Wattens	6112	Wattens	Sebastian Schrott-Straße 7	Dojo Wattens	2. Judo Bundesliga Männer
5	G	Judoteam SHIAI-DO Union Thermenregion	4	35	UJZ Mühlviertel 2	10	100	2. Judo Bundesliga Männer	2015	2015-10-03	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Judoteam SHIAI DO	UJZ Mühlviertel	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Sporthalle Franz Fürst Freizeitzentrum @ 2351 Wiener Neudorf, Eumigweg 1-3	2351	Wiener Neudorf	Eumigweg 1-3	Sporthalle Franz Fürst Freizeitzentrum	2. Judo Bundesliga Männer
6	G	UJZ Mühlviertel 2	8	70	Sanjindo Tigers	6	60	2. Judo Bundesliga Männer	2015	2015-10-31	17:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	UJZ Mühlviertel	JC Sanjindo	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Josef Reiter Halle @ 4174 Niederwaldkirchen, Schallenbergstraße 11	4174	Niederwaldkirchen	Schallenbergstraße 11	Josef Reiter Halle	2. Judo Bundesliga Männer
6	G	Swarovski Judo Wattens	8	72	UNION Hartkirchen	6	54	2. Judo Bundesliga Männer	2015	2015-10-31	18:00:00	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	WSG Wattens	JU DynamicOne	-60	-66	-73	-81	-90	-100	+100	-60	-66	-73	-81	-90	-100	+100	Dojo Wattens @ Sebastian Schrott-Straße 7, 6112 Wattens	6112	Wattens	Sebastian Schrott-Straße 7	Dojo Wattens	2. Judo Bundesliga Männer
