Playoffs	Round	CompetitionStart	Location	Team Name 1	Team Name 2	Score 1	Score 2	Source
G	1	1972-07-01		ATSV Hallein	Union Graz	8	2	https://www.sn.at/archivsn?img=37uW%2FXv%2Fp%2Fz9thvQQQsX2uHz%2BArnjcLuMStlngifLzA%2BDxuOJ6TTkciANhv%2B5%2FqAsAPUZKPeOUOHln%2BVSSkjPpL1f8WceCOMFKER0WEOA8pkxYUDeTVSDuJcrvW8udlM&id1=19720703_10&q=ask%25C3%25B6%2520reichraming%2520judo#slide10
G	1	1972-07-01		ATSV Hallein	WAT I	7	3	https://www.sn.at/archivsn?img=37uW%2FXv%2Fp%2Fz9thvQQQsX2uHz%2BArnjcLuMStlngifLzA%2BDxuOJ6TTkciANhv%2B5%2FqAsAPUZKPeOUOHln%2BVSSkjPpL1f8WceCOMFKER0WEOA8pkxYUDeTVSDuJcrvW8udlM&id1=19720703_10&q=ask%25C3%25B6%2520reichraming%2520judo#slide10
G	1	1972-07-01		ATSV Hallein	ASKÖ Graz	6	4	https://www.sn.at/archivsn?img=37uW%2FXv%2Fp%2Fz9thvQQQsX2uHz%2BArnjcLuMStlngifLzA%2BDxuOJ6TTkciANhv%2B5%2FqAsAPUZKPeOUOHln%2BVSSkjPpL1f8WceCOMFKER0WEOA8pkxYUDeTVSDuJcrvW8udlM&id1=19720703_10&q=ask%25C3%25B6%2520reichraming%2520judo#slide10
G	1	1972-07-01		ASKÖ Reichraming	ATI Kwizda	8	2	https://www.sn.at/archivsn?img=37uW%2FXv%2Fp%2Fz9thvQQQsX2uHz%2BArnjcLuMStlngifLzA%2BDxuOJ6TTkciANhv%2B5%2FqAsAPUZKPeOUOHln%2BVSSkjPpL1f8WceCOMFKER0WEOA8pkxYUDeTVSDuJcrvW8udlM&id1=19720703_10&q=ask%25C3%25B6%2520reichraming%2520judo#slide10
G	1	1972-07-01		ASKÖ Graz	ASKÖ Reichraming	7	3	https://www.sn.at/archivsn?img=37uW%2FXv%2Fp%2Fz9thvQQQsX2uHz%2BArnjcLuMStlngifLzA%2BDxuOJ6TTkciANhv%2B5%2FqAsAPUZKPeOUOHln%2BVSSkjPpL1f8WceCOMFKER0WEOA8pkxYUDeTVSDuJcrvW8udlM&id1=19720703_10&q=ask%25C3%25B6%2520reichraming%2520judo#slide10
