Round	CompetitionStart	Location	Plz	City	Address	Venue	Team Name 1	Team Name 2	Score 1 Halftime	Score 2 Halftime	Score 1	Score 2	Subscore 1	Subscore 2	Source
6	1977-10	Volksschule Reichraming @ Schulstraße 5, 4462 Reichraming	4462	Reichraming	Schulstraße 5	Volksschule Reichraming	ASKÖ Reichraming	Union Graz			8	6	59	57	{{Internetquelle |titel=Die Reichraminger Judokas begeisterten mit großartiger kämpferischer Leistung |url=https://judo-reichraming.at/wp-content/uploads/2021/01/Zeitung1977_s.jpg |werk= |hrsg= |datum=1977-10-27 |sprache=de |abruf=2025-03-17}}
