Round	CompetitionStart	Location	City	Source
	2003-12-21	Sporthalle @ Wimpassing im Schwarzatale	Wimpassing im Schwarzatale	{{Internetquelle |url=https://web.archive.org/web/20040918153632/http://www.oejv.com/archive/arc11-2003.html |titel=Frauen-Mannschaftstitel ging nach Wien |werk=[[Judo Austria]] |hrsg=[[Judo Austria]] |datum=2004-09-18 |abruf=2024-12-07 |zitat=Heute fand in der Sporthalle in Wimpassing (NÖ) die Staatsmeisterschaft für Frauenmannschaften statt. Aus leider nur drei Mannschaften wurde der diesjährige Meister ermittelt.}}
