Position	First Name	Last Name	Team Name	Weight Class	Score	Subscore	Ippon	Wazaari	Yuko	Koka	Shido	Hansoku-make	Source	Nationality	Country
34	Dominik	Stiftinger-Lang	SU Noricum Raiffeisenbank Leibnitz Judo	-73 kg	5	29	1	3	2	0	20	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
35	Vlad	Visan	Multikraft Wels	-81 kg	4	40	4	1	2	0	5	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Romania	Romania
36	Lukas	Krpalek	SU Noricum Raiffeisenbank Leibnitz Judo	+100 kg	4	40	4	1	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Czechia	Czechia
37	Georgii	Zantaraia	Judo Union Raiffeisen Flachgau	-66 kg	4	40	4	0	3	0	5	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
38	Alexandr	Jurecka	UJZ Mühlviertel 1	-100 kg	4	40	3	2	3	0	7	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Czechia	Czechia
39	Sebastian	Schneider	Volksbank Galaxy Judo Tigers	-90 kg	4	37	2	4	1	0	6	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
40	Martin	Morgenbesser	JC Wimpassing/Lassee	-60 kg	4	37	2	1	0	0	11	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
41	Aaron	Fara	Volksbank Galaxy Judo Tigers	-100 kg	4	35	3	1	4	0	11	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
42	Yanislav	Gerchev	Volksbank Galaxy Judo Tigers	-60 kg	4	35	3	0	2	0	7	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Bulgaria	Bulgaria
43	Christian	Pichler	Judo Union Raiffeisen Flachgau	-90 kg	4	35	1	4	1	0	8	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
44	Jürgen	Grasmugg	SU Noricum Raiffeisenbank Leibnitz Judo	-66 kg	4	35	1	1	2	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
45	Tobias	Weixelbaumer	UJZ Mühlviertel 1	-66 kg	4	32	2	1	2	0	11	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
46	Hermann	Höllwart	Judo Union Raika Pinzgau	-90 kg	4	32	2	1	1	0	16	3	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
47	Michail	Sobanov	cafe+co Vienna Samurai	-60 kg	4	32	0	1	2	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
48	Krisztian	Toth	Multikraft Wels	-90 kg	4	25	1	2	0	0	8	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Hungary	Hungary
49	Simon	Hofer	UJZ Mühlviertel 1	-90 kg	3	30	3	1	0	0	6	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
50	Michael	Korrel	Judo Union Raiffeisen Flachgau	+100 kg	3	30	2	3	3	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Netherlands	Netherlands
51	Bernhard	Weißsteiner	cafe+co Vienna Samurai	-73 kg	3	30	2	3	2	0	8	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
52	Zlatko	Kumric	JC Wimpassing/Lassee	+100 kg	3	30	2	1	1	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Croatia	Croatia
53	Michael	Zeltner	JC Wimpassing/Lassee	-73 kg	3	30	2	0	1	0	9	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
54	Robert	Dumke	Judo Union Raika Pinzgau	-90 kg	3	30	2	0	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Germany	Germany
55	Andreas	Mitterfellner	Judo Union Raika Pinzgau	-73 kg	3	27	2	2	2	0	27	2	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
56	Marcus	Nyman	UJZ Mühlviertel 1	-90 kg	3	27	2	1	1	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Sweden	Sweden
57	Stefan	Kronberger	Judo Union Raiffeisen Flachgau	+100 kg	3	27	2	1	0	0	11	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
58	Patrick	Ganselmayer	JC Wimpassing/Lassee	-81 kg	3	27	1	2	1	0	11	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
59	Andreas	Mruk	JC Wimpassing/Lassee	+100 kg	3	25	2	1	3	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
60	Rainer	Binder	UJZ Mühlviertel 1	-100 kg	3	25	2	0	2	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
61	Bernhard	Alber	JC Wimpassing/Lassee	-100 kg	3	25	0	2	2	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
62	Rupert	Riess	Judo Union Raika Pinzgau	+100 kg	3	16	1	1	1	0	5	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
63	Denislav	Ivanov	Volksbank Galaxy Judo Tigers	-60 kg	3	16	1	0	3	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Bulgaria	Bulgaria
64	Michael	Winkler	Multikraft Wels	-73 kg	3	16	0	2	3	0	12	2	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
65	Driton	Shala	UJZ Mühlviertel 1	-73 kg	2	20	2	1	3	0	14	2	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
66	Vladut	Simionescu	Volksbank Galaxy Judo Tigers	+100 kg	2	20	2	1	2	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
67	Stefan	Kuciara	Volksbank Galaxy Judo Tigers	+100 kg	2	20	2	1	1	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
68	Thomas	Sterner	Judo Union Raiffeisen Flachgau	+100 kg	2	20	2	1	0	0	0	2	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
69	Andreas	Wenisch	JC Wimpassing/Lassee	-73 kg	2	20	2	0	4	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
70	Toma	Nikiforov	UJZ Mühlviertel 1	-100 kg	2	20	2	0	1	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Belgium	Belgium
71	Aleksandar	Kukolj	SU Noricum Raiffeisenbank Leibnitz Judo	-100 kg	2	20	2	0	1	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Serbia	Serbia
72	Bernard	Azinovic	SU Noricum Raiffeisenbank Leibnitz Judo	-60 kg	2	20	2	0	1	0	5	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Croatia	Croatia
73	Adam	Borchashvilli	Volksbank Galaxy Judo Tigers	-60 kg	2	20	2	0	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
74	Daniel	Allerstorfer	UJZ Mühlviertel 1	+100 kg	2	20	1	2	2	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
75	Thomas	Groiß	UJZ Mühlviertel 1	+100 kg	2	20	1	2	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
76	Marvin	Pum	Volksbank Galaxy Judo Tigers	-60 kg	2	20	1	1	1	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
77	Reinhold	Pühringer	UJZ Mühlviertel 1	-60 kg	2	20	1	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
78	Christoph	Schögler	SU Noricum Raiffeisenbank Leibnitz Judo	-81 kg	2	17	0	1	1	0	9	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
79	Julian	Kolein	cafe+co Vienna Samurai	-73 kg	2	11	1	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
80	Dominik	Stegmayer	Multikraft Wels	-81 kg	1	10	1	2	2	0	7	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
81	Andreas	Pessentheiner	Judo Union Raika Pinzgau	-60 kg	1	10	1	2	1	0	1	2	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
82	Hans-Peter	Fellner	Multikraft Wels	-66 kg	1	10	1	2	0	0	6	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
83	Ramzan	Isaev	UJZ Mühlviertel 1	-60 kg	1	10	1	0	5	0	12	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
84	Klaus	Gerzer	UJZ Mühlviertel 1	+100 kg	1	10	1	0	1	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
85	Alexander	Froschauer	Judo Union Raiffeisen Flachgau	-73 kg	1	10	1	0	1	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
86	Antoni	Jatowtt	Volksbank Galaxy Judo Tigers	-81 kg	1	10	1	0	1	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Poland	Poland
87	Philipp	Mükisch	Judo Union Raiffeisen Flachgau	-73 kg	1	10	1	0	1	0	8	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
88	Alwin	Hirschmugl	SU Noricum Raiffeisenbank Leibnitz Judo	-81 kg	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
89	Markus	Pausch	JC Wimpassing/Lassee	-73 kg	1	10	1	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
89	Randolf	Stangl	Judo Union Raiffeisen Flachgau	-100 kg	1	10	1	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
91	Marko	Vukicevic	cafe+co Vienna Samurai	-66 kg	1	10	1	0	0	0	2	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
91	Nico	Hofmann	Judo Union Raiffeisen Flachgau	-66 kg	1	10	1	0	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
93	Philipp	Ackerl	SU Noricum Raiffeisenbank Leibnitz Judo	+100 kg	1	10	1	0	0	0	18	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
94	Christoph	Jodl	Judo Union Raiffeisen Flachgau	-66 kg	1	10	0	2	1	0	5	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
95	Johann	Schmid	JC Wimpassing/Lassee	-81 kg	1	10	0	2	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
95	Martin	Bertagnoli	SU Noricum Raiffeisenbank Leibnitz Judo	+100 kg	1	10	0	2	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
97	Stefan	Moser	JC Wimpassing/Lassee	-60 kg	1	10	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
97	Tobias	Modl	Judo Union Raiffeisen Flachgau	-60 kg	1	10	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
99	Pavel	Petrikov	Judo Union Raika Pinzgau	-60 kg	1	7	0	1	1	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
100	Christoph	Hofer	UJZ Mühlviertel 1	-73 kg	1	7	0	1	1	0	8	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
101	Thomas	Haminger	Multikraft Wels	-66 kg	1	7	0	1	0	0	10	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
102	Valentin	Schnabel	SU Noricum Raiffeisenbank Leibnitz Judo	-60 kg	1	5	0	0	1	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
103	Marcus	Eder	Multikraft Wels	+100 kg	1	1	0	1	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
104	Stefan	Riegler	Multikraft Wels	-90 kg	0	0	0	1	1	0	19	2	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
105	Martin	Setz	Volksbank Galaxy Judo Tigers	-66 kg	0	0	0	1	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Germany	Germany
106	Marc	Grasmugg	SU Noricum Raiffeisenbank Leibnitz Judo	-81 kg	0	0	0	1	0	0	5	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
106	Thomas	Ackerl	SU Noricum Raiffeisenbank Leibnitz Judo	-90 kg	0	0	0	1	0	0	5	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
108	Martin	Schlögl	UJZ Mühlviertel 1	-81 kg	0	0	0	0	1	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
109	Martin	Reiter	UJZ Mühlviertel 1	-81 kg	0	0	0	0	1	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
110	Gabor	Hagyo	Judo Union Raiffeisen Flachgau	-66 kg	0	0	0	0	1	0	5	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Hungary	Hungary
111	Thomas	Grössig	Judo Union Raika Pinzgau	-60 kg	0	0	0	0	1	0	7	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
112	Lukas	Hofmann	Judo Union Raiffeisen Flachgau	-66 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
112	Michael	Korzinek	cafe+co Vienna Samurai	-73 kg	0	0	0	0	0	0	0	2	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
112	Robert	Kollisch	UJZ Mühlviertel 1	+100 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
115	Anton	Aschaber	Judo Union Raika Pinzgau	-90 kg	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
115	Gabriel	Lukanovic	cafe+co Vienna Samurai	-100 kg	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
115	Marcel	Pautz	UJZ Mühlviertel 1	+100 kg	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
115	Peter	Pfistermüller	UJZ Mühlviertel 1	+100 kg	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
119	Bernhard	Lang	JC Wimpassing/Lassee	-60 kg	0	0	0	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
119	Jonathan	Garcia Castillo	SU Noricum Raiffeisenbank Leibnitz Judo	-66 kg	0	0	0	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Dominican Republic	Dominican Republic
119	Lukas	Lindorfer	UJZ Mühlviertel 1	-60 kg	0	0	0	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
119	Mathias	Huemer	UJZ Mühlviertel 1	-66 kg	0	0	0	0	0	0	3	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
119	Michael	Mayr	Judo Union Raiffeisen Flachgau	-73 kg	0	0	0	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
124	Markus	Hintringer	UJZ Mühlviertel 1	-100 kg	0	0	0	0	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
124	Markus	Wimberger	Judo Union Raika Pinzgau	-73 kg	0	0	0	0	0	0	4	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
