Team Name	First Name	Last Name	Gewichtsklasse	Source
Judo Union Raika Pinzgau	Rupert sen.	Rieß	Trainer	{{Internetquelle |url=https://www.judo-ski-rauris.at/staatsmeister-2002.htm |titel=Staatsmeister 2002 |abruf=2026-01-04}}
