Position	First Name	Last Name	Team Name	Weight Class	Score	Subscore	Ippon	Wazaari	Yuko	Koka	Shido	Hansoku-make	Source	Nationality	Country
5	Mario	Buchebner	Union Burgkirchen-Schwand	-100 kg	10	100	4	12	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
6	Philipp	Sellner	ASKÖ Reichraming	-66 kg	9	90	6	8	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
7	Rupert 99	Beiskammer	Judo Union Pinzgau	-66 kg	8	74	4	5	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
8	Gabriel	Bretschneider	Judo Dornbirn	-90 kg	7	67	6	2	0	0	9	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
9	Khangerel	Batkhuyag	Judo Dornbirn	+100 kg	7	64	4	4	0	0	12	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
10	Igor	Tsurkan	ASKÖ Reichraming	-90 kg	6	60	5	4	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Ukraine	Ukraine
11	Matej	Poliak	Judo Union Pinzgau	-73 kg	6	60	4	4	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Slovakia	Slovakia
12	Patrick	Hinterberger	Union Burgkirchen-Schwand	-66 kg	6	60	3	6	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
13	Gerald	Grössig	Judo Union Pinzgau	+100 kg	6	60	3	2	0	0	11	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
14	Felix	Stadler	Union Burgkirchen-Schwand	-81 kg	6	57	4	2	0	0	7	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
15	Samuel	Lamm	Judo Union Pinzgau	-90 kg	5	50	3	5	0	0	8	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
16	Davide	Pozzi	Judo Dornbirn	-100 kg	5	50	1	2	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Italy	Italy
17	Daniel	Pail	Judo Union Pinzgau	-90 kg	4	40	4	1	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
18	Benjamin	Mataseje	JZ RAPSO Linz	-100 kg	4	40	2	5	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Slovakia	Slovakia
18	Florian	Kölzer	ASKÖ Reichraming	-73 kg	4	40	2	5	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
20	Eric-Phathon	Müller	Judo Union Pinzgau	-60 kg	4	40	2	4	0	0	5	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
21	Jonathan	Gehmayr	Union Burgkirchen-Schwand	-73 kg	4	37	1	5	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
22	Maximilian	Niederstetter	Judo Dornbirn	-73 kg	3	30	3	1	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
23	Peter	Hangöbl	Union Burgkirchen-Schwand	-73 kg	3	30	3	1	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
24	Carlo	Kohler	Judo Dornbirn	-73 kg	3	30	3	0	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
25	Lukas	Zoitl	JZ RAPSO Linz	-90 kg	3	30	2	4	0	0	5	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
26	Manuel	Wiesler	Judo Dornbirn	-60 kg	3	30	2	2	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
27	Markus	Kahlig	ASKÖ Reichraming	-100 kg	3	27	2	1	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
28	Marat	Kryzhanskyi	Judo Dornbirn	-100 kg	2	20	2	2	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Ukraine	Ukraine
29	Djabrail	Zakajev	JZ RAPSO Linz	-66 kg	2	20	2	1	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
29	Viktor	Adam	JZ RAPSO Linz	-100 kg	2	20	2	1	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Slovakia	Slovakia
31	Ilia	Snezhkov	ASKÖ Reichraming	-100 kg	2	20	2	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
32	Jürgen	Landerl	ASKÖ Reichraming	-81 kg	2	20	1	3	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
33	Peter	Kalasz	JZ RAPSO Linz	-90 kg	2	20	1	3	0	0	13	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
34	Martin	Miesenberger	JZ RAPSO Linz	-73 kg	2	20	1	2	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
34	Matteo	Gruber	Judo Dornbirn	-60 kg	2	20	1	2	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
34	Volkhard	Stangl	Judo Dornbirn	-73 kg	2	20	1	2	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
37	Driton	Shala	JZ RAPSO Linz	-81 kg	2	20	0	4	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
38	Florian	Wiesinger	ASKÖ Reichraming	+100 kg	2	20	0	4	0	0	12	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
39	Oleksii	Boldyriev	ASKÖ Reichraming	-90 kg	2	20	0	3	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Poland	Poland
40	Shujo	Iskandarov	JZ RAPSO Linz	-66 kg	2	17	1	2	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Tajikistan	Tajikistan
41	Niklas	Cueni	Judo Dornbirn	-66 kg	1	10	1	1	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Switzerland	Switzerland
42	Markus	Steidl	Union Burgkirchen-Schwand	-100 kg	1	10	1	1	0	0	6	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
43	Maximilian	Konrad	Union Burgkirchen-Schwand	-81 kg	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
43	Sandro	Hölzler	Judo Dornbirn	+100 kg	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
45	Christoph	Canal	Judo Dornbirn	-66 kg	1	10	1	0	0	0	1	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
45	Matthias	Wimberger	Judo Union Pinzgau	+100 kg	1	10	1	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
47	Daniel	Schager	Judo Union Pinzgau	+100 kg	1	10	1	0	0	0	5	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
48	Elbert	Makhashev	JZ RAPSO Linz	-73 kg	1	10	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
49	Andreas	Karner	JZ RAPSO Linz	+100 kg	1	10	0	0	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
50	Andreas	Vitzthumecker	Union Burgkirchen-Schwand	-60 kg	0	0	0	1	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
51	Leon	Nussbaumer	Judo Dornbirn	-81 kg	0	0	0	1	0	0	8	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
52	Bernhard	Scharnreitner	ASKÖ Reichraming	-90 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
52	Christof	Pechar	ASKÖ Reichraming	-81 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
52	David	Böhler	Judo Dornbirn	-90 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
52	Giorgi	Nagladze	Judo Dornbirn	-100 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
52	Johann	Reisinger	ASKÖ Reichraming	-73 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
52	Khadzhimurad	Abdulagatov	Judo Dornbirn	-60 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
52	Luca	Gassenbauer	ASKÖ Reichraming	+100 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
52	Markus	Wimberger	Judo Union Pinzgau	-100 kg	0	0	0	0	0	0	0	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
52	Nico	Gassenbauer	ASKÖ Reichraming	-73 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
61	Andreas	Moser	Judo Union Pinzgau	+100 kg	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
61	Benjamin	Gehmayr	Union Burgkirchen-Schwand	-90 kg	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
61	Marco	Moosbrugger	Judo Dornbirn	-66 kg	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
61	Mert	Basar	Judo Dornbirn	-81 kg	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
65	Alexander	Hatzmann	Union Burgkirchen-Schwand	-100 kg	0	0	0	0	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
65	Fabian	Hadjiyski	Judo Union Pinzgau	-73 kg	0	0	0	0	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
65	Manuel	Wiesinger	ASKÖ Reichraming	-90 kg	0	0	0	0	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
68	Ramzan	Abasov	JZ RAPSO Linz	-66 kg	0	0	0	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
69	Abdulmalik	Abasov	JZ RAPSO Linz	-60 kg	0	0	0	0	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
1	Helin	Türk	Team Samurai-Stadlau	-48 kg	8	77	6	4	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
2	Jacqueline	Springer	Team Samurai-Stadlau	-52 kg	8	77	4	1	0	0	3	0	{{Internetquelle |autor=Wolfgang Eichler |url=https://www.judoaustria.at/hochspannung-garantiert-2/ |titel=Hochspannung garantiert |werk=Judo Austria |datum=2024-11-29 |sprache=de-DE |abruf=2024-11-29}}		
3	Lisa	Peherstorfer	UJZ Mühlviertel	-48 kg	7	70	2	5	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
4	Verena	Hiden	SU Noricum Leibnitz	-63 kg	7	67	5	4	0	0	5	0	{{Internetquelle |autor=Wolfgang Eichler |url=https://www.judoaustria.at/hochspannung-garantiert-2/ |titel=Hochspannung garantiert |werk=Judo Austria |datum=2024-11-29 |sprache=de-DE |abruf=2024-11-29}}	Austria	Austria
5	Paula	Filzwieser	Team Steiermark	-57 kg	6	60	3	7	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
6	Lisa	Dengg	Sanjindo Bischofshofen	-52 kg	6	60	3	5	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
7	Lisa	Betz	Team Samurai-Stadlau	-63 kg	6	57	4	1	0	0	11	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
8	Mathilda	Rittsteiger	UJZ Mühlviertel	-70 kg	5	50	4	3	0	0	6	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
9	Claudia	Sengstschmid	ASKÖ Reichraming	-70 kg	5	50	4	2	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
10	Tina	Reiter	UJZ Mühlviertel	-57 kg	5	50	4	1	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
11	Katharina	Mikota	UJZ Mühlviertel	-52 kg	5	50	3	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
12	Rosalie	Wöss	ASKÖ Reichraming	+78 kg	5	50	2	4	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
13	Laura	Summer	UJZ Mühlviertel	+78 kg	5	47	3	3	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
14	Bleona	Rama	ASKÖ Reichraming	-63 kg	5	47	2	5	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
15	Maria	Höllwart	Sanjindo Bischofshofen	+78 kg	4	40	2	4	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
16	Anna	Wenzel	SU Noricum Leibnitz	-48 kg	4	40	2	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
17	Lisa	Tretnjak	SU Noricum Leibnitz	-70 kg	4	40	2	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
18	Claire	Pröll	UJZ Mühlviertel	-70 kg	4	37	1	3	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
19	Franziska	Schlögl	UJZ Mühlviertel	-63 kg	4	37	0	3	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
20	Leonie	Bayr	Team Samurai-Stadlau	-70 kg	4	34	2	2	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
21	Julia	Sommer	Sanjindo Bischofshofen	-57 kg	3	30	3	1	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
22	Fanny	Amann	Team Samurai-Stadlau	-57 kg	3	30	3	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
23	Elisabeth	Waldner-Wenzel	SU Noricum Leibnitz	-48 kg	3	30	3	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
24	Pia-Jaqueline	Kraft	Sanjindo Bischofshofen	-70 kg	3	30	2	1	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
25	Heidi	Jaklitsch	Team Steiermark	-48 kg	3	30	2	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
25	Isabella	Stögmann	ASKÖ Reichraming	-48 kg	3	30	2	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
27	Sarah	Mairhofer	SU Noricum Leibnitz	+78 kg	3	30	2	0	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
28	Helene	Schrattenholzer	Galaxy Klosterneuburg	+78 kg	3	30	1	4	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
29	Hanna	Stadler	Team PSV - Flachgau	-70 kg	3	30	1	2	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
30	Christina	Raffler	SU Noricum Leibnitz	-57 kg	3	27	1	4	0	0	8	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
31	Carina	Klaus-Sternwieser	ASKÖ Reichraming	-52 kg	3	27	1	3	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
32	Franziska	Kaiser	Team PSV - Flachgau	-57 kg	3	27	1	2	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
33	Johanna	Haager	Galaxy Klosterneuburg	-63 kg	2	20	2	1	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
34	Katharina	Fabian	Team Samurai-Stadlau	-70 kg	2	20	2	1	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
35	Martina	Kogler	Team Steiermark	+78 kg	2	20	2	0	0	0	1	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
36	Michaela	Höllwart	Sanjindo Bischofshofen	+78 kg	2	20	2	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
37	Rukiye	Özerdem	Galaxy Klosterneuburg	-70 kg	2	20	2	0	0	0	7	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
38	Nina	Auer	Sanjindo Bischofshofen	-48 kg	2	20	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
39	Larissa	Sickinger	Sanjindo Bischofshofen	-57 kg	2	20	1	0	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
40	Helena	Tonka	Team PSV - Flachgau	-52 kg	2	20	1	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
40	Julia	Steiner	Team PSV - Flachgau	-63 kg	2	20	1	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
42	Leonie	Wagenbichler	Team PSV - Flachgau	-48 kg	2	20	0	2	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
43	Valerie	Sas-Zaloziecki	Galaxy Klosterneuburg	-52 kg	2	20	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
44	Desiree	Steininger	ASKÖ Reichraming	-52 kg	2	20	0	0	0	0	5	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
45	Johanna	Leitner	UJZ Mühlviertel	-63 kg	2	17	1	1	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
46	Sarah	Lippert	ASKÖ Reichraming	-57 kg	2	17	1	1	0	0	8	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
47	Lena	Mayrhofer	UJZ Mühlviertel	-52 kg	2	17	0	1	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
48	Kiara	Kain	Galaxy Klosterneuburg	-57 kg	1	10	1	2	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
49	Valentina	Lamm	SU Noricum Leibnitz	-52 kg	1	10	1	1	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
50	Inga	Boruch	SU Noricum Leibnitz	+78 kg	1	10	1	1	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
51	Lea	Pipelka	Team Samurai-Stadlau	-52 kg	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
52	Katja	Gadermaier	Galaxy Klosterneuburg	-57 kg	1	10	0	2	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
53	Elena	Hinterreiter	ASKÖ Reichraming	+78 kg	1	10	0	2	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
54	Stefanie	Hutter	Sanjindo Bischofshofen	-63 kg	1	10	0	2	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
55	Marlene	Schinwald	Team PSV - Flachgau	-57 kg	1	10	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
56	Emma	Filzwieser	Team Steiermark	-70 kg	1	10	0	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
56	Natasa	Pavic	Team PSV - Flachgau	+78 kg	1	10	0	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
58	Maya	Kochauf	Galaxy Klosterneuburg	-52 kg	1	10	0	0	0	0	4	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
59	Hannah	Füreder	UJZ Mühlviertel	-57 kg	1	7	0	1	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
60	Carina	Pferschy	Team Steiermark	-63 kg	0	0	0	1	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
60	Lisa	Gfrerer	Team PSV - Flachgau	+78 kg	0	0	0	1	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
60	Sarah	Strohmayer	SU Noricum Leibnitz	-57 kg	0	0	0	1	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
63	Tanzila	Muntsurova	ASKÖ Reichraming	-48 kg	0	0	0	1	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
64	Carina	Schwarzbauer	UJZ Mühlviertel	-57 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
64	Elena	Amlacher	Team Samurai-Stadlau	-57 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
64	Helga	Höllwart	Sanjindo Bischofshofen	-63 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
