Position	First Name	Last Name	Team Name	Weight Class	Score	Subscore	Ippon	Wazaari	Yuko	Koka	Shido	Hansoku-make	Source	Nationality	Country
22	Dominik	Stiftinger-Lang	SU Noricum Leibnitz	-73 kg	6	54	4	2	4	0	14	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
23	Simon	Hofer	UJZ Mühlviertel 1	-90 kg	6	50	4	0	4	0	11	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
24	Denislav	Ivanov	Volksbank Galaxy Judo Tigers	-60 kg	6	48	4	1	2	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Bulgaria	Bulgaria
25	Christoph	Mayer	Judo Union Raika Pinzgau	+100 kg	6	46	4	0	2	0	14	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
26	Steffen	Wagner	Judo Union Raiffeisen Flachgau	-81 kg	5	50	5	0	1	0	3	2	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
27	Milan	Randl	UJZ Mühlviertel 1	-100 kg	5	50	5	0	0	0	14	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Slovakia	Slovakia
28	Bence	Zambori	Judo Union Raiffeisen Flachgau	-66 kg	5	50	4	2	3	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Hungary	Hungary
29	Stefan	Moser	JC Wimpassing/Lassee	-60 kg	5	50	3	6	3	0	7	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
30	Andreas	Wenisch	JC Wimpassing/Lassee	-81 kg	5	47	4	1	4	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
31	Philip	Graf	cafe+co Vienna Samurai	-60 kg	5	47	2	6	2	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Germany	Germany
32	Christian	Pichler	Judo Union Raiffeisen Flachgau	-100 kg	5	47	1	7	2	0	7	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
33	Matteo	Piras	JC Wimpassing/Lassee	-66 kg	5	40	3	1	4	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Italy	Italy
34	Michael	Winkler	LZ Multikraft Wels	-73 kg	5	19	0	1	3	0	17	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
35	Rupert	Riess	Judo Union Raika Pinzgau	+100 kg	4	40	4	2	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
36	Tobias	Weixelbaumer	UJZ Mühlviertel 1	-66 kg	4	40	3	2	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
37	Philipp	Ackerl	SU Noricum Leibnitz	-100 kg	4	40	2	4	1	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
38	Aleksandar	Kukolj	SU Noricum Leibnitz	+100 kg	4	37	3	1	1	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Serbia	Serbia
39	Julian	Reichstein	Volksbank Galaxy Judo Tigers	+100 kg	4	35	3	3	5	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
40	Laszlo	Csoknyai	Judo Union Raiffeisen Flachgau	-90 kg	4	35	3	0	4	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Hungary	Hungary
41	Marvin	Pum	Volksbank Galaxy Judo Tigers	-60 kg	4	34	2	2	1	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
42	Markus	Wimberger	Judo Union Raika Pinzgau	-73 kg	4	34	1	5	1	0	10	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
43	Johannes	Pacher	Volksbank Galaxy Judo Tigers	+100 kg	4	32	2	1	2	0	6	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
44	David	Klammert	JC Wimpassing/Lassee	-100 kg	4	30	2	0	2	0	10	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Czechia	Czechia
45	Sascha	Kuba	cafe+co Vienna Samurai	-90 kg	4	26	1	2	1	0	9	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
46	Marcus	Nyman	UJZ Mühlviertel 1	-90 kg	4	19	0	2	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Sweden	Sweden
47	Markus	Weninger	JC Wimpassing/Lassee	-100 kg	3	30	3	0	2	0	5	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
48	Michael	Zeltner	JC Wimpassing/Lassee	-73 kg	3	30	3	0	1	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
49	David	Pulkrabek	SU Noricum Leibnitz	-60 kg	3	30	2	2	2	0	6	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
50	Driton	Shala	UJZ Mühlviertel 1	-73 kg	3	30	2	2	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
51	Julian	Kolein	cafe+co Vienna Samurai	-73 kg	3	30	1	2	4	0	3	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
52	Martin	Morgenbesser	JC Wimpassing/Lassee	-66 kg	3	27	2	2	2	0	6	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
53	Marko	Vukicevic	cafe+co Vienna Samurai	-66 kg	3	27	2	2	1	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
54	Rok	Plesnik	SU Noricum Leibnitz	-66 kg	3	27	2	1	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Slovenia	Slovenia
55	Philipp	Popp	SU Noricum Leibnitz	+100 kg	3	27	2	1	0	0	5	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
56	Clemens	Prentner	cafe+co Vienna Samurai	+100 kg	3	21	1	3	3	0	10	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
57	Adam	Borchashvilli	Volksbank Galaxy Judo Tigers	-66 kg	3	13	0	1	4	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
58	Samuel	Gaßner	UJZ Mühlviertel 1	-60 kg	2	20	2	3	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
59	Johann	Schmid	JC Wimpassing/Lassee	-81 kg	2	20	2	2	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
60	Hermann	Höllwart	Judo Union Raika Pinzgau	-81 kg	2	20	2	1	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
61	Sam	Van T Westende	Volksbank Galaxy Judo Tigers	-73 kg	2	20	2	0	2	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Netherlands	Netherlands
62	Markus	Hirzberger	JC Wimpassing/Lassee	-66 kg	2	20	2	0	2	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
63	Stefan	Kudera	Volksbank Galaxy Judo Tigers	-66 kg	2	20	2	0	2	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
64	Or	Sasson	Volksbank Galaxy Judo Tigers	+100 kg	2	20	2	0	1	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
65	Andreas	Wagner	Volksbank Galaxy Judo Tigers	-73 kg	2	20	2	0	1	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
66	Michal	Horak	LZ Multikraft Wels	+100 kg	2	20	2	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Czechia	Czechia
67	Philipp	Mükisch	Judo Union Raiffeisen Flachgau	-81 kg	2	20	2	0	0	0	5	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
68	Gregor	Eibensteiner	UJZ Mühlviertel 1	-60 kg	2	20	2	0	0	0	6	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
69	Michael	Korrel	Judo Union Raiffeisen Flachgau	+100 kg	2	20	1	2	2	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Netherlands	Netherlands
70	Christoph	Gollner	SU Noricum Leibnitz	-81 kg	2	20	1	2	2	0	5	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
71	Peter	Anetshofer	cafe+co Vienna Samurai	-60 kg	2	20	1	2	0	0	7	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
72	Christoph	Jodl	Judo Union Raiffeisen Flachgau	-73 kg	2	20	1	2	0	0	10	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
73	Christoph	Hofer	UJZ Mühlviertel 1	-73 kg	2	20	1	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
74	Patrick	Ganselmayer	JC Wimpassing/Lassee	-81 kg	2	15	1	1	2	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
75	Thomas	Sterner	Judo Union Raiffeisen Flachgau	-90 kg	2	15	1	0	4	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
76	Frigyes	Szabo	cafe+co Vienna Samurai	-73 kg	2	15	1	0	3	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Hungary	Hungary
77	Barna	Bor	Judo Union Raiffeisen Flachgau	+100 kg	2	15	1	0	2	0	5	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Hungary	Hungary
78	Wachid	Borchashvili	LZ Multikraft Wels	-66 kg	2	15	1	0	1	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
79	Petar	Dordic	Volksbank Galaxy Judo Tigers	-60 kg	2	11	1	1	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
80	Krisztian	Toth	LZ Multikraft Wels	-100 kg	2	11	1	1	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Hungary	Hungary
81	Thomas	Ackerl	SU Noricum Leibnitz	-81 kg	2	11	1	1	0	0	7	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
82	Stefan	Kuciara	Volksbank Galaxy Judo Tigers	-81 kg	2	11	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
83	Jürgen	Grasmugg	SU Noricum Leibnitz	-66 kg	2	11	0	2	2	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
84	Zlatko	Kumric	JC Wimpassing/Lassee	-100 kg	2	11	0	2	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Croatia	Croatia
85	Robin	Pacek	UJZ Mühlviertel 1	-81 kg	2	6	0	0	2	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Sweden	Sweden
86	Jakob	Wiesinger	UJZ Mühlviertel 1	-60 kg	1	10	1	1	1	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
87	Tomas	Knapek	UJZ Mühlviertel 1	+100 kg	1	10	1	0	2	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Czechia	Czechia
88	Michail	Sobanov	cafe+co Vienna Samurai	-66 kg	1	10	1	0	1	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
89	Gabor	Geier	Volksbank Galaxy Judo Tigers	-100 kg	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
89	Jonathan	Garcia Castillo	SU Noricum Leibnitz	-66 kg	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Dominican Republic	Dominican Republic
91	Rainer	Binder	UJZ Mühlviertel 1	-100 kg	1	10	1	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
92	Hannes	Kletzenbauer	SU Noricum Leibnitz	-73 kg	1	10	1	0	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
92	Nick	Haasmann	Volksbank Galaxy Judo Tigers	-81 kg	1	10	1	0	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
94	Dominic	Huscava	cafe+co Vienna Samurai	-81 kg	1	10	1	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
95	Roy	Meyer	Volksbank Galaxy Judo Tigers	+100 kg	1	10	1	0	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Netherlands	Netherlands
96	Matthias	Wimberger	Judo Union Raika Pinzgau	-100 kg	1	10	1	0	0	0	8	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
97	Dominik	Stegmayer	LZ Multikraft Wels	-100 kg	1	10	0	2	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
98	Sebastian	Schneider	Volksbank Galaxy Judo Tigers	-100 kg	1	10	0	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
99	Alexander	Weichinger	Volksbank Galaxy Judo Tigers	-73 kg	1	7	0	1	1	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
100	Valentin	Schnabel	SU Noricum Leibnitz	-66 kg	1	7	0	1	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
101	Andreas	Mitterfellner	Judo Union Raika Pinzgau	-73 kg	1	5	0	0	4	0	3	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
102	Alois	Dum	Judo Union Raika Pinzgau	-100 kg	0	0	1	0	0	0	12	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
103	Marcel	Pautz	UJZ Mühlviertel 1	+100 kg	0	0	0	1	2	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
104	Mario	Wiesinger	UJZ Mühlviertel 1	-66 kg	0	0	0	1	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
105	David	Zehentner	Judo Union Raika Pinzgau	-60 kg	0	0	0	1	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
106	Daniel	Tamas	cafe+co Vienna Samurai	-73 kg	0	0	0	1	0	0	5	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
107	Daniel	Herzog	Judo Union Raiffeisen Flachgau	-73 kg	0	0	0	0	2	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
108	Marc	Grasmugg	SU Noricum Leibnitz	-73 kg	0	0	0	0	1	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
109	Christopher	Kendler	Judo Union Raika Pinzgau	-90 kg	0	0	0	0	1	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
110	Christoph	Schögler	SU Noricum Leibnitz	-100 kg	0	0	0	0	1	0	9	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
111	Bernhard	Lang	JC Wimpassing/Lassee	-66 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
111	Marcel	Kornhuber	Judo Union Raiffeisen Flachgau	-66 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
111	Markus	Leonhardsberger	cafe+co Vienna Samurai	-81 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
111	Markus	Pausch	JC Wimpassing/Lassee	-73 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
111	Mathias	Huemer	UJZ Mühlviertel 1	-66 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
111	Norbert	Gattringer	UJZ Mühlviertel 1	-100 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
111	Randolf	Stangl	Judo Union Raiffeisen Flachgau	-81 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
111	Stephan	Huber	LZ Multikraft Wels	+100 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
111	Tarieli	Khurtsidze	SU Noricum Leibnitz	-100 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
111	Thomas	Groiß	UJZ Mühlviertel 1	+100 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
121	Andreas	Sommerer-Hinterbichler	Judo Union Raika Pinzgau	-100 kg	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
121	Bernhard	Alber	JC Wimpassing/Lassee	+100 kg	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
121	Christoph	Eberl	Judo Union Raika Pinzgau	-81 kg	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
121	Philip	Smrzka	UJZ Mühlviertel 1	-66 kg	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
121	Thomas	Lang	JC Wimpassing/Lassee	-66 kg	0	0	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
126	Bernhard	Herzog	Judo Union Raika Pinzgau	-81 kg	0	0	0	0	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
