Team Name	Weight Class	First Name	Last Name	Source
LZ Innsbruck	-60 kg	Thomas	Höllbacher	https://www.sn.at/archivsn?img=%2BEEyGSxEN7o68ivwyuy6N1XLlbfGQoksHtFtHX6XqSL4nUTZEZuaZTTfhgxZEkIDf6WI1%2FM6M2cG0VRJP4fpMVuCb7HP7iSmSoEaqLgmX5ydtVF9VmSKsMQUoab6RIJc&id1=lo19981217_21&q=Judo-Staatsliga#slide53
				
