Position	First Name	Last Name	Team Name	Weight Class	Score	Subscore	Ippon	Wazaari	Yuko	Koka	Shido	Hansoku-make	Source	Nationality	Country
11	Peter	Anetshofer	Vienna Samurai	-60 kg	5	50	4	2	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
12	Noel	Van T End	UJZ Mühlviertel	-100 kg	5	50	3	5	0	0	6	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Netherlands	Netherlands
13	Movli	Borchashvilli	M&R Galaxy Tigers	+100 kg	5	50	3	4	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
14	Mathias	Czizsek	M&R Galaxy Tigers	-73 kg	5	50	3	4	0	0	8	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
15	Wachid	Borchashvili	Judo-Leistungszentrum Multikraft Wels	-90 kg	5	50	2	0	0	0	8	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
16	Samuel	Gaßner	UJZ Mühlviertel	-73 kg	5	47	4	2	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
17	Niko	Herzog	Wiener ASKÖ Team Stadlau	+100 kg	5	47	2	4	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
18	Magamed	Borchashvilli	M&R Galaxy Tigers	-81 kg	5	47	1	7	0	0	5	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
19	Attila	Ungvari	Vienna Samurai	-81 kg	4	40	11	4	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Hungary	Hungary
20	David	Peritsch	M&R Galaxy Tigers	-66 kg	4	40	4	3	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
21	Aaron	Fara	Judo-Leistungszentrum Multikraft Wels	-100 kg	4	40	4	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
22	Thomas	Scharfetter	Sanjindo Bischofshofen	-100 kg	4	40	4	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
23	Adam	Borchashvilli	M&R Galaxy Tigers	-100 kg	4	40	4	0	0	0	5	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
24	Tim	Schwarzl	PSV Salzburg	-100 kg	4	40	3	4	0	0	8	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
25	Thomas	Ecker	Judo-Leistungszentrum Multikraft Wels	-90 kg	4	40	3	2	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
26	Krisztian	Toth	Judo Union Raika Flachgau	-90 kg	4	40	3	1	0	0	9	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Hungary	Hungary
27	Herbert	Wicker	Sanjindo Bischofshofen	-73 kg	4	40	2	3	0	0	5	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
28	Artem	Lesiuk	Sanjindo Bischofshofen	-60 kg	4	40	1	6	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Ukraine	Ukraine
29	Moritz	Höllwart	Sanjindo Bischofshofen	-90 kg	3	30	3	1	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
30	Thomas	Grössig	Judo Union Raika Pinzgau	-73 kg	3	30	3	0	0	0	8	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
31	Marton	Andrasi	Wiener ASKÖ Team Stadlau	-60 kg	3	30	2	3	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Hungary	Hungary
32	Alexander	Willnauer	Judo Union Raika Flachgau	+100 kg	3	30	2	3	0	0	5	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
33	Julius	Meinel	PSV Salzburg	-81 kg	3	30	1	4	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
34	Niclas	Schalk	M&R Galaxy Tigers	-60 kg	3	30	1	2	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
35	Daniel	Leutgeb	Judo-Leistungszentrum Multikraft Wels	-60 kg	3	30	1	2	0	0	5	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
36	Alex	Maruska	Wiener ASKÖ Team Stadlau	-90 kg	3	30	0	6	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Slovakia	Slovakia
37	Marko	Bubanja	M&R Galaxy Tigers	-100 kg	3	27	2	2	0	0	5	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
38	Bauyrzhan	Narbayev	Judo Union Raika Pinzgau	-60 kg	3	27	2	1	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Kazakhstan	Kazakhstan
39	Kimran	Borchashvili	Judo-Leistungszentrum Multikraft Wels	-66 kg	3	27	2	1	0	0	6	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
40	Vache	Adamyan	UJZ Mühlviertel	-60 kg	3	27	2	1	0	0	7	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
41	Simeon	Catharina	Judo-Leistungszentrum Multikraft Wels	+100 kg	3	27	1	4	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Netherlands	Netherlands
42	Wojciech	Kanik	UJZ Mühlviertel	-81 kg	3	27	1	3	0	0	5	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
43	Gusman	Kyrgyzbayev	Judo Union Raika Pinzgau	-66 kg	2	20	2	1	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Kazakhstan	Kazakhstan
44	Adam	Safer	Wiener ASKÖ Team Stadlau	-66 kg	2	20	2	1	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
44	David	Fankhauser	Wiener ASKÖ Team Stadlau	-81 kg	2	20	2	1	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
44	Michail	Sobanov	Vienna Samurai	-66 kg	2	20	2	1	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
47	Moritz	Moser	Wiener ASKÖ Team Stadlau	-100 kg	2	20	2	1	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
48	Daniel	Herzog	Judo Union Raika Flachgau	-73 kg	2	20	2	1	0	0	9	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
49	David	Gauch	Wiener ASKÖ Team Stadlau	-60 kg	2	20	2	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Switzerland	Switzerland
49	Mihael	Zgank	Sanjindo Bischofshofen	+100 kg	2	20	2	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Türkiye	Türkiye
49	Richard	Sipocz	Judo-Leistungszentrum Multikraft Wels	+100 kg	2	20	2	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Hungary	Hungary
49	Salvador	Cases Roca	Judo-Leistungszentrum Multikraft Wels	-73 kg	2	20	2	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Spain	Spain
53	Anton	Wicker	Sanjindo Bischofshofen	-81 kg	2	20	2	0	0	0	6	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
54	Michael	Winkler	Judo-Leistungszentrum Multikraft Wels	-73 kg	2	20	2	0	0	0	10	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
55	Lukas	Krpalek	M&R Galaxy Tigers	+100 kg	2	20	1	3	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Czechia	Czechia
56	David	Naji	Judo Union Raika Flachgau	-60 kg	2	20	1	3	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Hungary	Hungary
56	Hubert	Illmer	Sanjindo Bischofshofen	-100 kg	2	20	1	3	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
58	Mario	Wiesinger	UJZ Mühlviertel	-73 kg	2	20	1	3	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
59	Aleksandar	Kukolj	PSV Salzburg	+100 kg	2	20	1	2	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Serbia	Serbia
59	Sebastian	Salfinger	PSV Salzburg	-60 kg	2	20	1	2	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
61	Gumar	Kyrgyzbayev	Judo Union Raika Pinzgau	-66 kg	2	20	1	2	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Kazakhstan	Kazakhstan
62	Andreas	Nagl	Judo Union Raika Flachgau	-90 kg	2	20	1	2	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
62	Daniel	Schager	Judo Union Raika Pinzgau	+100 kg	2	20	1	2	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
62	Lenz	Naprudnik	Sanjindo Bischofshofen	-81 kg	2	20	1	2	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
65	Pascal	Auer	Sanjindo Bischofshofen	-66 kg	2	20	1	1	0	0	5	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
66	Martin	Mihovilovic	M&R Galaxy Tigers	-60 kg	2	20	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
67	Leon	Heinisch	Wiener ASKÖ Team Stadlau	-66 kg	2	20	1	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
68	Karamat	Huseynov	M&R Galaxy Tigers	-66 kg	2	20	0	4	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Azerbaijan	Azerbaijan
69	Miljan	Radulj	PSV Salzburg	-90 kg	2	20	0	2	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Serbia	Serbia
70	Firas	Ben Saad	Judo-Leistungszentrum Multikraft Wels	-66 kg	2	20	0	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
71	Sherzod	Davlatov	Judo Union Raika Pinzgau	-60 kg	2	17	1	2	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Kazakhstan	Kazakhstan
72	Sebastian	Dengg	Sanjindo Bischofshofen	+100 kg	2	17	1	2	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
72	Zsombor	Veg	Vienna Samurai	-100 kg	2	17	1	2	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Hungary	Hungary
74	Michael	Pröll	UJZ Mühlviertel	-81 kg	2	17	1	2	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
75	Bojan	Dosen	PSV Salzburg	+100 kg	2	17	1	1	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Serbia	Serbia
76	Ronald	Pröll	UJZ Mühlviertel	+100 kg	2	17	0	3	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
77	Zoltan	Ambrus	Vienna Samurai	-73 kg	2	17	0	3	0	0	7	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
78	Ivan	Koshliak	Vienna Samurai	-81 kg	2	14	0	2	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
79	Daniel	Pail	Judo Union Raika Pinzgau	-90 kg	1	10	1	2	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
80	Amar	Ahmetspahic	Vienna Samurai	+100 kg	1	10	1	2	0	0	5	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
81	Kilian	Wallner	Sanjindo Bischofshofen	-90 kg	1	10	1	1	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
82	Abdul-Rahman	Idigov	Judo-Leistungszentrum Multikraft Wels	-73 kg	1	10	1	1	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
83	Anton	Aschaber	Judo Union Raika Pinzgau	+100 kg	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
83	Clemens	Weber	Wiener ASKÖ Team Stadlau	-81 kg	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
83	Lorenz	Wildner	M&R Galaxy Tigers	-60 kg	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
83	Mathias	Huemer	UJZ Mühlviertel	-66 kg	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
83	Michael	Niederdorfer	Sanjindo Bischofshofen	+100 kg	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
88	Eric	Pfeifenberger	Judo Union Raika Flachgau	-81 kg	1	10	1	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
88	Hermann	Tschilikin	Vienna Samurai	-90 kg	1	10	1	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
88	Matthias	Fabian	Wiener ASKÖ Team Stadlau	-81 kg	1	10	1	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
88	Tobias	Pichler	UJZ Mühlviertel	-60 kg	1	10	1	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
92	Matthias	Wimberger	Judo Union Raika Pinzgau	-81 kg	1	10	1	0	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
92	Tobias	Modl	Judo Union Raika Flachgau	-73 kg	1	10	1	0	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
94	Alex	Barto	Wiener ASKÖ Team Stadlau	-90 kg	1	10	1	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Slovakia	Slovakia
94	Aslan	Papoyan	M&R Galaxy Tigers	+100 kg	1	10	1	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
94	Rainer	Binder	UJZ Mühlviertel	+100 kg	1	10	1	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
97	Marcus	Auer	Sanjindo Bischofshofen	-66 kg	1	10	0	2	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
97	Michael	Korrel	Judo Union Raika Flachgau	-100 kg	1	10	0	2	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Netherlands	Netherlands
97	Miklos	Cirjenic	Vienna Samurai	-100 kg	1	10	0	2	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
100	Ashley	Mckenzie	Sanjindo Bischofshofen	-60 kg	1	10	0	2	0	0	1	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Jamaica	Jamaica
101	Philip	Weber	Wiener ASKÖ Team Stadlau	-73 kg	1	10	0	2	0	0	5	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
102	Daniel	Allerstorfer	UJZ Mühlviertel	+100 kg	1	7	0	1	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
103	Fabian	Zellmann	M&R Galaxy Tigers	-73 kg	0	0	0	1	0	0	0	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
103	Maximilian	Leschinger	Sanjindo Bischofshofen	-73 kg	0	0	0	1	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
105	Shamil	Borchashvili	Judo-Leistungszentrum Multikraft Wels	-90 kg	0	0	0	1	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
106	Alexander	Bakonyi	Vienna Samurai	-100 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
106	Andreas	Modl	Judo Union Raika Flachgau	-66 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
106	Christoph	Scheiblhofer	UJZ Mühlviertel	-81 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
106	Dominik	Martins	Wiener ASKÖ Team Stadlau	-66 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
106	Emil	Füreder	UJZ Mühlviertel	-90 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
106	Fabio	Vötterl	PSV Salzburg	-90 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
106	Felix	Löcker	PSV Salzburg	+100 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
106	Jakob	Reumüller	UJZ Mühlviertel	-66 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
106	Lars	Bathen	PSV Salzburg	-90 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
106	Lazar	Miljkovic	PSV Salzburg	-60 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
106	Luka	Jovic	UJZ Mühlviertel	+100 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
106	Lukas	Pollak	Wiener ASKÖ Team Stadlau	-66 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
106	Marcel	Pichler	Judo Union Raika Pinzgau	-73 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
106	Noah	Hausbacher	Sanjindo Bischofshofen	-60 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
106	Paul	Bosch	PSV Salzburg	-60 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
106	Philipp	Hacksteiner	Sanjindo Bischofshofen	-60 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
106	Sebastian	Karl	Wiener ASKÖ Team Stadlau	-100 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
106	Steffen	Wagner	Judo Union Raika Flachgau	-81 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
106	Tobias	Kothbauer	UJZ Mühlviertel	-60 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
106	Tobias	Slavicky	Vienna Samurai	+100 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
