Position	First Name	Last Name	Team Name	Weight Class	Score	Subscore	Ippon	Wazaari	Yuko	Koka	Shido	Hansoku-make	Source	Nationality	Country
19	Johannes	Pacher	Volksbank Galaxy Judotigers	-90 kg	8	80	5	5	0	0	10	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
20	Jelle	Snippe	ESV Sanjindo	+100 kg	8	80	4	3	0	0	9	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Netherlands	Netherlands
21	David	Peritsch	Volksbank Galaxy Judotigers	-60 kg	8	80	3	8	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
22	Wojciech	Kanik	UJZ Mühlviertel 1	-81 kg	8	77	6	2	0	0	7	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
23	Tatsuto	Shima	Volksbank Galaxy Judotigers	-66 kg	8	77	6	1	0	0	5	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
24	Florian	Wallner	JC Wimpassing Sparkasse	-90 kg	8	77	4	9	0	0	6	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
25	Gergö	Fogasy	ASKÖ Reichraming	+100 kg	8	77	4	3	0	0	13	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
26	Nikolas	Rechberger	UJZ Mühlviertel 1	-60 kg	8	74	5	7	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
27	Mathias	Czizsek	Volksbank Galaxy Judotigers	-73 kg	8	71	4	3	0	0	9	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
28	Mathias	Madsen	UJZ Mühlviertel 1	-100 kg	7	70	5	4	0	0	7	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Denmark	Denmark
29	Randolf	Stangl	JU Raiffeisen Flachgau	-81 kg	7	70	5	3	0	0	8	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
30	Lukas	Reiter	JC Wimpassing Sparkasse	-73 kg	7	70	5	3	0	0	12	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
31	David	Klammert	JC Wimpassing Sparkasse	-100 kg	7	70	4	6	0	0	8	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Czechia	Czechia
32	Daniel	Leutgeb	ASKÖ Reichraming	-60 kg	7	67	4	3	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
33	Daniel	Herzog	JU Raiffeisen Flachgau	-73 kg	7	67	3	5	0	0	10	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
34	Andreas	Nagl	JU Raiffeisen Flachgau	-90 kg	6	60	5	7	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
35	Jaba	Papinashvili	LZ Multikraft Wels	-60 kg	6	60	4	6	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Georgia	Georgia
36	Herbert	Wicker	ESV Sanjindo	-73 kg	6	60	4	6	0	0	9	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
37	Matjaz	Trbovc	JU Raika Pinzgau	-60 kg	6	60	4	5	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Slovenia	Slovenia
38	Daniel	Monori	JU DynamicOne	-60 kg	6	57	5	3	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Hungary	Hungary
39	Christoph	Mayer	JU Raika Pinzgau	+100 kg	6	57	5	1	0	0	16	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
40	Daniel	Hoffmann	JU DynamicOne	-90 kg	6	57	3	3	0	0	10	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
41	David	Pulkrabek	JC Wimpassing Sparkasse	-60 kg	6	54	2	7	0	0	7	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
42	Bojan	Dosen	JU DynamicOne	-100 kg	6	54	1	3	0	0	5	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Serbia	Serbia
43	Driton	Shala	UJZ Mühlviertel 1	-73 kg	5	50	5	2	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
44	Stefan	Kudera	Volksbank Galaxy Judotigers	-66 kg	5	50	4	3	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
45	Marvin	Pum	Volksbank Galaxy Judotigers	-66 kg	5	50	4	2	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
46	Thomas	Scharfetter	ESV Sanjindo	-90 kg	5	50	3	1	0	0	8	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
47	Christian	Pichler	JU Raiffeisen Flachgau	-100 kg	5	47	4	2	0	0	6	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
48	Dominik	Waldhör	JU Raiffeisen Flachgau	-66 kg	5	47	3	4	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
49	Johannes	Kastinger	JU DynamicOne	-81 kg	5	47	3	3	0	0	20	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
50	Tobias	Weixelbaumer	UJZ Mühlviertel 1	-66 kg	4	40	4	2	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
51	Mario	Wiesinger	UJZ Mühlviertel 1	-66 kg	4	40	4	2	0	0	5	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
52	Lukas	Krpalek	Volksbank Galaxy Judotigers	+100 kg	4	40	3	2	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Czechia	Czechia
53	Michael	Zeltner	JC Wimpassing Sparkasse	-81 kg	4	40	3	2	0	0	7	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
54	Andreas	Mruk	JC Wimpassing Sparkasse	+100 kg	4	40	3	0	0	0	6	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
55	Artem	Lesiuk	ESV Sanjindo	-60 kg	4	40	2	4	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Ukraine	Ukraine
56	Michael	Starzer	ASKÖ Reichraming	-73 kg	4	40	2	4	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
57	Samuel	Gaßner	UJZ Mühlviertel 1	-73 kg	4	37	3	1	0	0	6	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
58	Bernhard	Lang	JC Wimpassing Sparkasse	-66 kg	4	37	2	4	0	0	6	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
59	Aslan	Papoyan	Volksbank Galaxy Judotigers	-90 kg	4	34	2	2	0	0	6	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
60	Adam	Borchashvilli	Volksbank Galaxy Judotigers	-81 kg	4	34	0	6	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
61	Anton	Wicker	ESV Sanjindo	-81 kg	4	31	1	4	0	0	18	1	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
62	Marton	Takacs	ASKÖ Reichraming	-73 kg	3	30	2	5	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Hungary	Hungary
63	Thomas	Grössig	JU Raika Pinzgau	-73 kg	3	30	2	3	0	0	14	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
64	Andreas	Wenisch	JC Wimpassing Sparkasse	-81 kg	3	30	1	4	0	0	7	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
65	Michael	Winkler	LZ Multikraft Wels	-73 kg	3	30	0	2	0	0	13	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
66	Mario	Buchebner	JC Wimpassing Sparkasse	-100 kg	3	27	2	3	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
67	Alon	Aharon	ESV Sanjindo	-60 kg	3	27	2	1	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Israel	Israel
68	Jakob	Wiesinger	UJZ Mühlviertel 1	-81 kg	3	27	1	3	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
69	Marko	Vukicevic	JU Raiffeisen Flachgau	-73 kg	3	27	1	1	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
70	Jonathan	Reisinger	ASKÖ Reichraming	-90 kg	3	27	0	4	0	0	6	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
71	Alexander	Willnauer	JU DynamicOne	+100 kg	2	20	2	3	0	0	5	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
72	Saeid	Mollaei	Volksbank Galaxy Judotigers	-81 kg	2	20	2	1	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Azerbaijan	Azerbaijan
73	Matteo	Piras	JC Wimpassing Sparkasse	-73 kg	2	20	2	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Italy	Italy
74	Sebastian	Seiz	Volksbank Galaxy Judotigers	-60 kg	2	20	2	0	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
75	Thomas	Haminger	LZ Multikraft Wels	-66 kg	2	20	2	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
76	Christopher	Kendler	JU Raika Pinzgau	-100 kg	2	20	2	0	0	0	5	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
77	Pascal	Auer	ESV Sanjindo	-66 kg	2	20	2	0	0	0	9	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
78	Moritz	Höllwart	ESV Sanjindo	-100 kg	2	20	1	6	0	0	18	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
79	Noel	Van T End	UJZ Mühlviertel 1	-100 kg	2	20	1	2	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Netherlands	Netherlands
79	Philipp	Sellner	ASKÖ Reichraming	-66 kg	2	20	1	2	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
79	Strahinja	Buncic	JU DynamicOne	-73 kg	2	20	1	2	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Serbia	Serbia
82	David	Kukovica	JU Raika Pinzgau	-90 kg	2	20	1	2	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Slovenia	Slovenia
82	Thomas	Lang	JC Wimpassing Sparkasse	-60 kg	2	20	1	2	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
84	Issa	Naschcho	LZ Multikraft Wels	-60 kg	2	20	1	2	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
85	Johann	Schmid	JC Wimpassing Sparkasse	-81 kg	2	20	1	2	0	0	5	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
85	Martin	Morgenbesser	JC Wimpassing Sparkasse	-66 kg	2	20	1	2	0	0	5	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
87	Rainer	Binder	UJZ Mühlviertel 1	+100 kg	2	20	1	0	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
88	Hermann	Höllwart	JU Raika Pinzgau	-90 kg	2	20	1	0	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
89	Marcel	Pichler	JU Raika Pinzgau	-66 kg	2	20	0	4	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
90	Lorenz	Wildner	Volksbank Galaxy Judotigers	-60 kg	2	20	0	2	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
91	Andreas	Mitterfellner	JU Raika Pinzgau	-81 kg	2	20	0	2	0	0	3	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
92	Andreas	Modl	JU Raiffeisen Flachgau	-60 kg	2	20	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
93	Laurin	Böhler	JU Raiffeisen Flachgau	-100 kg	2	17	1	2	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
94	Christopher	Wagner	Volksbank Galaxy Judotigers	-73 kg	1	10	1	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
95	Daniel	Köller	Volksbank Galaxy Judotigers	-73 kg	1	10	1	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
96	Andreas	Wagner	Volksbank Galaxy Judotigers	-81 kg	1	10	1	0	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
97	Gabor	Geier	Volksbank Galaxy Judotigers	+100 kg	1	10	0	3	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
98	Markus	Hirzberger	JC Wimpassing Sparkasse	-73 kg	1	10	0	2	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
98	Yanislav	Gerchev	Volksbank Galaxy Judotigers	-60 kg	1	10	0	2	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Bulgaria	Bulgaria
100	Tobias	Modl	JU Raiffeisen Flachgau	-66 kg	1	10	0	2	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
101	Bernhard	Alber	JC Wimpassing Sparkasse	-100 kg	1	10	0	2	0	0	2	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
102	Michael	Niederdorfer	ESV Sanjindo	-90 kg	1	10	0	2	0	0	9	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
103	Matthias	Wimberger	JU Raika Pinzgau	-81 kg	1	10	0	2	0	0	12	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
104	Martin	Prexl	ASKÖ Reichraming	-81 kg	1	10	0	0	0	0	1	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
105	Martin	Baier	ESV Sanjindo	-60 kg	1	10	0	0	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
106	Florian	Roitner	JU DynamicOne	-90 kg	1	10	0	0	0	0	6	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
107	Julian	Wöss	JU DynamicOne	-60 kg	1	7	0	1	0	0	4	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
108	Raphael	Zippusch	ESV Sanjindo	-73 kg	1	7	0	1	0	0	6	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
109	Tamerlan	Bashaev	JC Wimpassing Sparkasse	+100 kg	0	0	0	1	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Russian Federation	Russian Federation
109	Vilmos	Lennert	ESV Sanjindo	-66 kg	0	0	0	1	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
111	Aleksandar	Seslic	JU Raiffeisen Flachgau	-73 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
111	Anton	Aschaber	JU Raika Pinzgau	-100 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
111	Daniel	Schager	JU Raika Pinzgau	-100 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
111	David	Geber	LZ Multikraft Wels	+100 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
111	Dominik	Stegmayer	LZ Multikraft Wels	-100 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
111	Hansjörg	Voithofer	ESV Sanjindo	+100 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
111	Jonas	Stubauer	ASKÖ Reichraming	-60 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
111	Julian	Fichtenbauer	Volksbank Galaxy Judotigers	-60 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
111	Luca	Vianello	UJZ Mühlviertel 1	-60 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
111	Lukas	Hofmann	JU Raiffeisen Flachgau	-60 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
111	Manuel	Steiner	ASKÖ Reichraming	-60 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
111	Marcel	Wolfsberger	LZ Multikraft Wels	-60 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
111	Raphael	Röcklinger	ASKÖ Reichraming	-66 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
111	Sebastian	Pehn	LZ Multikraft Wels	-73 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
111	Stefan	Morgenbesser	JC Wimpassing Sparkasse	-73 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
111	Thomas	Ecker	LZ Multikraft Wels	-81 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}	Austria	Austria
111	Thomas	Sterner	JU Raiffeisen Flachgau	-90 kg	0	0	0	0	0	0	0	0	{{Internetquelle |url=https://www.judobundesliga.at/ |titel=Österreichischer Judoverband |abruf=2025-11-16}}		
